email,full_name,consent_status,subscribed_at,last_open_at,tags
nora.robinson43@icloud.com,Nora Robinson,opted_in,2026-11-20,2026-12-20,events
julian.thompson51@yahoo.com,Julian Thompson,pending,2022-12-23,2026-10-26,newsletter
olivia.white47@icloud.com,Olivia White,opted_in,2024-04-19,2026-03-22,parent
leo.taylor38@icloud.com,Leo Taylor,opted_out,2020-07-22,2026-05-08,events
jackson.lee58@gmail.com,Jackson Lee,pending,2023-10-13,2026-07-18,community
emily.adams14@gmail.com,Emily Adams,opted_out,2025-11-12,2025-11-20,parent
ravi.walker56@outlook.com,Ravi Walker,opted_in,2020-05-08,2026-09-18,parent
carter.lewis60@icloud.com,Carter Lewis,opted_out,2024-12-17,2025-01-27,community
priya.harris11@icloud.com,Priya Harris,opted_in,2025-03-12,2026-08-26,newsletter
emma.wright57@gmail.com,Emma Wright,opted_in,2023-06-03,2026-02-01,events
carlos.thomas71@yahoo.com,Carlos Thomas,opted_in,2024-07-15,2024-09-08,alumni
trevor.allen4@icloud.com,Trevor Allen,opted_in,2021-08-19,2026-01-23,newsletter
sean.wong69@gmail.com,Sean Wong,opted_in,2022-04-15,2022-05-04,alumni
harper.lee76@icloud.com,Harper Lee,opted_in,2022-08-20,2022-08-24,events
daniel.thompson31@gmail.com,Daniel Thompson,opted_in,2021-06-23,2021-08-20,alumni
harper.kumar55@icloud.com,Harper Kumar,opted_in,2025-09-23,2026-03-18,newsletter
brianna.kumar41@yahoo.com,Brianna Kumar,opted_out,2024-01-28,2026-01-16,newsletter
owen.nelson53@icloud.com,Owen Nelson,opted_in,2023-12-27,2026-03-03,parent
brian.harris36@gmail.com,Brian Harris,opted_in,2022-03-25,2026-08-18,parent
ravi.singh70@outlook.com,Ravi Singh,opted_out,2022-09-27,2026-08-18,newsletter
priya.thomas5@outlook.com,Priya Thomas,opted_in,2022-02-15,2026-02-25,newsletter
andre.clark22@icloud.com,Andre Clark,opted_in,2026-04-27,2026-05-18,community
charlotte.white42@yahoo.com,Charlotte White,pending,2022-05-19,2022-06-29,parent
daniel.hall36@gmail.com,Daniel Hall,opted_out,2021-12-28,2022-01-01,newsletter
zoe.thomas63@icloud.com,Zoe Thomas,opted_in,2025-05-21,2026-08-03,community
mia.white59@outlook.com,Mia White,pending,2022-10-01,2026-02-24,alumni
riley.wong28@icloud.com,Riley Wong,pending,2026-04-16,2026-04-20,events
charlotte.hill73@yahoo.com,Charlotte Hill,opted_out,2026-06-22,2026-01-04,alumni
wei.martinez59@icloud.com,Wei Martinez,opted_in,2023-04-23,2026-05-06,events
lucas.jackson48@gmail.com,Lucas Jackson,opted_in,2025-03-02,2026-05-24,newsletter
evelyn.park1@gmail.com,Evelyn Park,opted_in,2020-03-19,2020-05-06,alumni
aaron.robinson55@gmail.com,Aaron Robinson,opted_in,2023-02-08,2026-02-04,events
brianna.kumar97@icloud.com,Brianna Kumar,opted_out,2025-11-05,2025-12-05,parent
devon.martinez45@icloud.com,Devon Martinez,opted_in,2025-12-05,2026-10-22,alumni
marcus.nguyen97@yahoo.com,Marcus Nguyen,opted_in,2025-07-12,2026-06-26,newsletter
sean.park71@yahoo.com,Sean Park,opted_in,2025-10-10,2026-01-28,events
oscar.green96@yahoo.com,Oscar Green,opted_in,2025-01-26,2026-04-16,alumni
kevin.scott68@gmail.com,Kevin Scott,opted_out,2020-06-11,2020-06-24,parent
emma.adams98@yahoo.com,Emma Adams,opted_in,2026-02-01,2026-01-09,newsletter
derek.walker81@outlook.com,Derek Walker,opted_in,2026-07-14,2026-02-21,parent
sean.park11@outlook.com,Sean Park,opted_in,2021-03-18,2026-10-21,community
emily.allen8@yahoo.com,Emily Allen,opted_in,2023-02-15,2026-01-10,newsletter
aaron.kumar21@gmail.com,Aaron Kumar,opted_in,2022-09-17,2026-05-06,events
sean.singh43@gmail.com,Sean Singh,opted_out,2022-09-03,2022-10-06,parent
miles.king8@outlook.com,Miles King,opted_in,2024-03-12,2024-05-11,community
brian.green6@gmail.com,Brian Green,opted_out,2020-04-02,2026-07-05,newsletter
kai.hall42@yahoo.com,Kai Hall,opted_in,2025-06-09,2026-10-12,community
trevor.anderson52@gmail.com,Trevor Anderson,opted_in,2023-05-25,2026-06-03,parent
megan.lewis38@yahoo.com,Megan Lewis,opted_in,2022-12-20,2023-01-14,events
grace.moore20@yahoo.com,Grace Moore,opted_in,2023-01-08,2026-01-11,community
riley.martin27@gmail.com,Riley Martin,opted_in,2021-07-16,2026-03-23,events
raj.anderson90@icloud.com,Raj Anderson,opted_out,2023-12-03,2026-09-05,alumni
andre.hill56@gmail.com,Andre Hill,opted_in,2021-04-10,2021-05-13,events
