txn_id,posted_date,account,memo,amount_usd,tag,sponsor_id_ref,vendor
QB-00202,2026-10-16,Maintenance,Utility payment,-36.67,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00203,2026-04-04,Maintenance,Misc supplies,-137.02,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00204,2026-06-16,Utilities,Utility payment,-100.12,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00205,2026-05-23,Marketing,Utility payment,-125.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00206,2026-07-06,Supplies,Utility payment,-52.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00207,2026-04-23,Utilities,Utility payment,-129.21,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00208,2026-03-22,Maintenance,Equipment maintenance,-80.17,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00209,2026-06-25,Maintenance,Equipment maintenance,-91.72,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00210,2026-03-21,Supplies,Utility payment,-131.63,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00211,2026-03-18,Marketing,Utility payment,-115.36,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00212,2026-02-24,Supplies,Misc supplies,-130.45,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00213,2026-01-27,Utilities,Cleaning service,-137.82,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00214,2026-09-09,Utilities,Cleaning service,-67.56,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00215,2026-04-25,Maintenance,Cleaning service,-80.41,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00216,2026-09-03,Utilities,Utility payment,-85.28,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00217,2026-04-28,Marketing,Cleaning service,-78.01,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00218,2026-03-19,Marketing,Equipment maintenance,-142.09,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00219,2026-01-08,Utilities,Cleaning service,-28.17,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00220,2026-06-08,Supplies,Cleaning service,-87.33,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00221,2026-06-13,Utilities,Equipment maintenance,-134.6,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00222,2026-01-21,Maintenance,Misc supplies,-111.49,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00223,2026-09-21,Maintenance,Utility payment,-95.22,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00224,2026-10-06,Utilities,Equipment maintenance,-67.49,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00225,2026-02-17,Maintenance,Equipment maintenance,-146.45,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00226,2026-04-17,Utilities,Utility payment,-126.24,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00227,2026-06-16,Utilities,Misc supplies,-85.24,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00228,2026-03-15,Marketing,Cleaning service,-30.02,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00229,2026-05-07,Marketing,Cleaning service,-40.46,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00230,2026-10-23,Supplies,Cleaning service,-73.9,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00231,2026-06-24,Supplies,Equipment maintenance,-107.78,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00232,2026-08-07,Marketing,Equipment maintenance,-22.92,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00233,2026-01-05,Marketing,Cleaning service,-101.84,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00234,2026-01-19,Marketing,Misc supplies,-41.62,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00235,2026-03-17,Utilities,Misc supplies,-134.21,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00236,2026-05-03,Marketing,Equipment maintenance,-98.85,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00237,2026-08-28,Utilities,Cleaning service,-48.52,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00238,2026-07-20,Marketing,Cleaning service,-101.02,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00239,2026-09-09,Marketing,Utility payment,-139.91,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00240,2026-10-19,Supplies,Cleaning service,-69.17,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00241,2026-03-04,Supplies,Cleaning service,-87.95,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00242,2026-09-22,Utilities,Cleaning service,-98.72,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00243,2026-03-16,Supplies,Misc supplies,-32.11,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00244,2026-03-20,Supplies,Equipment maintenance,-87.87,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00245,2026-06-28,Supplies,Equipment maintenance,-49.83,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00246,2026-08-26,Utilities,Utility payment,-96.58,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00247,2026-10-04,Utilities,Cleaning service,-53.09,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00248,2026-04-28,Supplies,Utility payment,-97.78,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00249,2026-09-14,Maintenance,Cleaning service,-20.71,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00250,2026-01-19,Supplies,Misc supplies,-68.75,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00251,2026-04-23,Maintenance,Equipment maintenance,-67.1,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00252,2026-03-14,Maintenance,Utility payment,-131.15,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00253,2026-07-19,Maintenance,Utility payment,-148.93,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00254,2026-07-25,Marketing,Equipment maintenance,-91.77,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00255,2026-09-16,Marketing,Utility payment,-92.68,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00256,2026-08-09,Maintenance,Utility payment,-120.65,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00257,2026-07-24,Marketing,Misc supplies,-117.22,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00258,2026-08-26,Marketing,Misc supplies,-47.88,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00259,2026-07-26,Maintenance,Misc supplies,-40.9,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00260,2026-01-26,Supplies,Cleaning service,-81.32,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00261,2026-10-14,Supplies,Misc supplies,-54.2,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00262,2026-06-03,Supplies,Equipment maintenance,-140.99,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00263,2026-07-20,Maintenance,Misc supplies,-142.94,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00264,2026-03-21,Utilities,Equipment maintenance,-21.39,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00265,2026-09-10,Marketing,Misc supplies,-121.91,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00266,2026-09-17,Marketing,Cleaning service,-107.62,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00267,2026-06-08,Supplies,Cleaning service,-31.29,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00268,2026-05-25,Utilities,Utility payment,-107.06,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00269,2026-07-19,Marketing,Misc supplies,-115.8,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00270,2026-02-03,Maintenance,Utility payment,-65.17,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00271,2026-05-08,Marketing,Equipment maintenance,-140.86,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00272,2026-10-01,Maintenance,Cleaning service,-72.93,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00273,2026-02-18,Supplies,Utility payment,-64.2,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00274,2026-02-26,Maintenance,Utility payment,-110.24,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00275,2026-07-19,Utilities,Cleaning service,-118.47,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00276,2026-08-22,Utilities,Misc supplies,-82.66,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00277,2026-05-03,Utilities,Cleaning service,-108.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00278,2026-04-26,Maintenance,Equipment maintenance,-144.21,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00279,2026-09-18,Supplies,Utility payment,-52.27,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00280,2026-02-13,Maintenance,Misc supplies,-92.09,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00281,2026-03-16,Maintenance,Utility payment,-48.41,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00282,2026-10-09,Marketing,Cleaning service,-84.87,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00283,2026-04-08,Marketing,Utility payment,-46.88,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00284,2026-04-27,Marketing,Utility payment,-40.28,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00285,2026-02-04,Supplies,Equipment maintenance,-99.8,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00286,2026-09-02,Utilities,Utility payment,-100.69,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00287,2026-08-19,Maintenance,Equipment maintenance,-43.77,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00288,2026-09-09,Utilities,Cleaning service,-117.52,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00289,2026-03-02,Utilities,Equipment maintenance,-142.16,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00290,2026-01-17,Maintenance,Equipment maintenance,-131.85,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00291,2026-03-15,Supplies,Equipment maintenance,-61.03,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00292,2026-01-01,Marketing,Equipment maintenance,-95.53,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00293,2026-06-12,Maintenance,Cleaning service,-91.31,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00294,2026-04-09,Utilities,Utility payment,-67.57,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00295,2026-08-14,Marketing,Equipment maintenance,-111.09,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00296,2026-06-12,Utilities,Utility payment,-78.59,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00297,2026-10-05,Marketing,Misc supplies,-113.71,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00298,2026-04-18,Utilities,Equipment maintenance,-45.49,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00299,2026-03-16,Supplies,Cleaning service,-74.8,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00300,2026-03-28,Maintenance,Equipment maintenance,-59.0,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00301,2026-09-28,Supplies,Equipment maintenance,-32.87,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00302,2026-03-02,Marketing,Utility payment,-81.95,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00303,2026-02-15,Maintenance,Utility payment,-66.93,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00304,2026-09-18,Maintenance,Utility payment,-22.58,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00305,2026-02-12,Marketing,Cleaning service,-147.32,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00306,2026-05-12,Maintenance,Equipment maintenance,-120.72,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00307,2026-08-03,Utilities,Utility payment,-80.29,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00308,2026-03-28,Marketing,Utility payment,-74.84,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00309,2026-10-19,Utilities,Misc supplies,-30.28,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00310,2026-06-08,Maintenance,Utility payment,-104.89,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00311,2026-05-20,Utilities,Utility payment,-135.4,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00312,2026-06-24,Utilities,Equipment maintenance,-41.75,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00313,2026-01-05,Marketing,Utility payment,-142.26,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00314,2026-02-07,Marketing,Equipment maintenance,-33.39,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
QB-00315,2026-02-16,Supplies,Misc supplies,-120.22,fall_tournament_2026,NON_SPONSOR,Cedar Ridge Operations
