id,email,first_name,last_name,country,list_ids,created_at,updated_at
sg_ct_0155,emeka.okonkwo154@nnu-crop.edu.ng,Emeka,Okonkwo,GH,list_procurement_office|list_waita_congress,2023-09-09T00:00:00Z,2023-10-09T00:00:00Z
sg_ct_0156,ifeanyi.okonkwo155@nnu-crop.edu.ng,Ifeanyi,Okonkwo,KE,list_gh_bench_users|list_eacri_grantees,2023-09-13T00:00:00Z,2023-10-13T00:00:00Z
sg_ct_0157,nkechi.okonkwo156@nnu-crop.edu.ng,Nkechi,Okonkwo,GH,list_esfes_field|list_crop302_students,2023-09-17T00:00:00Z,2023-10-17T00:00:00Z
sg_ct_0158,otobong.okonkwo157@nnu-crop.edu.ng,Otobong,Okonkwo,KE,list_waita_congress|list_msc_alumni,2023-09-21T00:00:00Z,2023-10-21T00:00:00Z
sg_ct_0159,damola.okonkwo158@nnu-crop.edu.ng,Damola,Okonkwo,NG,list_eacri_grantees|list_dept_staff,2023-09-25T00:00:00Z,2023-10-25T00:00:00Z
sg_ct_0160,uche.okonkwo159@nnu-crop.edu.ng,Uche,Okonkwo,NG,list_crop302_students|list_extension,2023-09-29T00:00:00Z,2023-10-29T00:00:00Z
sg_ct_0161,chinelo.okonkwo160@nnu-crop.edu.ng,Chinelo,Okonkwo,NG,list_msc_alumni|list_industry_partners,2023-10-03T00:00:00Z,2023-11-02T00:00:00Z
sg_ct_0162,ngozi.okonkwo161@nnu-crop.edu.ng,Ngozi,Okonkwo,NG,list_dept_staff|list_conference_committee,2023-10-07T00:00:00Z,2023-11-06T00:00:00Z
sg_ct_0163,obinna.okonkwo162@nnu-crop.edu.ng,Obinna,Okonkwo,NG,list_extension|list_curriculum_review,2023-10-11T00:00:00Z,2023-11-10T00:00:00Z
sg_ct_0164,chidi.okonkwo163@nnu-crop.edu.ng,Chidi,Okonkwo,NG,list_industry_partners|list_procurement_office,2023-10-15T00:00:00Z,2023-11-14T00:00:00Z
sg_ct_0165,ifeoma.okonkwo164@nnu-crop.edu.ng,Ifeoma,Okonkwo,GH,list_conference_committee|list_gh_bench_users,2023-10-19T00:00:00Z,2023-11-18T00:00:00Z
sg_ct_0166,yetunde.okonkwo165@nnu-crop.edu.ng,Yetunde,Okonkwo,KE,list_curriculum_review|list_esfes_field,2023-10-23T00:00:00Z,2023-11-22T00:00:00Z
sg_ct_0167,chukwuma.okonkwo166@nnu-crop.edu.ng,Chukwuma,Okonkwo,GH,list_procurement_office|list_waita_congress,2023-10-27T00:00:00Z,2023-11-26T00:00:00Z
sg_ct_0168,amaka.okonkwo167@nnu-crop.edu.ng,Amaka,Okonkwo,KE,list_gh_bench_users|list_eacri_grantees,2023-10-31T00:00:00Z,2023-11-30T00:00:00Z
sg_ct_0169,tunde.okonkwo168@nnu-crop.edu.ng,Tunde,Okonkwo,NG,list_esfes_field|list_crop302_students,2023-11-04T00:00:00Z,2023-12-04T00:00:00Z
sg_ct_0170,bukola.okonkwo169@nnu-crop.edu.ng,Bukola,Okonkwo,NG,list_waita_congress|list_msc_alumni,2023-11-08T00:00:00Z,2023-12-08T00:00:00Z
sg_ct_0171,segun.okonkwo170@nnu-crop.edu.ng,Segun,Okonkwo,NG,list_eacri_grantees|list_dept_staff,2023-11-12T00:00:00Z,2023-12-12T00:00:00Z
sg_ct_0172,folake.okonkwo171@nnu-crop.edu.ng,Folake,Okonkwo,NG,list_crop302_students|list_extension,2023-11-16T00:00:00Z,2023-12-16T00:00:00Z
sg_ct_0173,rilwan.okonkwo172@nnu-crop.edu.ng,Rilwan,Okonkwo,NG,list_msc_alumni|list_industry_partners,2023-11-20T00:00:00Z,2023-12-20T00:00:00Z
sg_ct_0174,halima.okonkwo173@nnu-crop.edu.ng,Halima,Okonkwo,NG,list_dept_staff|list_conference_committee,2023-11-24T00:00:00Z,2023-12-24T00:00:00Z
sg_ct_0175,musa.okonkwo174@nnu-crop.edu.ng,Musa,Okonkwo,GH,list_extension|list_curriculum_review,2023-11-28T00:00:00Z,2023-12-28T00:00:00Z
sg_ct_0176,zainab.okonkwo175@nnu-crop.edu.ng,Zainab,Okonkwo,KE,list_industry_partners|list_procurement_office,2023-12-02T00:00:00Z,2024-01-01T00:00:00Z
sg_ct_0177,aisha.okonkwo176@nnu-crop.edu.ng,Aisha,Okonkwo,GH,list_conference_committee|list_gh_bench_users,2023-12-06T00:00:00Z,2024-01-05T00:00:00Z
sg_ct_0178,chizoba.okonkwo177@nnu-crop.edu.ng,Chizoba,Okonkwo,KE,list_curriculum_review|list_esfes_field,2023-12-10T00:00:00Z,2024-01-09T00:00:00Z
sg_ct_0179,kelechi.okonkwo178@nnu-crop.edu.ng,Kelechi,Okonkwo,NG,list_procurement_office|list_waita_congress,2023-12-14T00:00:00Z,2024-01-13T00:00:00Z
sg_ct_0180,onyeka.okonkwo179@nnu-crop.edu.ng,Onyeka,Okonkwo,NG,list_gh_bench_users|list_eacri_grantees,2023-12-18T00:00:00Z,2024-01-17T00:00:00Z
sg_ct_0181,layla.eze180@nnu-crop.edu.ng,Layla,Eze,NG,list_esfes_field|list_crop302_students,2023-12-22T00:00:00Z,2024-01-21T00:00:00Z
sg_ct_0182,adaeze.eze181@nnu-crop.edu.ng,Adaeze,Eze,NG,list_waita_congress|list_msc_alumni,2023-12-26T00:00:00Z,2024-01-25T00:00:00Z
sg_ct_0183,ciaran.eze182@nnu-crop.edu.ng,Ciaran,Eze,NG,list_eacri_grantees|list_dept_staff,2023-12-30T00:00:00Z,2024-01-29T00:00:00Z
sg_ct_0184,amina.eze183@nnu-crop.edu.ng,Amina,Eze,NG,list_crop302_students|list_extension,2024-01-03T00:00:00Z,2024-02-02T00:00:00Z
sg_ct_0185,emeka.eze184@nnu-crop.edu.ng,Emeka,Eze,GH,list_msc_alumni|list_industry_partners,2024-01-07T00:00:00Z,2024-02-06T00:00:00Z
sg_ct_0186,ifeanyi.eze185@nnu-crop.edu.ng,Ifeanyi,Eze,KE,list_dept_staff|list_conference_committee,2024-01-11T00:00:00Z,2024-02-10T00:00:00Z
sg_ct_0187,nkechi.eze186@nnu-crop.edu.ng,Nkechi,Eze,GH,list_extension|list_curriculum_review,2024-01-15T00:00:00Z,2024-02-14T00:00:00Z
sg_ct_0188,otobong.eze187@nnu-crop.edu.ng,Otobong,Eze,KE,list_industry_partners|list_procurement_office,2024-01-19T00:00:00Z,2024-02-18T00:00:00Z
sg_ct_0189,damola.eze188@nnu-crop.edu.ng,Damola,Eze,NG,list_conference_committee|list_gh_bench_users,2024-01-23T00:00:00Z,2024-02-22T00:00:00Z
sg_ct_0190,uche.eze189@nnu-crop.edu.ng,Uche,Eze,NG,list_curriculum_review|list_esfes_field,2024-01-27T00:00:00Z,2024-02-26T00:00:00Z
sg_ct_0191,chinelo.eze190@nnu-crop.edu.ng,Chinelo,Eze,NG,list_procurement_office|list_waita_congress,2024-01-31T00:00:00Z,2024-03-01T00:00:00Z
sg_ct_0192,ngozi.eze191@nnu-crop.edu.ng,Ngozi,Eze,NG,list_gh_bench_users|list_eacri_grantees,2024-02-04T00:00:00Z,2024-03-05T00:00:00Z
sg_ct_0193,obinna.eze192@nnu-crop.edu.ng,Obinna,Eze,NG,list_esfes_field|list_crop302_students,2024-02-08T00:00:00Z,2024-03-09T00:00:00Z
sg_ct_0194,chidi.eze193@nnu-crop.edu.ng,Chidi,Eze,NG,list_waita_congress|list_msc_alumni,2024-02-12T00:00:00Z,2024-03-13T00:00:00Z
sg_ct_0195,ifeoma.eze194@nnu-crop.edu.ng,Ifeoma,Eze,GH,list_eacri_grantees|list_dept_staff,2024-02-16T00:00:00Z,2024-03-17T00:00:00Z
sg_ct_0196,yetunde.eze195@nnu-crop.edu.ng,Yetunde,Eze,KE,list_crop302_students|list_extension,2024-02-20T00:00:00Z,2024-03-21T00:00:00Z
sg_ct_0197,chukwuma.eze196@nnu-crop.edu.ng,Chukwuma,Eze,GH,list_msc_alumni|list_industry_partners,2024-02-24T00:00:00Z,2024-03-25T00:00:00Z
sg_ct_0198,amaka.eze197@nnu-crop.edu.ng,Amaka,Eze,KE,list_dept_staff|list_conference_committee,2024-02-28T00:00:00Z,2024-03-29T00:00:00Z
sg_ct_0199,tunde.eze198@nnu-crop.edu.ng,Tunde,Eze,NG,list_extension|list_curriculum_review,2024-03-03T00:00:00Z,2024-04-02T00:00:00Z
sg_ct_0200,bukola.eze199@nnu-crop.edu.ng,Bukola,Eze,NG,list_industry_partners|list_procurement_office,2024-03-07T00:00:00Z,2024-04-06T00:00:00Z
sg_ct_0201,segun.eze200@nnu-crop.edu.ng,Segun,Eze,NG,list_conference_committee|list_gh_bench_users,2024-03-11T00:00:00Z,2024-04-10T00:00:00Z
sg_ct_0202,folake.eze201@nnu-crop.edu.ng,Folake,Eze,NG,list_curriculum_review|list_esfes_field,2024-03-15T00:00:00Z,2024-04-14T00:00:00Z
sg_ct_0203,rilwan.eze202@nnu-crop.edu.ng,Rilwan,Eze,NG,list_procurement_office|list_waita_congress,2024-03-19T00:00:00Z,2024-04-18T00:00:00Z
sg_ct_0204,halima.eze203@nnu-crop.edu.ng,Halima,Eze,NG,list_gh_bench_users|list_eacri_grantees,2024-03-23T00:00:00Z,2024-04-22T00:00:00Z
sg_ct_0205,musa.eze204@nnu-crop.edu.ng,Musa,Eze,GH,list_esfes_field|list_crop302_students,2024-03-27T00:00:00Z,2024-04-26T00:00:00Z
