id,thread_id,from_addr,to_addr,cc_addr,subject,snippet,body,date,internal_date,size_estimate,labels,is_unread,is_starred
msg-20066,thr-267,brandon.kelly@Greenridertech.co,roman.tkachuk@gmail.com,,Wed - simul planning,"Ten challengers. Boards two through eleven, I take white on all.","Ten challengers. Boards two through eleven, I take white on all.",2026-06-05T18:30:00-04:00,1780698600000,464,"INBOX,SENT",false,false
msg-20067,thr-268,roman.tkachuk@gmail.com,brandon.kelly@Greenridertech.co,,Re: Wed - simul planning,Set. Chairs arranged. Coffee for you.,Set. Chairs arranged. Coffee for you.,2026-06-06T05:30:00-04:00,1780738200000,437,INBOX,true,false
msg-20068,thr-269,brandon.kelly@Greenridertech.co,katya.kelly@gmail.com,,Cutting board batch - Foxpoint,Sending six via UPS next week. Cherry maple stripe.,Sending six via UPS next week. Cherry maple stripe.,2026-06-10T07:00:00-04:00,1781089200000,451,"INBOX,SENT",false,false
msg-20069,thr-270,katya.kelly@gmail.com,brandon.kelly@Greenridertech.co,,Re: Cutting board batch - Foxpoint,Team is going to lose their minds. Photo before?,Team is going to lose their minds. Photo before?,2026-06-10T21:00:00-04:00,1781139600000,448,INBOX,true,false
msg-20070,thr-271,brandon.kelly@Greenridertech.co,procurement@ridgemontcoop.org,,Summer honey heads-up,"Late Aug pull, 40 jars 8oz. Confirm quantity same time?","Late Aug pull, 40 jars 8oz. Confirm quantity same time?",2026-06-15T13:00:00-04:00,1781542800000,455,"INBOX,SENT",false,false
msg-20071,thr-272,procurement@ridgemontcoop.org,brandon.kelly@Greenridertech.co,,Re: Summer honey heads-up,"Yes 40 jars, same PO template. Also want 8 chunk comb this time.","Yes 40 jars, same PO template. Also want 8 chunk comb this time.",2026-06-16T09:00:00-04:00,1781614800000,464,INBOX,true,false
msg-20072,thr-273,brandon.kelly@Greenridertech.co,steve.hoffman@gmail.com,,June invoice summary,"June billed $13,900. Dorsey shop lighting closed.","June billed $13,900. Dorsey shop lighting closed.",2026-07-01T08:00:00-04:00,1782907200000,449,"INBOX,SENT",false,false
msg-20073,thr-274,steve.hoffman@gmail.com,brandon.kelly@Greenridertech.co,,Re: June invoice summary,Good. Q2 estimated tax draft attached.,Good. Q2 estimated tax draft attached.,2026-07-02T09:30:00-04:00,1782999000000,438,INBOX,true,false
msg-20074,thr-275,brandon.kelly@Greenridertech.co,steve.hoffman@gmail.com,,July invoice summary,"July billed $10,200, slower month.","July billed $10,200, slower month.",2026-08-01T07:30:00-04:00,1785583800000,434,"INBOX,SENT",false,false
msg-20075,thr-276,brandon.kelly@Greenridertech.co,steve.hoffman@gmail.com,,August invoice summary,"Aug billed $14,100. Honey $2,100 separate in Xero.","Aug billed $14,100. Honey $2,100 separate in Xero.",2026-09-01T07:00:00-04:00,1788260400000,450,"INBOX,SENT",false,false
msg-20076,thr-277,brandon.kelly@Greenridertech.co,steve.hoffman@gmail.com,,September invoice summary,"Sept billed $7,800 (surgery week off). Darren covered two jobs.","Sept billed $7,800 (surgery week off). Darren covered two jobs.",2026-10-01T07:00:00-04:00,1790852400000,463,"INBOX,SENT",false,false
msg-20077,thr-278,brandon.kelly@Greenridertech.co,steve.hoffman@gmail.com,,October invoice summary,"Oct billed $15,600. Back to full pace.","Oct billed $15,600. Back to full pace.",2026-11-01T07:15:00-04:00,1793531700000,438,"INBOX,SENT",false,false
msg-20078,thr-279,brandon.kelly@Greenridertech.co,steve.hoffman@gmail.com,,November invoice summary,"Nov billed $12,900. Holiday slowdown starting.","Nov billed $12,900. Holiday slowdown starting.",2026-12-01T07:15:00-04:00,1796123700000,446,"INBOX,SENT",false,false
msg-20079,thr-280,brandon.kelly@Greenridertech.co,steve.hoffman@gmail.com,,December invoice summary,"Dec billed $8,400. Year net roughly $86k Kelly Electric.","Dec billed $8,400. Year net roughly $86k Kelly Electric.",2027-01-05T07:00:00-05:00,1799150400000,456,"INBOX,SENT",false,false
msg-20080,thr-281,brandon.kelly@Greenridertech.co,yuri.melnyk.phila@gmail.com,,Cultural center choir loft outlet,"Two new outlets, GFCI, next Sunday.","Two new outlets, GFCI, next Sunday.",2026-05-25T20:30:00-04:00,1779755400000,435,"INBOX,SENT",false,false
msg-20081,thr-282,brandon.kelly@Greenridertech.co,olena.voronina.phila@gmail.com,,Community center refrigerator circuit,"Dedicated 20A, kitchen east wall. Sunday afternoon.","Dedicated 20A, kitchen east wall. Sunday afternoon.",2026-06-22T20:00:00-04:00,1782172800000,451,"INBOX,SENT",false,false
msg-20082,thr-283,harvest@briarwoodmarket.org,brandon.kelly@Greenridertech.co,,Table assignment - July 25,"Same table, C-4. Umbrella needed forecast rain.","Same table, C-4. Umbrella needed forecast rain.",2026-07-18T07:00:00-04:00,1784372400000,447,INBOX,true,false
msg-20083,thr-284,brandon.kelly@Greenridertech.co,harvest@briarwoodmarket.org,,Re: Table assignment - July 25,Set. Bringing pop-up canopy.,Set. Bringing pop-up canopy.,2026-07-19T06:00:00-04:00,1784455200000,428,"INBOX,SENT",false,false
msg-20084,thr-285,dr.ramos@greenleaforthopedic.com,brandon.kelly@Greenridertech.co,,Aug 20 consult reminder,Zoom link inside. Bring imaging.,Zoom link inside. Bring imaging.,2026-08-15T18:00:00-04:00,1786831200000,432,INBOX,true,false
msg-20085,thr-286,brandon.kelly@Greenridertech.co,katya.kelly@gmail.com,,Sept 8 - prep,"Truck cleaned, house ready, freezer stocked with borscht.","Truck cleaned, house ready, freezer stocked with borscht.",2026-09-05T05:00:00-04:00,1788598800000,457,"INBOX,SENT",false,false
msg-20086,thr-287,katya.kelly@gmail.com,brandon.kelly@Greenridertech.co,,Re: Sept 8 - prep,Coming Saturday. Bringing dumplings.,Coming Saturday. Bringing dumplings.,2026-09-06T20:00:00-04:00,1788739200000,436,INBOX,true,false
msg-20087,thr-288,dr.ramos@greenleaforthopedic.com,brandon.kelly@Greenridertech.co,,4 week follow-up,Progress good. Cleared for light driving.,Progress good. Cleared for light driving.,2026-10-05T20:00:00-04:00,1791244800000,441,INBOX,true,false
msg-20088,thr-289,brandon.kelly@Greenridertech.co,darren.yates@gmail.com,,Back on jobs Wed,Cavanaugh basement Wed. Bring my belt from shop.,Cavanaugh basement Wed. Bring my belt from shop.,2026-10-15T06:30:00-04:00,1792060200000,448,"INBOX,SENT",false,false
msg-20089,thr-290,brandon.kelly@Greenridertech.co,katya.kelly@gmail.com,,Birthday tomorrow,Calling at seven. Love you daughter.,Calling at seven. Love you daughter.,2026-11-01T15:00:00-05:00,1793563200000,436,"INBOX,SENT",false,false
msg-20090,thr-291,brandon.kelly@Greenridertech.co,andriy.kelly@gmail.com,,Mila birthday plan,Baltimore Saturday. Gift wrapped. See you at 4.,Baltimore Saturday. Gift wrapped. See you at 4.,2026-11-23T18:00:00-05:00,1795474800000,447,"INBOX,SENT",false,false
msg-20091,thr-292,brandon.kelly@Greenridertech.co,halyna.kelly.kharkiv@gmail.com,,Z dnem narodzhennya mamo,Kvity zamovleno cherez susidku. Video call at 10.,Kvity zamovleno cherez susidku. Video call at 10.,2026-12-12T06:00:00-05:00,1797073200000,449,"INBOX,SENT",false,false
msg-20092,thr-293,brandon.kelly@Greenridertech.co,andriy.kelly@gmail.com,,Christmas quiet,Katya coming Christmas afternoon. Halyna call at 10.,Katya coming Christmas afternoon. Halyna call at 10.,2026-12-24T20:00:00-05:00,1798160400000,452,"INBOX,SENT",false,false
msg-20093,thr-294,brandon.kelly@Greenridertech.co,facilities@ridgemontcc.org,,Wed setup - extra chairs,Twelve extra chairs for orientation section.,Twelve extra chairs for orientation section.,2026-04-08T19:15:00-04:00,1775690100000,444,"INBOX,SENT",false,false
msg-20094,thr-295,brandon.kelly@Greenridertech.co,secretary@sepabeekeepers.org,,Q1 minutes,Attached Q1 minutes with mite treatment schedule.,Attached Q1 minutes with mite treatment schedule.,2026-04-11T18:30:00-04:00,1775946600000,449,"INBOX,SENT",false,false
