receipt_id,shop_id,buyer_user_id,buyer_email,name,address_first_line,address_city,address_state,address_zip,address_country,status,payment_method,grandtotal,subtotal,total_shipping_cost,total_tax_cost,discount_amt,gift_message,is_gift,shipping_carrier,tracking_code,created_timestamp,updated_timestamp,shipped_timestamp,estimated_delivery
4200083,29457183,6100082,caleb.duncan@gmail.com,Caleb Duncan,5108 Main St,Broken Arrow,OK,74012,US,completed,etsy_payments,85.56,68.0,14.5,3.06,0.0,,false,usps,9400541093737969365,2026-07-09T10:23:00-05:00,2026-07-09T10:23:00-05:00,2026-07-11T14:00:00-05:00,2026-07-15T12:00:00-05:00
4200084,29457183,6100083,ruth.alvarez@yahoo.com,Ruth Alvarez,5707 Cedar St,Owasso,OK,74055,US,completed,etsy_payments,47.53,34.0,12.0,1.53,0.0,,false,ups,9400966711918116546,2026-07-14T10:24:00-05:00,2026-07-14T10:24:00-05:00,2026-07-16T14:00:00-05:00,2026-07-20T12:00:00-05:00
4200085,29457183,6100084,derek.chan@gmail.com,Derek Chan,2504 Cedar St,Bixby,OK,74008,US,completed,etsy_payments,113.77,95.0,14.5,4.27,0.0,,false,fedex,9400758490643105715,2026-07-01T10:25:00-05:00,2026-07-01T10:25:00-05:00,2026-07-03T14:00:00-05:00,2026-07-07T12:00:00-05:00
4200086,29457183,6100085,nina.coleman@gmail.com,Nina Coleman,277 Main St,Jenks,OK,74037,US,completed,etsy_payments,129.04,112.0,12.0,5.04,0.0,,false,ups,9400679759274864457,2026-09-15T10:26:00-05:00,2026-09-15T10:26:00-05:00,2026-09-17T14:00:00-05:00,2026-09-21T12:00:00-05:00
4200087,29457183,6100086,aaron.webb@proton.me,Aaron Webb,8289 Main St,Tulsa,OK,74114,US,completed,etsy_payments,64.66,48.0,14.5,2.16,0.0,,false,usps,9400230256679493595,2026-07-10T10:27:00-05:00,2026-07-10T10:27:00-05:00,2026-07-12T14:00:00-05:00,2026-07-16T12:00:00-05:00
4200088,29457183,6100087,sofia.reyes@gmail.com,Sofia Reyes,8250 Main St,Sand Springs,OK,74063,US,completed,etsy_payments,70.2,60.0,7.5,2.7,0.0,,false,usps,9400969066833517075,2026-08-10T10:28:00-05:00,2026-08-10T10:28:00-05:00,2026-08-12T14:00:00-05:00,2026-08-16T12:00:00-05:00
4200089,29457183,6100088,grant.miller@gmail.com,Grant Miller,7022 Elm St,Claremore,OK,74017,US,completed,etsy_payments,123.18,104.0,14.5,4.68,0.0,,false,ups,9400374877022885764,2026-07-22T10:29:00-05:00,2026-07-22T10:29:00-05:00,2026-07-24T14:00:00-05:00,2026-07-28T12:00:00-05:00
4200090,29457183,6100089,hazel.fox@gmail.com,Hazel Fox,7232 Main St,Sapulpa,OK,74066,US,completed,etsy_payments,53.48,44.0,7.5,1.98,0.0,,false,ups,9400806795876905395,2026-09-18T10:30:00-05:00,2026-09-18T10:30:00-05:00,2026-09-20T14:00:00-05:00,2026-09-24T12:00:00-05:00
4200091,29457183,6100090,ian.boyd@gmail.com,Ian Boyd,6809 Cedar St,Muskogee,OK,74401,US,completed,etsy_payments,47.21,38.0,7.5,1.71,0.0,,false,usps,9400740271863738849,2026-09-03T10:31:00-05:00,2026-09-03T10:31:00-05:00,2026-09-05T14:00:00-05:00,2026-09-09T12:00:00-05:00
4200092,29457183,6100091,bella.nguyen@gmail.com,Bella Nguyen,2104 Main St,Tulsa,OK,74135,US,completed,etsy_payments,95.28,84.0,7.5,3.78,0.0,,false,usps,9400875264714649856,2026-09-13T10:32:00-05:00,2026-09-13T10:32:00-05:00,2026-09-15T14:00:00-05:00,2026-09-19T12:00:00-05:00
4200093,29457183,6100092,owen.pratt@gmail.com,Owen Pratt,1940 Elm St,Stillwater,OK,74074,US,completed,etsy_payments,85.56,68.0,14.5,3.06,0.0,,false,fedex,9400212434727750674,2026-09-21T10:33:00-05:00,2026-09-21T10:33:00-05:00,2026-09-23T14:00:00-05:00,2026-09-27T12:00:00-05:00
4200094,29457183,6100093,faith.long@gmail.com,Faith Long,9963 Oak St,Tulsa,OK,74120,US,completed,etsy_payments,50.03,34.0,14.5,1.53,0.0,,false,fedex,9400222409784850191,2026-07-10T10:34:00-05:00,2026-07-10T10:34:00-05:00,2026-07-12T14:00:00-05:00,2026-07-16T12:00:00-05:00
4200095,29457183,6100094,marcus.reed@gmail.com,Marcus Reed,8960 Cedar St,Coweta,OK,74429,US,completed,etsy_payments,207.55,190.0,9.0,8.55,0.0,,false,ups,9400179922017361864,2026-08-25T10:35:00-05:00,2026-08-25T10:35:00-05:00,2026-08-27T14:00:00-05:00,2026-08-28T12:00:00-05:00
4200096,29457183,6100095,julia.stone@gmail.com,Julia Stone,208 Cedar St,Wagoner,OK,74467,US,completed,etsy_payments,66.02,56.0,7.5,2.52,0.0,,false,ups,9400982601786965645,2026-09-26T10:36:00-05:00,2026-09-26T10:36:00-05:00,2026-09-28T14:00:00-05:00,2026-09-28T12:00:00-05:00
4200097,29457183,6100096,evan.cole@gmail.com,Evan Cole,4978 Birch St,Tulsa,OK,74105,US,completed,etsy_payments,112.32,96.0,12.0,4.32,0.0,,false,usps,9400248624790212298,2026-09-08T10:37:00-05:00,2026-09-08T10:37:00-05:00,2026-09-10T14:00:00-05:00,2026-09-14T12:00:00-05:00
4200098,29457183,6100097,nora.hays@gmail.com,Nora Hays,6854 Birch St,Glenpool,OK,74033,US,completed,etsy_payments,45.85,30.0,14.5,1.35,0.0,,false,ups,9400936046841758077,2026-07-18T10:38:00-05:00,2026-07-18T10:38:00-05:00,2026-07-20T14:00:00-05:00,2026-07-24T12:00:00-05:00
4200099,29457183,6100098,seth.barron@gmail.com,Seth Barron,7284 Birch St,Catoosa,OK,74015,US,completed,etsy_payments,63.34,52.0,9.0,2.34,0.0,,false,usps,9400823671671829982,2026-07-15T10:39:00-05:00,2026-07-15T10:39:00-05:00,2026-07-17T14:00:00-05:00,2026-07-21T12:00:00-05:00
4200100,29457183,6100099,kira.vance@gmail.com,Kira Vance,8441 Elm St,Tulsa,OK,74107,US,completed,etsy_payments,30.49,22.0,7.5,0.99,0.0,,false,fedex,9400825273450354514,2026-08-03T10:40:00-05:00,2026-08-03T10:40:00-05:00,2026-08-05T14:00:00-05:00,2026-08-09T12:00:00-05:00
4200101,29457183,6100100,megan.ortiz@gmail.com,Megan Ortiz,8262 Main St,Tulsa,OK,74104,US,completed,etsy_payments,47.21,38.0,7.5,1.71,0.0,,false,fedex,9400713993105170351,2026-07-28T10:41:00-05:00,2026-07-28T10:41:00-05:00,2026-07-28T14:00:00-05:00,2026-07-28T12:00:00-05:00
4200102,29457183,6100101,priya.shah@outlook.com,Priya Shah,4208 Cedar St,Norman,OK,73019,US,completed,etsy_payments,55.89,42.0,12.0,1.89,0.0,,false,fedex,9400228852549030302,2026-08-22T10:42:00-05:00,2026-08-22T10:42:00-05:00,2026-08-24T14:00:00-05:00,2026-08-28T12:00:00-05:00
4200103,29457183,6100102,caleb.duncan@gmail.com,Caleb Duncan,5035 Main St,Broken Arrow,OK,74012,US,completed,etsy_payments,78.56,68.0,7.5,3.06,0.0,,false,ups,9400518215434118523,2026-09-02T10:43:00-05:00,2026-09-02T10:43:00-05:00,2026-09-04T14:00:00-05:00,2026-09-08T12:00:00-05:00
4200104,29457183,6100103,ruth.alvarez@yahoo.com,Ruth Alvarez,2506 Cedar St,Owasso,OK,74055,US,completed,etsy_payments,80.06,68.0,9.0,3.06,0.0,,false,ups,9400524511131469724,2026-09-05T10:44:00-05:00,2026-09-05T10:44:00-05:00,2026-09-07T14:00:00-05:00,2026-09-11T12:00:00-05:00
4200105,29457183,6109901,megan.ortiz@gmail.com,Megan Ortiz,812 Cedar St,Tulsa,OK,74104,US,completed,etsy_payments,64.5,52.0,12.5,0.0,0.0,,false,usps,,2026-09-27T11:15:00-05:00,2026-09-27T11:15:00-05:00,2026-09-28T09:00:00-05:00,2026-10-02T12:00:00-05:00
4200106,29457183,6109902,grant.miller@gmail.com,Grant Miller,455 Oak St,Claremore,OK,74017,US,completed,etsy_payments,109.28,95.0,12.0,2.28,0.0,,false,fedex,794688991234,2026-09-22T13:00:00-05:00,2026-09-22T13:00:00-05:00,2026-09-23T15:00:00-05:00,2026-09-29T12:00:00-05:00
4200107,29457183,6109910,nina.coleman@gmail.com,Nina Coleman,2000 Birch St,Jenks,OK,74037,US,paid,etsy_payments,49.5,38.0,9.0,2.5,0.0,,false,usps,,2026-09-29T16:00:00-05:00,2026-09-29T16:00:00-05:00,,
4200108,29457183,6109911,bella.nguyen@gmail.com,Bella Nguyen,2001 Birch St,Tulsa,OK,74135,US,paid,etsy_payments,49.5,38.0,9.0,2.5,0.0,,false,usps,,2026-09-29T16:01:00-05:00,2026-09-29T16:01:00-05:00,,
