subscriber_id,email,first,last,age_band,subscribed_date,last_open_date,bounce_count,zip,household_id
S-00254,thelma.yates@gmail.com,Thelma,Yates,62_74,2020-11-07,2022-01-20,0,42001,H-0082
S-00255,mavis.killebrew@bellsouth.net,Mavis,Killebrew,under_40,2022-08-17,2024-05-30,3,42086,
S-00256,sandra.quisenberry@paducah.net,Sandra,Quisenberry,under_40,2025-12-27,2026-06-26,0,42001,
S-00257,charlotte.purdom@paducah.net,Charlotte,Purdom,62_74,2024-02-20,2025-08-19,0,42024,H-0108
S-00258,herman.hargrove@bellsouth.net,Herman,Hargrove,62_74,2022-08-03,2026-06-04,0,42024,H-0062
S-00259,judy.utley@paducah.net,Judy,Utley,40_61,2023-01-24,2025-12-02,0,42001,
S-00260,cyrus.tarpley@gmail.com,Cyrus,Tarpley,75_84,2021-04-16,2024-12-02,0,42053,H-0252
S-00261,gwendolyn.roark@paducah.net,Gwendolyn,Roark,62_74,2020-08-23,2026-04-21,0,42001,
S-00262,kenneth.larkin@bellsouth.net,Kenneth,Larkin,62_74,2024-10-08,2025-05-20,0,42086,H-0196
S-00263,billy.nichols@paducah.net,Billy,Nichols,62_74,2023-10-10,2024-12-09,1,42001,H-0243
S-00264,bonnie.utley@gmail.com,Bonnie,Utley,62_74,2023-09-13,2026-04-27,1,42024,H-0202
S-00265,hal.renfro@bellsouth.net,Harold,Renfro,75_84,2022-11-14,2024-03-03,0,42001,H-0142
S-00266,faye.kilburn@bellsouth.net,Faye,Kilburn,62_74,2025-04-05,2025-06-27,3,42001,H-0131
S-00267,odell.oxford@gmail.com,Odell,Oxford,62_74,2025-06-18,2025-09-25,0,42003,H-0152
S-00268,bonnie.sanger@gmail.com,Bonnie,Sanger,62_74,2023-10-25,2024-05-22,0,42001,H-0092
S-00269,barbara.sinclair@bellsouth.net,Barbara,Sinclair,40_61,2019-08-18,2020-09-10,3,42024,
S-00270,zelda.goodman@gmail.com,Zelda,Goodman,40_61,2025-01-31,2025-03-12,2,42003,
S-00271,nell.devers@gmail.com,Nell,Devers,62_74,2026-05-09,2026-10-08,0,42001,H-0136
S-00272,gladys.hendon@bellsouth.net,Gladys,Hendon,40_61,2020-08-28,2026-06-11,0,42001,
S-00273,dorothy.ivy@gmail.com,Dorothy,Ivy,under_40,2024-08-09,2026-09-17,0,42003,
S-00274,vernon.latham@bellsouth.net,Vernon,Latham,40_61,2021-05-11,2023-05-17,0,42001,
S-00275,louise.barclay@gmail.com,Louise,Barclay,75_84,2023-10-10,2026-03-14,3,42001,H-0067
S-00276,homer.eller@gmail.com,Homer,Eller,75_84,2021-04-10,2024-11-11,2,42086,H-0129
S-00277,otis.woodson@bellsouth.net,Otis,Woodson,40_61,2021-03-11,2023-10-15,0,42003,
S-00278,vernon.prewitt@paducah.net,Vernon,Prewitt,40_61,2026-07-04,2026-09-26,0,42001,
S-00279,hoyt.hollister@bellsouth.net,Hoyt,Hollister,40_61,2026-04-23,2026-08-06,0,42001,
S-00280,elton.hargrove@bellsouth.net,Elton,Hargrove,40_61,2020-09-16,2022-07-21,0,42003,
S-00281,agnes.mcdaniel@bellsouth.net,Agnes,McDaniel,62_74,2024-05-25,2025-11-04,0,42001,H-0041
S-00282,eunice.kilgore@gmail.com,Eunice,Kilgore,75_84,2025-05-15,2026-10-15,0,42053,H-0134
S-00283,sylvia.inman@bellsouth.net,Sylvia,Inman,85_plus,2020-04-22,2026-10-07,0,42001,H-0081
S-00284,yvonne.herndon@bellsouth.net,Yvonne,Herndon,40_61,2025-11-27,2026-07-19,0,42024,
S-00285,dolores.massie@bellsouth.net,Dolores,Massie,62_74,2021-02-12,2024-07-14,0,42001,H-0101
S-00286,sylvester.sisk@paducah.net,Sylvester,Sisk,40_61,2024-07-14,2024-11-08,0,42001,
S-00287,bennie.hemphill@bellsouth.net,Bennie,Hemphill,under_40,2026-02-09,2026-03-31,0,42003,
S-00288,edna.kimbell@bellsouth.net,Edna,Kimbell,under_40,2020-10-21,2024-07-14,0,42024,
S-00289,betty.wilkes@paducah.net,Betty,Wilkes,under_40,2026-04-19,2026-09-14,0,42053,
S-00290,leroy.mcdaniel@bellsouth.net,Leroy,McDaniel,75_84,2025-01-25,2026-01-20,0,42001,H-0193
S-00291,wendell.meade@gmail.com,Wendell,Meade,75_84,2020-03-20,2021-10-05,3,42003,H-0111
S-00292,ruby.eldridge@gmail.com,Ruby,Eldridge,62_74,2023-08-30,2024-05-18,0,42003,H-0018
S-00293,willie.gholson@paducah.net,Willie,Gholson,75_84,2026-02-06,2026-08-21,0,42001,H-0054
S-00294,bobby.draffen@gmail.com,Bobby,Draffen,62_74,2021-04-01,2023-11-29,0,42086,H-0238
S-00295,tilden.woodson@gmail.com,Tilden,Woodson,62_74,2021-07-20,2023-11-13,0,42024,H-0123
S-00296,barbara.fisher@gmail.com,Barbara,Fisher,62_74,2022-07-12,2026-02-19,3,42003,H-0160
S-00297,james.ratliff@paducah.net,James,Ratliff,under_40,2021-12-09,2026-03-27,0,42001,
S-00298,tilden.meacham@gmail.com,Tilden,Meacham,under_40,2019-11-29,2020-06-09,0,42024,
S-00299,diane.mccoy@bellsouth.net,Diane,McCoy,75_84,2023-10-11,2024-09-05,0,42003,H-0159
S-00300,marjorie.callahan@bellsouth.net,Marjorie,Callahan,75_84,2020-08-28,2024-11-30,0,42001,H-0031
S-00301,doris.overby@gmail.com,Doris,Overby,62_74,2022-05-29,2023-05-28,0,42003,
S-00302,franklin.doerr@bellsouth.net,Franklin,Doerr,under_40,2026-05-11,2026-08-22,0,42003,
S-00303,arthur.sartin@bellsouth.net,Arthur,Sartin,under_40,2025-04-18,2025-04-27,2,42001,
S-00304,linda.pemberton@gmail.com,Linda,Pemberton,under_40,2023-12-30,2025-01-27,0,42053,
S-00305,richard.devers@paducah.net,Richard,Devers,40_61,2020-04-22,2023-11-13,0,42001,
S-00306,selma.loveless@paducah.net,Selma,Loveless,under_40,2023-10-29,2026-03-11,0,42003,
S-00307,tommy.ellington@bellsouth.net,Tommy,Ellington,40_61,2020-02-12,2021-08-02,0,42003,
S-00308,pearl.ackerman@paducah.net,Pearl,Ackerman,75_84,2022-11-21,2025-02-15,0,42001,H-0121
S-00309,sandra.norvell@gmail.com,Sandra,Norvell,under_40,2019-04-12,2022-05-05,2,42003,
S-00310,charles.franks@gmail.com,Charles,Franks,75_84,2021-10-09,2024-11-13,0,42001,H-0199
S-00311,denver.overstreet@paducah.net,Denver,Overstreet,85_plus,2022-03-14,2022-10-16,0,42003,H-0209
S-00312,peggy.massie@bellsouth.net,Peggy,Massie,40_61,2020-06-17,2021-12-28,0,42001,
S-00313,roy.pyle@paducah.net,Roy,Pyle,40_61,2020-01-02,2022-10-07,0,42001,
S-00314,kathy.zumwalt@paducah.net,Kathy,Zumwalt,40_61,2020-11-25,2024-06-12,0,42086,
S-00315,shirley.ratliff@bellsouth.net,Shirley,Ratliff,under_40,2025-10-05,2026-03-12,0,42003,
S-00316,mildred.boaz@gmail.com,Mildred,Boaz,75_84,2026-03-03,2026-03-25,0,42001,H-0206
S-00317,richard.loveless@gmail.com,Richard,Loveless,40_61,2022-02-10,2026-08-08,0,42053,
S-00318,ernest.isbell@bellsouth.net,Ernest,Isbell,under_40,2021-08-02,2023-09-25,0,42001,
S-00319,effie.jessup@bellsouth.net,Effie,Jessup,62_74,2023-08-14,2025-09-12,0,42003,H-0207
S-00320,elna.nunn@bellsouth.net,Elna,Nunn,62_74,2025-06-07,2025-12-04,0,42001,H-0128
S-00321,winifred.hollister@gmail.com,Winifred,Hollister,40_61,2019-06-09,2021-06-15,2,42086,
S-00322,vivian.ellington@gmail.com,Vivian,Ellington,62_74,2020-08-05,2024-08-11,0,42086,H-0019
S-00323,charlotte.boaz@gmail.com,Charlotte,Boaz,40_61,2024-09-27,2025-07-14,0,42001,
S-00324,barbara.bickford@bellsouth.net,Barbara,Bickford,under_40,2022-05-09,2024-01-26,0,42001,
S-00325,linda.loveless@paducah.net,Linda,Loveless,under_40,2026-01-11,2026-07-02,0,42001,
S-00326,gary.ackerman@bellsouth.net,Gary,Ackerman,75_84,2025-04-24,2025-06-25,0,42001,H-0248
S-00327,delbert.bickford@paducah.net,Delbert,Bickford,85_plus,2023-06-07,2025-06-25,2,42001,H-0055
S-00328,junior.zumwalt@bellsouth.net,Junior,Zumwalt,40_61,2021-01-24,2024-12-23,0,42001,
S-00329,peggy.bramlett@paducah.net,Peggy,Bramlett,62_74,2020-04-12,2026-05-24,0,42001,H-0102
S-00330,alma.redmon@bellsouth.net,Alma,Redmon,40_61,2019-03-21,2024-04-04,0,42053,
S-00331,verna.nichols@gmail.com,Verna,Nichols,under_40,2023-09-09,2024-01-08,0,42001,
S-00332,homer.puckett@paducah.net,Homer,Puckett,85_plus,2024-08-07,2025-05-30,0,42003,H-0179
S-00333,vernon.ormsby@gmail.com,Vernon,Ormsby,under_40,2021-11-11,2024-08-29,0,42003,
S-00334,donald.sinclair@paducah.net,Donald,Sinclair,62_74,2025-09-03,2025-11-08,0,42001,
S-00335,lois.chandler@paducah.net,Lois,Chandler,40_61,2019-09-14,2023-07-04,0,42053,
S-00336,sandra.whitfield@bellsouth.net,Sandra,Whitfield,40_61,2024-06-17,2026-06-08,0,42024,
S-00337,mabel.layman@paducah.net,Mabel,Layman,85_plus,2022-11-17,2022-12-19,0,42001,H-0232
S-00338,wendell.thigpen@bellsouth.net,Wendell,Thigpen,under_40,2026-05-27,2026-10-19,0,42001,
S-00339,alma.sartin@bellsouth.net,Alma,Sartin,75_84,2022-01-01,2022-12-22,0,42003,H-0178
S-00340,rudy.kilgore@bellsouth.net,Rudy,Kilgore,under_40,2023-07-10,2025-12-03,0,42001,
S-00341,iris.yeager@bellsouth.net,Iris,Yeager,40_61,2023-11-25,2024-10-08,0,42001,
S-00342,willard.fentress@paducah.net,Willard,Fentress,under_40,2023-03-25,2026-07-03,0,42003,
S-00343,bennie.barclay@gmail.com,Bennie,Barclay,62_74,2024-11-30,2026-02-27,0,42053,H-0221
S-00344,paul.jeter@gmail.com,Paul,Jeter,under_40,2019-12-17,2026-04-30,0,42024,
S-00345,arthur.halbrook@gmail.com,Arthur,Halbrook,under_40,2023-10-02,2025-02-05,0,42001,
S-00346,denver.bramlett@gmail.com,Denver,Bramlett,under_40,2022-03-29,2026-08-08,0,42003,
S-00347,wallace.inman@paducah.net,Wallace,Inman,75_84,2021-09-02,2023-05-12,0,42001,H-0124
S-00348,floyd.cundiff@bellsouth.net,Floyd,Cundiff,40_61,2020-09-27,2022-02-04,2,42001,
S-00349,ethel.sanger@paducah.net,Ethel,Sanger,under_40,2024-11-09,2025-02-12,0,42001,
S-00350,verlene.wathen@paducah.net,Verlene,Wathen,40_61,2026-10-01,2026-10-14,0,42001,
S-00351,elbert.gaddis@paducah.net,Elbert,Gaddis,85_plus,2022-08-20,2025-12-17,0,42086,
S-00352,eugene.sowell@bellsouth.net,Eugene,Sowell,75_84,2024-12-22,2025-08-01,0,42086,H-0098
S-00353,david.herndon@paducah.net,David,Herndon,40_61,2021-08-18,2023-12-07,0,42001,
S-00354,kermit.callahan@bellsouth.net,Kermit,Callahan,62_74,2023-12-13,2024-09-25,0,42024,H-0149
S-00355,estelle.isbell@paducah.net,Estelle,Isbell,under_40,2020-11-02,2022-09-12,0,42001,
S-00356,evelyn.meacham@bellsouth.net,Evelyn,Meacham,40_61,2023-03-20,2026-08-29,0,42001,
S-00357,cyrus.latham@gmail.com,Cyrus,Latham,40_61,2024-11-22,2026-10-08,1,42024,
S-00358,wilma.inman@paducah.net,Wilma,Inman,under_40,2019-11-16,2024-04-11,0,42003,
S-00359,ada.yonts@gmail.com,Ada,Yonts,40_61,2020-06-22,2025-10-06,0,42001,
S-00360,eunice.jessup@gmail.com,Eunice,Jessup,40_61,2024-03-29,2026-10-01,0,42001,
S-00361,verlene.gooch@gmail.com,Verlene,Gooch,40_61,2022-06-01,2024-04-17,0,42003,
S-00362,delbert.turnbow@gmail.com,Delbert,Turnbow,40_61,2021-03-11,2026-10-09,0,42003,
S-00363,lucille.kilburn@bellsouth.net,Lucille,Kilburn,75_84,2023-09-05,2024-12-07,0,42003,H-0167
S-00364,cyrus.gaddis@paducah.net,Cyrus,Gaddis,40_61,2020-09-23,2022-11-11,0,42024,
S-00365,buddy.chandler@bellsouth.net,Buddy,Chandler,62_74,2025-09-13,2026-10-06,2,42001,
S-00366,shirley.sisk@bellsouth.net,Shirley,Sisk,75_84,2026-08-18,2026-10-17,0,42053,H-0192
S-00367,cecil.lassiter@paducah.net,Cecil,Lassiter,62_74,2023-05-30,2026-02-15,0,42001,H-0009
S-00368,harold.owings@paducah.net,Harold,Owings,62_74,2021-07-20,2024-10-09,0,42001,H-0034
S-00369,sylvia.rainey@paducah.net,Sylvia,Rainey,40_61,2022-04-04,2025-09-11,0,42001,
S-00370,myrtle.cummings@paducah.net,Myrtle,Cummings,62_74,2025-12-25,2026-02-24,2,42001,H-0258
S-00371,leroy.ladd@paducah.net,Leroy,Ladd,under_40,2026-09-20,2026-10-14,0,42003,
S-00372,shirley.zumwalt@gmail.com,Shirley,Zumwalt,75_84,2020-11-18,2025-07-05,0,42086,H-0087
S-00373,walter.yonts@paducah.net,Walter,Yonts,40_61,2023-07-08,2025-12-23,0,42001,
S-00374,josie.nave@paducah.net,Josie,Nave,under_40,2026-03-15,2026-05-26,0,42003,
S-00375,mildred.chandler@bellsouth.net,Mildred,Chandler,75_84,2025-07-04,2026-08-06,0,42024,H-0205
S-00376,willadean.doerr@paducah.net,Willadean,Doerr,62_74,2025-10-16,2026-03-23,0,42001,H-0246
S-00377,yvonne.kilburn@gmail.com,Yvonne,Kilburn,under_40,2022-01-20,2023-06-28,0,42001,
S-00378,zelda.ormsby@bellsouth.net,Zelda,Ormsby,75_84,2020-10-16,2023-02-06,0,42086,H-0203
S-00379,opal.osteen@paducah.net,Opal,Osteen,62_74,2023-01-30,2026-09-23,0,42001,H-0141
S-00380,linda.jeter@paducah.net,Linda,Jeter,62_74,2021-07-10,2022-07-11,0,42003,H-0154
S-00381,norma.massie@paducah.net,Norma,Massie,under_40,2024-01-06,2024-12-29,0,42001,
S-00382,barbara.yancey@gmail.com,Barbara,Yancey,75_84,2023-10-19,2026-04-11,0,42003,H-0106
S-00383,elton.weatherford@bellsouth.net,Elton,Weatherford,under_40,2019-02-13,2023-10-04,0,42003,
S-00384,waylon.oxford@paducah.net,Waylon,Oxford,40_61,2024-06-29,2025-02-05,0,42001,
S-00385,geraldine.sowell@paducah.net,Geraldine,Sowell,40_61,2020-08-03,2023-09-13,0,42001,
S-00386,charlotte.herndon@bellsouth.net,Charlotte,Herndon,75_84,2024-06-23,2025-05-21,0,42003,H-0244
S-00387,ellen.weatherford@bellsouth.net,Ellen,Weatherford,under_40,2019-02-18,2020-06-21,2,42001,
S-00388,donald.ennis@gmail.com,Donald,Ennis,40_61,2023-04-10,2025-01-20,0,42024,
S-00389,winifred.yeager@gmail.com,Winifred,Yeager,75_84,2023-07-17,2025-12-27,3,42001,H-0115
S-00390,otis.gaddis@bellsouth.net,Otis,Gaddis,40_61,2022-03-08,2025-06-12,0,42024,
S-00391,cletus.jent@paducah.net,Cletus,Jent,62_74,2022-06-17,2026-01-03,0,42003,
S-00392,grace.roark@paducah.net,Grace,Roark,40_61,2023-07-14,2023-10-10,0,42001,
S-00393,edna.loveless@bellsouth.net,Edna,Loveless,40_61,2024-10-22,2026-07-04,0,42001,
S-00394,junior.doerr@bellsouth.net,Junior,Doerr,under_40,2021-04-20,2025-07-24,0,42001,
S-00395,rudy.jent@paducah.net,Rudy,Jent,under_40,2019-06-30,2026-09-30,0,42003,
S-00396,pearl.wilkes@gmail.com,Pearl,Wilkes,85_plus,2026-05-03,2026-05-10,0,42024,H-0157
S-00397,orville.franks@bellsouth.net,Orville,Franks,40_61,2019-11-14,2021-07-05,0,42001,
S-00398,kermit.ellington@paducah.net,Kermit,Ellington,under_40,2026-05-04,2026-09-24,0,42001,
S-00399,patsy.bramlett@gmail.com,Patsy,Bramlett,under_40,2022-01-30,2022-06-05,0,42001,
S-00400,myrtle.whitfield@bellsouth.net,Myrtle,Whitfield,75_84,2024-01-13,2026-08-22,0,42053,H-0112
S-00401,clara.meade@paducah.net,Clara,Meade,40_61,2025-03-07,2025-08-19,0,42001,
S-00402,edna.kilgore@bellsouth.net,Edna,Kilgore,under_40,2024-10-27,2024-11-14,0,42001,
S-00403,florence.hendon@paducah.net,Florence,Hendon,62_74,2023-03-28,2026-03-27,0,42001,H-0097
S-00404,norma.puckett@gmail.com,Norma,Puckett,under_40,2025-07-03,2025-07-11,0,42003,
S-00405,nancy.underhill@paducah.net,Nancy,Underhill,62_74,2025-10-21,2025-10-25,0,42001,H-0093
S-00406,doris.yeager@paducah.net,Doris,Yeager,40_61,2020-03-28,2020-08-11,0,42001,
S-00407,helen.coker@gmail.com,Helen,Coker,under_40,2022-07-14,2022-07-28,0,42053,
S-00408,john.gaddis@gmail.com,John,Gaddis,40_61,2025-06-18,2026-10-09,0,42001,
S-00409,thomas.yancey@paducah.net,Thomas,Yancey,85_plus,2025-04-02,2026-10-11,0,42003,H-0175
S-00410,yvonne.loveless@paducah.net,Yvonne,Loveless,under_40,2023-08-04,2026-05-21,0,42001,
S-00411,eunice.norsworthy@gmail.com,Eunice,Norsworthy,62_74,2021-05-11,2022-07-02,0,42001,H-0231
S-00412,ottis.ferrell@paducah.net,Ottis,Ferrell,under_40,2023-04-03,2025-03-16,0,42024,
S-00413,elton.nichols@gmail.com,Elton,Nichols,under_40,2019-06-18,2019-10-20,0,42003,
S-00414,bonnie.whitfield@gmail.com,Bonnie,Whitfield,under_40,2021-08-24,2026-05-06,0,42001,
S-00415,selma.chandler@paducah.net,Selma,Chandler,40_61,2021-03-11,2022-11-15,0,42001,
S-00416,jerry.devers@bellsouth.net,Jerry,Devers,40_61,2020-12-17,2024-06-17,0,42001,
S-00417,elmer.aldridge@bellsouth.net,Elmer,Aldridge,75_84,2023-10-12,2026-05-26,0,42001,
S-00418,ruth.egerton@paducah.net,Ruth,Egerton,62_74,2024-07-19,2025-02-24,0,42003,H-0146
S-00419,wendell.yates@paducah.net,Wendell,Yates,under_40,2023-12-07,2024-02-17,0,42001,
S-00420,vernon.purdom@bellsouth.net,Vernon,Purdom,62_74,2020-07-12,2023-07-23,0,42001,H-0058
S-00421,roberta.cundiff@paducah.net,Roberta,Cundiff,40_61,2023-12-06,2026-07-22,0,42001,
S-00422,tommy.turnbow@paducah.net,Tommy,Turnbow,85_plus,2020-12-01,2021-02-09,0,42001,H-0074
S-00423,kathy.cummings@bellsouth.net,Kathy,Cummings,under_40,2021-12-25,2022-04-09,0,42053,
S-00424,ethel.yielding@paducah.net,Ethel,Yielding,40_61,2019-06-12,2026-02-24,0,42053,
S-00425,faye.yielding@paducah.net,Faye,Yielding,40_61,2025-10-21,2026-08-21,0,42001,
S-00426,jean.utley@bellsouth.net,Jean,Utley,under_40,2024-09-12,2024-11-30,0,42053,
S-00427,odell.ackerman@paducah.net,Odell,Ackerman,85_plus,2022-05-14,2026-08-24,0,42086,H-0100
S-00428,odell.meade@gmail.com,Odell,Meade,62_74,2021-06-26,2023-02-15,0,42053,H-0187
S-00429,ann.beasley@gmail.com,Ann,Beasley,62_74,2021-03-19,2025-12-24,0,42001,H-0241
S-00430,beatrice.kilburn@gmail.com,Beatrice,Kilburn,75_84,2023-07-10,2024-06-12,0,42001,H-0053
S-00431,beatrice.ives@paducah.net,Beatrice,Ives,40_61,2022-11-24,2025-04-19,0,42001,
S-00432,curtis.ewing@gmail.com,Curtis,Ewing,75_84,2023-10-24,2025-10-28,0,42001,
S-00433,curtis.bickford@gmail.com,Curtis,Bickford,40_61,2019-10-15,2020-12-18,0,42053,
S-00434,vera.inman@paducah.net,Vera,Inman,40_61,2025-07-28,2026-06-15,0,42003,
S-00435,willie.quisenberry@paducah.net,Willie,Quisenberry,40_61,2020-03-14,2026-04-21,0,42001,
S-00436,ada.roark@paducah.net,Ada,Roark,62_74,2025-02-11,2026-05-18,3,42053,H-0016
S-00437,billy.peel@paducah.net,Billy,Peel,62_74,2025-05-29,2025-06-21,0,42001,H-0223
S-00438,mavis.ivey@gmail.com,Mavis,Ivey,75_84,2021-10-17,2026-05-16,0,42086,
S-00439,ottis.stovall@paducah.net,Ottis,Stovall,under_40,2022-02-16,2022-06-05,0,42024,
S-00440,charles.owings@paducah.net,Charles,Owings,under_40,2019-10-08,2026-06-30,0,42001,
S-00441,arthur.hurst@bellsouth.net,Arthur,Hurst,75_84,2023-06-19,2026-05-17,0,42003,H-0237
S-00442,chester.stovall@paducah.net,Chester,Stovall,40_61,2024-12-08,2025-07-08,0,42001,
S-00443,opal.ratliff@bellsouth.net,Opal,Ratliff,62_74,2020-05-23,2023-05-20,0,42001,H-0083
S-00444,junior.ormsby@bellsouth.net,Junior,Ormsby,40_61,2024-02-01,2025-04-25,0,42024,
S-00445,reginald.duvall@bellsouth.net,Reginald,Duvall,40_61,2019-05-20,2025-11-28,0,42001,
S-00446,norma.purdom@bellsouth.net,Norma,Purdom,under_40,2019-10-31,2026-09-02,0,42053,
S-00447,beulah.yonts@bellsouth.net,Beulah,Yonts,40_61,2025-09-23,2026-01-08,0,42001,
S-00448,gladys.woodson@bellsouth.net,Gladys,Woodson,under_40,2022-06-14,2025-02-24,0,42001,
S-00449,everett.larkin@bellsouth.net,Everett,Larkin,75_84,2023-11-25,2024-03-16,0,42003,
S-00450,rudy.pyle@bellsouth.net,Rudy,Pyle,62_74,2023-04-29,2024-07-11,1,42001,H-0033
S-00451,norman.weddle@gmail.com,Norman,Weddle,62_74,2024-06-20,2025-03-18,0,42001,H-0163
S-00452,emmett.sartin@bellsouth.net,Emmett,Sartin,under_40,2026-09-13,2026-09-14,0,42001,
S-00453,peggy.hargrove@paducah.net,Peggy,Hargrove,under_40,2022-05-07,2025-08-19,0,42053,
S-00454,chester.trimble@gmail.com,Chester,Trimble,under_40,2024-08-06,2025-10-09,0,42001,
S-00455,willie.wilkes@paducah.net,Willie,Wilkes,under_40,2022-01-02,2024-05-20,0,42086,
S-00456,richard.franks@gmail.com,Richard,Franks,62_74,2024-05-16,2024-08-26,0,42003,H-0191
S-00457,alvin.jolley@gmail.com,Alvin,Jolley,40_61,2019-12-27,2020-12-16,0,42001,
S-00458,vera.dawson@paducah.net,Vera,Dawson,40_61,2025-08-31,2026-02-16,0,42024,
S-00459,dennis.cundiff@bellsouth.net,Dennis,Cundiff,75_84,2026-08-08,2026-10-26,0,42003,H-0113
S-00460,otis.franks@bellsouth.net,Otis,Franks,75_84,2026-04-22,2026-08-25,0,42001,H-0228
S-00461,cora.nally@gmail.com,Cora,Nally,85_plus,2022-11-30,2026-03-28,0,42086,H-0172
S-00462,norman.kilgore@bellsouth.net,Norman,Kilgore,62_74,2025-02-13,2026-01-16,0,42001,H-0119
S-00463,willadean.quisenberry@gmail.com,Willadean,Quisenberry,under_40,2024-01-31,2025-06-29,0,42024,
S-00464,corine.ivey@paducah.net,Corine,Ivey,under_40,2019-11-08,2022-07-16,0,42001,
S-00465,della.fisher@gmail.com,Della,Fisher,40_61,2023-08-25,2025-01-05,0,42024,
S-00466,otis.draffen@paducah.net,Otis,Draffen,under_40,2024-06-23,2025-08-25,3,42001,
S-00467,ottis.hemphill@bellsouth.net,Ottis,Hemphill,62_74,2023-11-14,2025-07-30,1,42024,H-0137
S-00468,florence.grimes@gmail.com,Florence,Grimes,under_40,2025-01-07,2025-12-04,0,42086,
S-00469,chester.gaskin@bellsouth.net,Chester,Gaskin,under_40,2025-12-09,2026-01-01,0,42001,
S-00470,harold.killebrew@paducah.net,Harold,Killebrew,62_74,2020-03-03,2025-11-25,0,42003,
S-00471,etta.mcdaniel@paducah.net,Etta,McDaniel,75_84,2021-10-07,2023-03-18,0,42001,H-0091
S-00472,winifred.norsworthy@paducah.net,Winifred,Norsworthy,40_61,2020-01-31,2020-02-22,0,42001,
S-00473,ada.redmon@gmail.com,Ada,Redmon,under_40,2023-06-25,2025-05-27,0,42001,
S-00474,gwendolyn.fain@paducah.net,Gwendolyn,Fain,under_40,2021-10-10,2022-03-31,1,42086,
S-00475,boyd.gholson@paducah.net,Boyd,Gholson,under_40,2025-05-18,2026-08-13,0,42001,
S-00476,sylvester.hurst@paducah.net,Sylvester,Hurst,75_84,2022-07-03,2025-11-29,0,42001,
S-00477,cletus.turnbow@paducah.net,Cletus,Turnbow,40_61,2024-11-25,2024-12-01,0,42003,
S-00478,lester.whitfield@gmail.com,Lester,Whitfield,40_61,2019-02-13,2023-09-12,0,42001,
S-00479,wanda.yeager@paducah.net,Wanda,Yeager,under_40,2022-01-16,2025-02-22,0,42086,
S-00480,betty.meade@paducah.net,Betty,Meade,62_74,2024-06-08,2025-09-03,0,42024,H-0247
S-00481,cletus.thigpen@paducah.net,Cletus,Thigpen,62_74,2019-01-12,2025-12-31,0,42086,
S-00482,william.longmire@gmail.com,William,Longmire,under_40,2026-04-20,2026-05-24,0,42001,
S-00483,willard.mccoy@bellsouth.net,Willard,McCoy,40_61,2019-01-03,2019-06-26,0,42086,
S-00484,carolyn.eldridge@gmail.com,Carolyn,Eldridge,under_40,2020-08-04,2021-10-02,0,42024,
S-00485,bobby.fentress@paducah.net,Bobby,Fentress,62_74,2023-06-09,2025-09-28,0,42001,
S-00486,ruth.purdom@paducah.net,Ruth,Purdom,62_74,2023-02-09,2025-06-28,0,42003,H-0257
S-00487,mavis.kimbell@bellsouth.net,Mavis,Kimbell,85_plus,2026-08-27,2026-10-24,0,42053,H-0140
S-00488,alvin.meacham@bellsouth.net,Alvin,Meacham,75_84,2022-08-15,2026-10-07,0,42001,H-0201
S-00489,agnes.voss@paducah.net,Agnes,Voss,under_40,2023-08-21,2025-11-16,0,42001,
S-00490,ada.gaddis@bellsouth.net,Ada,Gaddis,40_61,2019-09-14,2026-10-26,0,42001,
S-00491,sam.turnbow@paducah.net,Sam,Turnbow,40_61,2020-04-06,2020-05-31,0,42001,
S-00492,ronald.cissell@bellsouth.net,Ronald,Cissell,under_40,2022-04-30,2023-10-28,0,42001,
S-00493,etta.pemberton@paducah.net,Etta,Pemberton,62_74,2020-08-29,2025-02-17,0,42001,H-0017
S-00494,josie.ladd@paducah.net,Josie,Ladd,62_74,2022-02-03,2023-08-20,0,42086,H-0155
S-00495,patsy.goodman@paducah.net,Patsy,Goodman,under_40,2020-07-16,2025-09-21,0,42001,
S-00496,dorothy.thigpen@paducah.net,Dorothy,Thigpen,75_84,2020-07-03,2020-08-24,0,42024,H-0213
S-00497,loretta.voss@paducah.net,Loretta,Voss,under_40,2019-04-22,2024-06-27,0,42001,
S-00498,doris.gaskin@paducah.net,Doris,Gaskin,40_61,2019-07-20,2023-03-05,2,42003,
S-00499,verna.trimble@gmail.com,Verna,Trimble,62_74,2023-01-15,2024-06-23,0,42001,H-0185
S-00500,doris.norsworthy@bellsouth.net,Doris,Norsworthy,75_84,2026-05-09,2026-05-11,0,42001,H-0219
S-00501,elton.kemper@paducah.net,Elton,Kemper,62_74,2024-10-21,2026-02-13,0,42003,H-0226
S-00502,cecil.ingle@bellsouth.net,Cecil,Ingle,75_84,2026-03-04,2026-08-30,1,42001,
S-00503,james.loveless@gmail.com,James,Loveless,40_61,2023-12-30,2026-10-24,0,42001,
S-00504,verlene.hargrove@gmail.com,Verlene,Hargrove,62_74,2023-05-16,2025-02-11,0,42001,H-0116
S-00505,frances.sartin@gmail.com,Frances,Sartin,85_plus,2022-03-04,2023-06-24,2,42024,H-0030
S-00506,kathy.coates@paducah.net,Kathy,Coates,75_84,2025-12-31,2026-01-23,0,42003,H-0103
