household_id,primary_first,primary_last,spouse_first,street,city,state,zip,phone,email,status,flag_widow,flag_widower,flag_bereaved_2026,last_contact_date,last_contact_type,assigned_deacon,notes
H-0145,Roxanne,Pyle,Bennie,3895 Kentucky Ave,Paducah,KY,42001,(270) 555-2328,,homebound,FALSE,FALSE,FALSE,2026-10-27,visit,Wallace Grimes,
H-0146,Ruth,Egerton,,4739 New Holt Rd,Paducah,KY,42003,(270) 555-6773,ruth.egerton@paducah.net,active,TRUE,FALSE,FALSE,2026-09-21,call,Elmer Dockery,
H-0147,Ernest,Dockery,,1033 Blandville Rd,Paducah,KY,42001,(270) 555-0100,,homebound,FALSE,TRUE,FALSE,2026-01-01,visit,Elmer Dockery,
H-0148,Fay,Pyle,Elton,223 Riverbend Dr,Paducah,KY,42003,(270) 555-2473,,active,FALSE,FALSE,FALSE,2026-09-29,call,Bud Osteen,
H-0149,Kermit,Callahan,,1099 Church St,Kevil,KY,42024,(270) 555-4989,,active,FALSE,TRUE,FALSE,2026-11-02,call,Elmer Dockery,
H-0150,Lucille,Isbell,Boyd,3294 Riverbend Dr,Paducah,KY,42001,(270) 555-6569,lucille.isbell@bellsouth.net,active,FALSE,FALSE,FALSE,2026-10-26,visit,Sam Ivy,
H-0151,Ronald,Devers,Bonnie,2734 Husbands Rd,Paducah,KY,42001,(270) 555-4031,,homebound,FALSE,FALSE,FALSE,2026-10-01,call,Sam Ivy,
H-0152,Odell,Oxford,Shirley,4672 Old Cairo Rd,Paducah,KY,42003,(270) 555-1576,odell.oxford@gmail.com,homebound,FALSE,FALSE,FALSE,2026-10-16,call,Corine Latham,
H-0153,Sandra,Eller,,3184 Cypress St,Paducah,KY,42001,(270) 555-0985,sandra.eller@gmail.com,active,FALSE,FALSE,FALSE,2026-10-17,call,Ruth Halbrook,
H-0154,Linda,Jeter,,359 Cotton Row,Paducah,KY,42003,(270) 555-6698,linda.jeter@paducah.net,active,TRUE,FALSE,FALSE,2026-10-08,card,Ruth Halbrook,
H-0155,Josie,Ladd,Wilbur,1838 Washington St,Symsonia,KY,42086,(270) 555-1465,josie.ladd@paducah.net,active,FALSE,FALSE,FALSE,2026-02-08,call,Ruth Halbrook,
H-0156,Lloyd,Purdom,,5760 Fountain Ave,Paducah,KY,42001,(270) 555-2107,,active,FALSE,TRUE,FALSE,2026-10-21,visit,Sam Ivy,
H-0157,Pearl,Wilkes,,3579 Old Cairo Rd,Kevil,KY,42024,(270) 555-5318,pearl.wilkes@gmail.com,active,TRUE,FALSE,FALSE,2026-09-21,card,Frank Tarpley,
H-0158,Odessa,Fentress,Buford,1927 Sunny Ln,Paducah,KY,42001,(270) 555-3078,,assisted_care,FALSE,FALSE,FALSE,2026-06-28,call,Elmer Dockery,
H-0159,Diane,McCoy,Marvin,1972 Clark St,Paducah,KY,42003,(270) 555-3953,,active,FALSE,FALSE,FALSE,2026-11-03,call,Sam Ivy,
H-0160,Barbara,Fisher,,2177 Cotton Row,Paducah,KY,42003,(270) 555-6829,barbara.fisher@gmail.com,opted_out,FALSE,FALSE,FALSE,2024-11-02,newsletter_only,Corine Latham,
H-0161,Beatrice,Overby,Roy,5054 Riverbend Dr,Paducah,KY,42003,(270) 555-0735,,active,FALSE,FALSE,FALSE,2026-10-10,call,Ruth Halbrook,
H-0162,David,Cissell,Evelyn,4051 Pecan Grove Rd,Paducah,KY,42001,(270) 555-5129,david.cissell@gmail.com,active,FALSE,FALSE,FALSE,2026-09-12,call,Bud Osteen,
H-0163,Norman,Weddle,Geraldine,3324 Maple Ave,Paducah,KY,42001,(270) 555-0333,norman.weddle@gmail.com,active,FALSE,FALSE,FALSE,2026-05-23,visit,Wallace Grimes,
H-0164,Beatrice,Draffen,Elton,4763 West End Dr,Paducah,KY,42001,(270) 555-7437,beatrice.draffen@gmail.com,active,FALSE,FALSE,FALSE,2026-10-23,call,Bud Osteen,
H-0165,Peggy,Prewitt,,1126 Sunny Ln,Paducah,KY,42001,(270) 555-4426,peggy.prewitt@paducah.net,homebound,TRUE,FALSE,FALSE,2026-10-23,visit,Bud Osteen,
H-0166,Paul,Meacham,,1752 Old Cairo Rd,Symsonia,KY,42086,(270) 555-8909,,assisted_care,FALSE,TRUE,FALSE,2026-05-12,card,Wallace Grimes,
H-0167,Lucille,Kilburn,,3524 Reidland Rd,Paducah,KY,42003,(270) 555-3074,,active,TRUE,FALSE,FALSE,2026-09-15,card,Mattie Ruth Sanger,
H-0168,Hazel,Roark,,5953 West End Dr,Paducah,KY,42003,(270) 555-8099,,active,FALSE,FALSE,FALSE,2026-09-14,visit,Frank Tarpley,
H-0169,Yvonne,Sartin,,561 Cotton Row,Symsonia,KY,42086,(270) 555-3467,yvonne.sartin@paducah.net,active,FALSE,FALSE,FALSE,2026-09-15,visit,Elmer Dockery,
H-0170,Nancy,Oxford,,4467 Blandville Rd,Paducah,KY,42001,(270) 555-9836,nancy.oxford@gmail.com,active,FALSE,FALSE,FALSE,2026-08-09,card,Wallace Grimes,Deb dropped off soup in September.
H-0171,Shirley,Ewing,,2050 Buckner Ln,Paducah,KY,42003,(270) 555-2842,,active,TRUE,FALSE,FALSE,2026-10-10,visit,Sam Ivy,
H-0172,Cora,Nally,Bennie,546 Monroe St,Symsonia,KY,42086,(270) 555-0413,cora.nally@gmail.com,active,FALSE,FALSE,FALSE,2026-08-17,call,Corine Latham,
H-0173,Gerald,Jolley,Twyla,253 Elmwood Dr,Paducah,KY,42003,(270) 555-7906,gerald.jolley@gmail.com,active,FALSE,FALSE,FALSE,2026-10-23,card,Jean Wilkes,
H-0174,Roy,Jent,,113 Bridge St,Symsonia,KY,42086,(270) 555-1178,roy.jent@bellsouth.net,active,FALSE,FALSE,FALSE,2026-09-12,visit,Corine Latham,
H-0175,Thomas,Yancey,,4981 Walnut St,Paducah,KY,42003,(270) 555-9392,,active,FALSE,TRUE,FALSE,2026-10-21,visit,Corine Latham,
H-0176,Carolyn,Utley,,494 Sunset Blvd,Paducah,KY,42001,(270) 555-6145,,active,TRUE,FALSE,TRUE,2026-04-05,visit,Mattie Ruth Sanger,
H-0177,Josie,Cummings,,1133 Maple Ave,Paducah,KY,42003,(270) 555-7063,josie.cummings@gmail.com,active,TRUE,FALSE,FALSE,2026-09-02,call,Mattie Ruth Sanger,
H-0178,Alma,Sartin,,5692 Farley Pl,Paducah,KY,42003,(270) 555-5221,alma.sartin@bellsouth.net,active,TRUE,FALSE,FALSE,2026-09-28,call,Corine Latham,
H-0179,Homer,Puckett,Marjorie,635 Cedar St,Paducah,KY,42003,(270) 555-0821,,homebound,FALSE,FALSE,FALSE,2026-10-30,card,Elmer Dockery,
H-0180,Donald,Nally,,1649 Riverbend Dr,La Center,KY,42053,(270) 555-9820,donald.nally@gmail.com,active,FALSE,TRUE,FALSE,2026-10-29,call,Elmer Dockery,
H-0181,Ada,Overby,,3058 Locust Grove Rd,Paducah,KY,42001,(270) 555-5687,ada.overby@paducah.net,active,TRUE,FALSE,FALSE,2026-08-29,call,Ruth Halbrook,
H-0182,Jerry,Egerton,,5473 McCracken Blvd,La Center,KY,42053,(270) 555-5335,jerry.egerton@paducah.net,assisted_care,FALSE,TRUE,FALSE,2026-06-11,call,Bud Osteen,
H-0183,Ottis,Eller,,5251 Blandville Rd,Paducah,KY,42001,(270) 555-9076,ottis.eller@bellsouth.net,active,FALSE,FALSE,FALSE,2026-10-24,call,Corine Latham,
H-0184,Otis,Herndon,Ethel,5615 Sunset Blvd,Paducah,KY,42001,(270) 555-3143,,homebound,FALSE,FALSE,FALSE,2026-10-30,visit,Ruth Halbrook,
H-0185,Verna,Trimble,,5948 Cotton Row,Paducah,KY,42001,(270) 555-0656,,homebound,TRUE,FALSE,TRUE,2026-10-13,call,Elmer Dockery,
H-0186,Marie,Woodson,Wendell,142 Riverbend Dr,Paducah,KY,42001,(270) 555-7191,marie.woodson@gmail.com,homebound,FALSE,FALSE,FALSE,2026-10-13,call,Bud Osteen,
H-0187,Odell,Meade,Willadean,3802 Riverbend Dr,La Center,KY,42053,(270) 555-7261,,assisted_care,FALSE,FALSE,FALSE,2026-08-04,call,Corine Latham,
H-0188,Harlan,Thigpen,,4681 Madison St,Paducah,KY,42003,(270) 555-2786,harlan.thigpen@paducah.net,active,FALSE,FALSE,FALSE,2026-07-22,call,Corine Latham,
H-0189,Marjorie,Woodson,,547 Chestnut St,Paducah,KY,42001,(270) 555-1674,,active,TRUE,FALSE,FALSE,2026-10-03,newsletter_only,Corine Latham,
H-0190,Merle,Dockery,,2389 Walnut St,Paducah,KY,42001,(270) 555-3668,merle.dockery@gmail.com,assisted_care,FALSE,FALSE,FALSE,2026-02-25,card,Bud Osteen,
H-0191,Richard,Franks,Winifred,1539 McCracken Blvd,Paducah,KY,42003,(270) 555-0937,richard.franks@gmail.com,active,FALSE,FALSE,FALSE,2026-10-19,visit,Wallace Grimes,
H-0192,Shirley,Sisk,Tommy,2816 Sunny Ln,La Center,KY,42053,(270) 555-3677,shirley.sisk@bellsouth.net,homebound,FALSE,FALSE,FALSE,2026-10-13,visit,Sam Ivy,
H-0193,Leroy,McDaniel,,3088 Hinkleville Rd,Paducah,KY,42001,(270) 555-3847,leroy.mcdaniel@bellsouth.net,homebound,FALSE,FALSE,FALSE,2026-10-31,visit,Wallace Grimes,
H-0194,Wayne,Puckett,Sandra,2333 Chestnut St,Paducah,KY,42001,(270) 555-8314,wayne.puckett@bellsouth.net,active,FALSE,FALSE,FALSE,2026-10-05,card,Bud Osteen,
H-0195,Tilden,Bruce,Mavis,977 Clark St,Symsonia,KY,42086,(270) 555-8039,tilden.bruce@paducah.net,active,FALSE,FALSE,FALSE,2026-09-02,visit,Wallace Grimes,
H-0196,Kenneth,Larkin,Jean,1661 Walnut St,Symsonia,KY,42086,(270) 555-0156,,active,FALSE,FALSE,FALSE,2026-08-17,call,Wallace Grimes,
H-0197,Delbert,Tarpley,,5569 Buckner Ln,Kevil,KY,42024,(270) 555-7243,delbert.tarpley@gmail.com,active,FALSE,TRUE,FALSE,2026-10-06,visit,Elmer Dockery,
H-0198,Ellen,Hendon,,3896 New Holt Rd,Paducah,KY,42001,(270) 555-2262,ellen.hendon@bellsouth.net,homebound,TRUE,FALSE,FALSE,2026-10-28,call,Ruth Halbrook,
H-0199,Charles,Franks,Charlotte,903 Meridian St,Paducah,KY,42001,(270) 555-6886,charles.franks@gmail.com,active,FALSE,FALSE,FALSE,2026-10-30,call,Frank Tarpley,
H-0200,Cecil,Yonts,,550 Hickory Ln,Paducah,KY,42001,(270) 555-2794,,active,FALSE,FALSE,FALSE,2026-09-11,visit,Frank Tarpley,Prefers not to be visited during UK basketball.
H-0201,Alvin,Meacham,,1323 Lone Oak Rd,Paducah,KY,42001,(270) 555-8028,,active,FALSE,TRUE,FALSE,2026-09-16,call,Elmer Dockery,
H-0202,Bonnie,Utley,Doyle,1248 Maple Ave,Kevil,KY,42024,(270) 555-3384,,active,FALSE,FALSE,FALSE,2026-09-15,call,Jean Wilkes,
H-0203,Zelda,Ormsby,,3426 Perkins Creek Dr,Symsonia,KY,42086,(270) 555-2266,,active,TRUE,FALSE,FALSE,2026-08-03,visit,Frank Tarpley,
H-0204,Kermit,Ives,Etta,627 Old Mayfield Rd,Paducah,KY,42003,(270) 555-4050,,opted_out,FALSE,FALSE,FALSE,2024-11-18,newsletter_only,Mattie Ruth Sanger,
H-0205,Mildred,Chandler,,409 Cairo Rd,Kevil,KY,42024,(270) 555-2491,,active,FALSE,FALSE,FALSE,2026-08-01,visit,Ruth Halbrook,
H-0206,Mildred,Boaz,,5742 Alben Barkley Dr,Paducah,KY,42001,(270) 555-4105,mildred.boaz@gmail.com,active,FALSE,FALSE,FALSE,2026-10-09,call,Frank Tarpley,
H-0207,Effie,Jessup,,1919 Willow Ave,Paducah,KY,42003,(270) 555-6232,,active,FALSE,FALSE,FALSE,2026-02-22,visit,Mattie Ruth Sanger,
H-0208,Mark,Layman,Norma,2969 Sunflower Ln,Paducah,KY,42001,(270) 555-8856,,active,FALSE,FALSE,FALSE,2026-09-08,call,Bud Osteen,
H-0209,Denver,Overstreet,Roxanne,4715 Monroe St,Paducah,KY,42003,(270) 555-6331,denver.overstreet@paducah.net,deceased_2026,FALSE,FALSE,FALSE,2026-04-24,visit,Wallace Grimes,
H-0210,Loretta,Vickers,,1172 Kentucky Ave,Paducah,KY,42001,(270) 555-0566,,active,FALSE,FALSE,FALSE,2026-08-01,call,Frank Tarpley,
H-0211,Buford,Ivy,Pearl,3899 Pecan Grove Rd,Paducah,KY,42003,(270) 555-8705,buford.ivy@gmail.com,active,FALSE,FALSE,FALSE,2026-10-08,call,Ruth Halbrook,
H-0212,Shirley,Killebrew,,3825 Maple Ave,Paducah,KY,42001,(270) 555-8613,shirley.killebrew@paducah.net,active,TRUE,FALSE,TRUE,2026-03-10,call,Ruth Halbrook,
H-0213,Dorothy,Thigpen,Cletus,1003 Sunset Blvd,Kevil,KY,42024,(270) 555-3416,,active,FALSE,FALSE,FALSE,2026-08-21,call,Elmer Dockery,
H-0214,Faye,Beasley,,4224 Jefferson St,Paducah,KY,42001,(270) 555-4496,,homebound,TRUE,FALSE,FALSE,2026-10-01,call,Wallace Grimes,
H-0215,Delbert,Norvell,Yvonne,4680 Poplar St,Paducah,KY,42001,(270) 555-5514,,homebound,FALSE,FALSE,FALSE,2026-04-28,visit,Sam Ivy,
H-0216,Sandra,Yonts,,3526 Willow Ave,Paducah,KY,42003,(270) 555-1115,sandra.yonts@bellsouth.net,active,TRUE,FALSE,TRUE,2026-08-10,call,Mattie Ruth Sanger,
H-0217,Helen,Vickers,,2444 Perkins Creek Dr,Paducah,KY,42003,(270) 555-5150,helen.vickers@gmail.com,active,TRUE,FALSE,FALSE,2026-09-27,call,Jean Wilkes,
H-0218,Willadean,Cissell,Paul,2931 Buckner Ln,Paducah,KY,42001,(270) 555-2536,,active,FALSE,FALSE,FALSE,2026-08-28,card,Bud Osteen,
H-0219,Doris,Norsworthy,,4999 Husbands Rd,Paducah,KY,42001,(270) 555-3966,,active,TRUE,FALSE,TRUE,2026-09-21,card,Corine Latham,
H-0220,Billy,Kegley,Jean,1209 Church St,Paducah,KY,42001,(270) 555-0392,billy.kegley@paducah.net,deceased_2026,FALSE,FALSE,FALSE,2026-02-11,call,Frank Tarpley,
H-0221,Bennie,Barclay,Marlene,2681 Farley Pl,La Center,KY,42053,(270) 555-1002,,active,FALSE,FALSE,FALSE,2026-08-03,card,Frank Tarpley,
H-0222,Herman,Weatherford,,4920 Fountain Ave,Paducah,KY,42001,(270) 555-8492,herman.weatherford@paducah.net,opted_out,FALSE,FALSE,FALSE,2024-11-10,newsletter_only,Wallace Grimes,
H-0223,Billy,Peel,,5851 Reidland Rd,Paducah,KY,42001,(270) 555-6457,,active,FALSE,TRUE,FALSE,2026-08-08,visit,Jean Wilkes,
H-0224,John,Grimes,Eunice,1402 Concord Ln,Paducah,KY,42003,(270) 555-7370,john.grimes@paducah.net,homebound,FALSE,FALSE,FALSE,2026-10-08,call,Bud Osteen,"Uses hearing aid, speak up."
H-0225,Bryant,Draffen,,3771 Locust Grove Rd,Symsonia,KY,42086,(270) 555-1214,,active,FALSE,TRUE,FALSE,2026-04-08,call,Wallace Grimes,
H-0226,Elton,Kemper,Betty,1552 Harrison St,Paducah,KY,42003,(270) 555-0887,elton.kemper@paducah.net,active,FALSE,FALSE,FALSE,2026-08-06,call,Jean Wilkes,
H-0227,Rita,Doerr,,939 Sunny Ln,Symsonia,KY,42086,(270) 555-3073,,active,FALSE,FALSE,FALSE,2026-10-04,newsletter_only,Bud Osteen,
H-0228,Otis,Franks,Agnes,2456 West End Dr,Paducah,KY,42001,(270) 555-2992,otis.franks@bellsouth.net,homebound,FALSE,FALSE,FALSE,2026-11-02,call,Frank Tarpley,
H-0229,Betty,Hendon,,3790 Oak Ridge Dr,Paducah,KY,42003,(270) 555-8750,,active,FALSE,FALSE,FALSE,2026-07-20,call,Elmer Dockery,
H-0230,Edna,Oxford,Eugene,137 Harrison St,Paducah,KY,42001,(270) 555-1034,,active,FALSE,FALSE,FALSE,2026-09-20,call,Ruth Halbrook,
H-0231,Eunice,Norsworthy,Kermit,5697 Maple Ave,Paducah,KY,42001,(270) 555-5065,eunice.norsworthy@gmail.com,active,FALSE,FALSE,FALSE,2026-03-17,visit,Ruth Halbrook,
H-0232,Mabel,Layman,Donald,5595 Lone Oak Rd,Paducah,KY,42001,(270) 555-5660,mabel.layman@paducah.net,homebound,FALSE,FALSE,FALSE,2026-10-06,visit,Jean Wilkes,"Uses hearing aid, speak up."
H-0233,Cletus,Doerr,Patsy,3352 Hickory Ln,Paducah,KY,42001,(270) 555-4126,cletus.doerr@paducah.net,assisted_care,FALSE,FALSE,FALSE,2026-07-24,call,Wallace Grimes,
H-0234,Bud,Herndon,,1913 New Holt Rd,Paducah,KY,42001,(270) 555-6404,,assisted_care,FALSE,TRUE,FALSE,2026-06-17,call,Mattie Ruth Sanger,
H-0235,Retha,Woodson,,2655 Meadow Ln,Paducah,KY,42001,(270) 555-5424,,homebound,TRUE,FALSE,FALSE,2026-10-04,visit,Sam Ivy,
H-0236,Winifred,Faulkner,Norman,5688 Hinkleville Rd,Paducah,KY,42003,(270) 555-3126,,opted_out,FALSE,FALSE,FALSE,2024-07-28,newsletter_only,Ruth Halbrook,
H-0237,Arthur,Hurst,,5040 Maple Ave,Paducah,KY,42003,(270) 555-0289,,homebound,FALSE,TRUE,FALSE,2026-10-01,visit,Elmer Dockery,
H-0238,Bobby,Draffen,Mildred,2404 Farley Pl,Symsonia,KY,42086,(270) 555-0926,,active,FALSE,FALSE,FALSE,2026-11-03,call,Ruth Halbrook,
H-0239,Mabel,Pyle,,4074 Clark St,Kevil,KY,42024,(270) 555-1016,,active,FALSE,FALSE,FALSE,2026-10-11,call,Mattie Ruth Sanger,
H-0240,Buford,Hendon,Nell,1669 Maple Ave,Paducah,KY,42001,(270) 555-0389,buford.hendon@gmail.com,homebound,FALSE,FALSE,FALSE,2026-07-12,visit,Ruth Halbrook,
H-0241,Ann,Beasley,,2870 Pecan Grove Rd,Paducah,KY,42001,(270) 555-6885,,active,FALSE,FALSE,FALSE,2026-11-03,visit,Bud Osteen,
H-0242,Patsy,Zumwalt,,5469 Jefferson St,Paducah,KY,42003,(270) 555-6385,,active,FALSE,FALSE,FALSE,2026-10-18,call,Ruth Halbrook,
H-0243,Billy,Nichols,Louise,2929 Shady Lane,Paducah,KY,42001,(270) 555-6811,,homebound,FALSE,FALSE,FALSE,2026-10-18,visit,Elmer Dockery,
H-0244,Charlotte,Herndon,,1784 Cairo Rd,Paducah,KY,42003,(270) 555-3789,charlotte.herndon@bellsouth.net,active,TRUE,FALSE,FALSE,2026-10-07,call,Bud Osteen,
H-0245,Dennis,Bruce,,1533 Church St,Paducah,KY,42001,(270) 555-3370,dennis.bruce@gmail.com,opted_out,FALSE,FALSE,FALSE,2024-05-27,newsletter_only,Corine Latham,
H-0246,Willadean,Doerr,,3144 Concord Ln,Paducah,KY,42001,(270) 555-8341,willadean.doerr@paducah.net,active,FALSE,FALSE,FALSE,2026-08-13,visit,Elmer Dockery,
H-0247,Betty,Meade,,4568 Alben Barkley Dr,Kevil,KY,42024,(270) 555-6964,betty.meade@paducah.net,active,TRUE,FALSE,FALSE,2026-10-21,call,Ruth Halbrook,
H-0248,Gary,Ackerman,,3594 Farley Pl,Paducah,KY,42001,(270) 555-9487,gary.ackerman@bellsouth.net,active,FALSE,TRUE,FALSE,2026-09-19,card,Corine Latham,
H-0249,Dorothy,Cissell,,5063 Broadway St,Paducah,KY,42001,(270) 555-0266,dorothy.cissell@gmail.com,active,TRUE,FALSE,FALSE,2026-08-28,call,Wallace Grimes,
H-0250,Yvonne,Layman,,4343 Husbands Rd,Kevil,KY,42024,(270) 555-3233,,active,TRUE,FALSE,FALSE,2026-08-16,visit,Elmer Dockery,
H-0251,Ronald,Weddle,Clara,464 Old Cairo Rd,Paducah,KY,42001,(270) 555-3826,,deceased_2026,FALSE,FALSE,FALSE,2026-03-08,visit,Frank Tarpley,
H-0252,Cyrus,Tarpley,Norma,2159 McCracken Blvd,La Center,KY,42053,(270) 555-7917,cyrus.tarpley@gmail.com,active,FALSE,FALSE,FALSE,2026-08-09,call,Ruth Halbrook,
H-0253,Arthur,Lassiter,Pearl,2277 Fountain Ave,Paducah,KY,42001,(270) 555-5135,,deceased_2026,FALSE,FALSE,FALSE,2026-02-02,card,Bud Osteen,
H-0254,Josie,Rainey,,2997 Walnut St,Symsonia,KY,42086,(270) 555-0414,josie.rainey@gmail.com,active,TRUE,FALSE,FALSE,2026-09-30,visit,Bud Osteen,
H-0255,Marvin,Dawson,Beatrice,668 Cairo Rd,Paducah,KY,42001,(270) 555-4452,,active,FALSE,FALSE,FALSE,2026-08-09,visit,Jean Wilkes,
H-0256,Reba,Voss,,3482 Hickory Ln,Kevil,KY,42024,(270) 555-7954,reba.voss@gmail.com,active,TRUE,FALSE,FALSE,2026-09-17,call,Elmer Dockery,"Uses hearing aid, speak up."
H-0257,Ruth,Purdom,Walter,3024 Farley Pl,Paducah,KY,42003,(270) 555-6414,ruth.purdom@paducah.net,active,FALSE,FALSE,FALSE,2026-03-07,visit,Mattie Ruth Sanger,
H-0258,Myrtle,Cummings,,3969 Park Ave,Paducah,KY,42001,(270) 555-3477,,active,TRUE,FALSE,FALSE,2026-08-28,call,Bud Osteen,
