id,author_id,commentary,visibility,created_at,like_count,comment_count,share_count
6330,urn:li:person:mark-murray,"Repeat client, Cranston",PUBLIC,2024-06-07T13:56:56.000Z,71,16,11
6331,urn:li:person:mark-murray,Change order pending Mark review,CONNECTIONS,2025-07-05T15:57:11.000Z,96,7,1
6332,urn:li:person:paulie-morris,"Deposit received, scheduling rough-in",PUBLIC,2024-12-08T17:47:42.000Z,82,21,7
6333,urn:li:person:david-baxter,copper repipe; Rough stage,CONNECTIONS,2026-04-19T06:05:08.000Z,29,28,5
6334,urn:li:person:paulie-morris,Punch list items outstanding,PUBLIC,2025-02-26T19:33:07.000Z,38,28,2
6335,urn:li:person:carla-mendoza,Warranty callback closed,PUBLIC,2025-09-03T10:55:10.000Z,20,11,5
6336,urn:li:person:david-baxter,"Deposit received, scheduling rough-in",PUBLIC,2026-09-18T18:55:51.000Z,69,28,10
6337,urn:li:person:jessica-murray,"Repeat client, Warwick",CONNECTIONS,2026-08-31T10:12:25.000Z,51,11,11
6338,urn:li:person:mark-murray,"Deposit received, scheduling rough-in",PUBLIC,2024-07-13T10:15:47.000Z,121,22,5
6339,urn:li:person:mark-murray,"Repeat client, Barrington",PUBLIC,2024-11-11T07:57:21.000Z,64,7,3
6340,urn:li:person:david-baxter,"Repeat client, Johnston",PUBLIC,2026-06-20T16:11:20.000Z,126,26,4
6341,urn:li:person:tomas-reis,Confirmed spring 2027 slot,PUBLIC,2025-10-28T12:06:17.000Z,51,9,8
6342,urn:li:person:tomas-reis,Sub electrical by Laura,PUBLIC,2024-11-08T14:54:02.000Z,23,21,7
6343,urn:li:person:jessica-murray,Crew lead Mike Russo,PUBLIC,2024-09-14T18:42:43.000Z,41,25,7
6344,urn:li:person:tomas-reis,Warranty callback closed,PUBLIC,2025-07-30T13:32:48.000Z,59,17,3
6345,urn:li:person:carla-mendoza,Punch list items outstanding,CONNECTIONS,2025-05-14T09:31:54.000Z,88,14,10
