id,firstName,lastName,headline,location,industry,connectedAt,organizationId
urn:li:person:tomas-d0b1,Angela,Pacheco,Co-owner Murray Plumbing and GC,444 Public St,Construction,2025-11-22T09:32:01.000Z,7002
urn:li:person:tomas-1f40,Tony,Ferrari,Residential plumbing apprentice candidate,452 Oakwood Dr,Construction,2026-05-10T19:39:33.000Z,
urn:li:person:tomas-05cd,Anthony,Cabral,Co-owner Murray Plumbing and GC,384 Transit St,Real Estate,2024-12-01T20:07:56.000Z,
urn:li:person:tomas-acb2,Nancy,Greco,Homeowner  -  Oakwood basement project,610 Camp St,Construction,2026-02-10T20:54:28.000Z,7002
urn:li:person:tomas-aa36,Vincent,Novak,Homeowner  -  Elmwood kitchen project,888 Atwells Ave,Construction,2025-11-01T18:17:55.000Z,
urn:li:person:tomas-1b1d,Maria,Henderson,Residential plumbing apprentice candidate,61 Cole Ave,Construction,2026-06-27T19:28:38.000Z,7001
urn:li:person:tomas-d0bb,Steven,Gallo,Plumbing Apprentice seeking Providence RI position,150 College Hill Rd,Construction,2026-07-12T09:45:53.000Z,
urn:li:person:tomas-8107,Tony,Donovan,Lead plumber at Murray Plumbing and GC,416 Chalkstone Ave,Construction,2026-10-17T06:59:04.000Z,7002
urn:li:person:tomas-db93,Michelle,Flynn,Residential plumbing apprentice candidate,944 Atwells Ave,Real Estate,2025-07-30T11:02:03.000Z,7002
urn:li:person:tomas-1a18,Joseph,Horvath,Homeowner  -  Elmwood kitchen project,89 Williams St,Construction,2026-05-29T06:38:58.000Z,7000
urn:li:person:tomas-6d73,David,Sullivan,Owner Baxter Plumbing Supply,175 Hartford Ave,Construction,2026-06-08T14:48:16.000Z,
urn:li:person:tomas-2636,Gina,Gagnon,Owner Baxter Plumbing Supply,564 Power St,Construction,2025-05-12T10:13:59.000Z,
urn:li:person:tomas-b60f,Rocco,Sullivan,Apprentice Plumber at Vista Plumbing,2 Broadway,Construction,2025-12-21T09:55:47.000Z,7001
urn:li:person:tomas-50e4,Gina,Ricci,Homeowner  -  Oakwood basement project,57 Elmgrove Ave,Construction,2025-07-10T15:53:26.000Z,7000
urn:li:person:tomas-b9bf,Paul,Patel,Apprentice Plumber at Vista Plumbing,978 Academy Ave,Construction,2026-10-21T10:36:44.000Z,7000
urn:li:person:tomas-ea17,Vincent,Lin,Career-change apprentice candidate,644 Larch St,Construction,2026-01-16T19:16:01.000Z,7000
urn:li:person:tomas-82ff,Jennifer,Hayashi,Co-owner Murray Plumbing and GC,664 Benevolent St,Real Estate,2024-10-13T18:21:18.000Z,
urn:li:person:tomas-2c8a,Mark,Sullivan,Residential plumbing apprentice candidate,204 Pleasant St,Construction,2024-06-11T10:43:54.000Z,7002
urn:li:person:tomas-b18a,Sal,Ferreira,Residential plumbing apprentice candidate,786 Ives St,Construction,2025-03-28T10:53:38.000Z,7001
urn:li:person:tomas-20d5,Jennifer,Esposito,Plumbing Apprentice seeking Providence RI position,112 Thayer St,Construction,2026-07-23T07:34:07.000Z,7000
urn:li:person:tomas-82e4,Jennifer,Ferreira,Homeowner  -  Elmwood kitchen project,720 Atwells Ave,Real Estate,2026-07-23T06:47:57.000Z,7000
urn:li:person:tomas-8e32,Steven,Kowalski,Residential plumbing apprentice candidate,374 Oakwood Dr,Construction,2025-12-31T12:17:19.000Z,7001
urn:li:person:tomas-7914,Donna,Almeida,Apprentice Plumber at Vista Plumbing,110 Governor St,Construction,2026-09-08T09:59:17.000Z,
urn:li:person:tomas-ba15,Carol,Boucher,Homeowner  -  Oakwood basement project,772 Waterman St,Wholesale,2024-09-19T15:27:48.000Z,
urn:li:person:tomas-f961,David,Almeida,Owner Baxter Plumbing Supply,853 Atwells Ave,Construction,2024-12-16T14:51:40.000Z,7002
urn:li:person:tomas-5a22,David,Murphy,Residential plumbing apprentice candidate,50 Elmwood Ave,Real Estate,2025-01-04T15:29:13.000Z,7001
urn:li:person:tomas-451c,Sandra,Ferreira,Owner Baxter Plumbing Supply,842 Transit St,Real Estate,2025-06-16T12:15:23.000Z,
urn:li:person:tomas-d7ed,Linda,Tannenbaum,Lead plumber at Murray Plumbing and GC,889 Broad St,Construction,2025-10-22T09:53:28.000Z,7002
urn:li:person:tomas-c896,Rosa,Conti,Owner Baxter Plumbing Supply,187 Douglas Ave,Construction,2026-07-11T06:38:51.000Z,
urn:li:person:tomas-8d92,Lisa,Wessel,Apprentice Plumber at Vista Plumbing,279 Benevolent St,Construction,2026-09-15T16:39:10.000Z,
urn:li:person:tomas-71d9,Mary,Greco,Homeowner  -  Elmwood kitchen project,770 Larch St,Construction,2024-09-25T13:23:55.000Z,
urn:li:person:tomas-d13a,Carol,DeLuca,Residential plumbing apprentice candidate,634 Smith St,Construction,2024-11-14T08:25:50.000Z,7000
urn:li:person:tomas-2513,Sandra,Correia,Lead plumber at Murray Plumbing and GC,777 Cole Ave,Construction,2026-07-25T18:12:58.000Z,
urn:li:person:tomas-cd32,Lisa,Westminster,Plumbing Apprentice seeking Providence RI position,38 Governor St,Construction,2026-06-22T19:13:02.000Z,
urn:li:person:tomas-5f28,Vincent,Bianchi,Homeowner  -  Oakwood basement project,918 Larch St,Construction,2024-09-26T07:45:24.000Z,
urn:li:person:tomas-4046,Robert,Lin,Homeowner  -  Elmwood kitchen project,677 Governor St,Real Estate,2024-12-13T08:27:45.000Z,
urn:li:person:tomas-06ec,Ruth,Boucher,Residential plumbing apprentice candidate,114 Benefit St,Construction,2026-04-26T16:05:43.000Z,
urn:li:person:tomas-86ca,John,Lin,Lead plumber at Murray Plumbing and GC,257 Freeman St,Real Estate,2024-06-11T20:39:40.000Z,
urn:li:person:tomas-2f2a,Ruth,Kowalski,Co-owner Murray Plumbing and GC,61 Cole Ave,Construction,2025-10-27T09:04:54.000Z,
urn:li:person:tomas-310a,Donna,Hayashi,Co-owner Murray Plumbing and GC,701 Angell St,Construction,2024-09-11T15:07:19.000Z,
urn:li:person:tomas-3b1c,Barbara,Marquez,Owner Baxter Plumbing Supply,160 Chalkstone Ave,Construction,2026-05-28T17:56:37.000Z,7000
urn:li:person:tomas-5405,Frank,Almeida,Homeowner  -  Elmwood kitchen project,500 Benefit St,Construction,2026-07-08T13:58:57.000Z,7000
urn:li:person:tomas-c4a3,Carol,Conti,Residential plumbing apprentice candidate,660 Thayer St,Construction,2025-02-26T09:01:46.000Z,
urn:li:person:tomas-df04,Michelle,Marquez,Residential plumbing apprentice candidate,878 Wickenden St,Construction,2025-05-27T13:18:15.000Z,
urn:li:person:tomas-5d67,Michelle,Brennan,Homeowner  -  Elmwood kitchen project,978 Smith St,Real Estate,2026-10-22T19:00:00.000Z,7000
urn:li:person:tomas-6136,Maria,Gagnon,Homeowner  -  Oakwood basement project,515 Williams St,Construction,2026-02-27T17:14:43.000Z,
urn:li:person:tomas-1961,Patricia,Almeida,Owner Baxter Plumbing Supply,936 Elmwood Ave,Construction,2024-07-31T15:23:21.000Z,
urn:li:person:tomas-5804,Gary,Boucher,Residential plumbing apprentice candidate,471 Power St,Construction,2025-01-15T16:10:03.000Z,
urn:li:person:tomas-07df,Richard,Ferrari,Lead plumber at Murray Plumbing and GC,546 Waterman St,Construction,2024-10-20T07:42:52.000Z,
urn:li:person:tomas-7dd2,Rosa,Silva,Career-change apprentice candidate,297 Waterman St,Construction,2026-05-20T18:49:23.000Z,
