object_id,name,company,street1,street2,city,state,zip,country,phone,email,is_residential,validated
addr-0207,Esteban Vega,,2415 Cedar St,Ste 100,San Antonio,TX,78704,US,2899135610,esteban.vega@example.com,true,true
addr-0208,Guillermo Vargas,,2443 Broadway St,,Aurora,TX,78209,US,7308062773,guillermo.vargas@example.com,false,true
addr-0209,Natalia Reyes,,1204 Cedar St,Apt 2,San Antonio,CO,78209,US,8863752084,natalia.reyes@example.com,true,true
addr-0210,Miguel Nair,,1795 Colfax St,Apt 2,Austin,CO,78704,US,3821448963,miguel.nair@example.com,true,true
addr-0211,Sofia Zamora,,3571 Broadway St,Apt 2,Austin,CO,78209,US,6453760655,sofia.zamora@example.com,false,true
addr-0212,Esteban Guzman,,3485 Alameda St,Ste 100,Aurora,CO,78209,US,3839916233,esteban.guzman@example.com,false,true
addr-0213,Lucia Cortes,,1234 Speer St,Ste 100,Austin,TX,78209,US,8634633241,lucia.cortes@example.com,true,true
addr-0214,Teresa Delgado,Stonebridge Research,2554 Broadway St,Apt 2,Aurora,TX,80203,US,5547503548,teresa.delgado@example.com,false,true
addr-0215,Wei Vargas,Stonebridge Research,1755 Colfax St,Apt 2,Austin,TX,80203,US,4965920418,wei.vargas@example.com,false,true
addr-0216,Guillermo Kowalski,Etsy Returns,3423 Alameda St,,Aurora,CO,78209,US,4529236005,guillermo.kowalski@example.com,false,true
addr-0217,Ines Serrano,,3527 Maple St,Unit 4,Austin,TX,78704,US,7185292389,ines.serrano@example.com,false,true
addr-0218,Marcus Guzman,Etsy Returns,1004 Colfax St,Unit 4,Denver,CO,78704,US,4270237737,marcus.guzman@example.com,false,true
addr-0219,Beatriz Villalobos,,1558 Maple St,,Austin,CO,80203,US,8990856839,beatriz.villalobos@example.com,false,true
addr-0220,Ines Beltran,Stonebridge Research,3596 Maple St,,San Antonio,TX,80203,US,2155783389,ines.beltran@example.com,false,true
addr-0221,Adriana Herrera,Etsy Returns,937 Speer St,,Austin,TX,78209,US,7675904025,adriana.herrera@example.com,true,true
addr-0222,Lucia Solis,,1999 Speer St,Apt 2,Denver,CO,78209,US,2200836709,lucia.solis@example.com,false,true
