employee_id,employee_name,entity_code,role,annual_salary_sek,bamboohr_present,skatteverket_tax_filing_present,badge_entries_last_180d,vpn_sessions_last_180d,gusto_present,hire_date,salary_bank_iban,forensic_flag
E-5183,Henrik Ohlin,VG-SE5,Sales,661000,true,true,113,137,true,2017-06-14,SE89 3000 005184 0000 5184,
E-5184,Patrik Sandberg,VG-SE4,Analyst,570000,true,true,158,104,true,2020-08-11,SE89 3000 005185 0000 5185,
E-5185,Marcus Berg,VG-EE1,Consultant,651000,true,true,190,154,true,2024-07-03,SE89 3000 005186 0000 5186,
E-5186,Johan Lindstrom,VG-EE1,Engineer,790000,true,true,105,104,true,2019-08-21,SE89 3000 005187 0000 5187,
E-5187,Marcus Persson,VG-SE2,Consultant,745000,true,true,127,163,true,2024-10-09,SE89 3000 005188 0000 5188,
E-5188,Martin Andersson,VG-SE12,Engineer,872000,true,true,173,134,true,2015-09-19,SE89 3000 005189 0000 5189,
E-5189,Erik Ahlberg,VG-SE13,Senior Analyst,676000,true,true,119,120,true,2015-04-01,SE89 3000 005190 0000 5190,
E-5190,Jaan Nilsson,VG-SE1,Analyst,512000,true,true,105,181,true,2024-08-20,SE89 3000 005191 0000 5191,
E-5191,Rikard Lundgren,VG-SE5,Engineer,841000,true,true,110,118,true,2017-06-26,SE89 3000 005192 0000 5192,
E-5192,Petra Bengtsson,VG-EE1,Director,1030000,true,true,185,109,true,2019-07-10,SE89 3000 005193 0000 5193,
E-5193,Anders Falk,VG-SE5,Controller,924000,true,true,160,118,true,2019-02-03,SE89 3000 005194 0000 5194,
E-5194,Marcus Ahlberg,VG-EE1,Operations,502000,true,true,101,166,true,2024-06-17,SE89 3000 005195 0000 5195,
E-5195,Henrik Larsson,VG-EE1,Analyst,509000,true,true,112,111,true,2015-06-08,SE89 3000 005196 0000 5196,
E-5196,Linnea Svensson,VG-SE4,Analyst,575000,true,true,165,188,true,2020-09-09,SE89 3000 005197 0000 5197,
E-5197,Martin Falk,VG-SE3,Consultant,546000,true,true,186,192,true,2024-06-14,SE89 3000 005198 0000 5198,
E-5198,Nils Bergstrom,VG-SE12,Sales,660000,true,true,179,155,true,2016-12-17,SE89 3000 005199 0000 5199,
E-5199,Simon Ohlin,VG-SE4,Director,1115000,true,true,165,177,true,2013-05-19,SE89 3000 005200 0000 5200,
E-5200,Oskar Roos,VG-SE12,Analyst,560000,true,true,135,138,true,2018-04-28,SE89 3000 005201 0000 5201,
E-5201,Johanna Bengtsson,VG-SE14,HR Partner,636000,true,true,102,134,true,2017-09-09,SE89 3000 005202 0000 5202,
E-5202,Nils Ekstrand,VG-SE2,HR Partner,670000,true,true,189,196,true,2021-01-01,SE89 3000 005203 0000 5203,
E-5203,Johan Lindstrom,VG-SE4,Engineer,687000,true,true,141,139,true,2016-02-09,SE89 3000 005204 0000 5204,
E-5204,Sofia Tamm,VG-SE14,HR Partner,710000,true,true,108,182,true,2017-10-01,SE89 3000 005205 0000 5205,
E-5205,Ida Andersson,VG-SE8,Product Manager,943000,true,true,189,124,true,2024-08-10,SE89 3000 005206 0000 5206,
E-5206,Marcus Olsson,VG-SE1,Director,1234000,true,true,127,175,true,2016-07-27,SE89 3000 005207 0000 5207,
E-5207,Anna Ekstrand,VG-SE2,Analyst,514000,true,true,166,185,true,2015-12-06,SE89 3000 005208 0000 5208,
E-5208,Leo Andersson,VG-SE6,Sales,748000,true,true,165,129,true,2023-08-03,SE89 3000 005209 0000 5209,
E-5209,Lars Lindberg,VG-SE2,Sales,619000,true,true,183,128,true,2023-01-24,SE89 3000 005210 0000 5210,
E-5210,Charlotte Jansson,VG-EE1,Engineer,635000,true,true,180,151,true,2022-08-23,SE89 3000 005211 0000 5211,
E-5211,Filip Falk,VG-EE1,Controller,801000,true,true,129,113,true,2022-01-25,SE89 3000 005212 0000 5212,
E-5212,Emma Lindberg,VG-SE13,Engineer,659000,true,true,123,138,true,2022-06-05,SE89 3000 005213 0000 5213,
E-5213,Saga Palmberg,VG-SE13,Analyst,572000,true,true,131,123,true,2023-01-06,SE89 3000 005214 0000 5214,
E-5214,Sara Hansen,VG-SE5,Senior Analyst,634000,true,true,129,154,true,2017-03-19,SE89 3000 005215 0000 5215,
E-5215,Fredrik Falk,VG-SE2,Engineer,705000,true,true,153,194,true,2021-03-17,SE89 3000 005216 0000 5216,
E-5216,Klara Ohlin,VG-SE1,Analyst,577000,true,true,174,138,true,2024-08-13,SE89 3000 005217 0000 5217,
E-5217,Johan Nilsson,VG-SE10,Director,988000,true,true,156,132,true,2020-10-07,SE89 3000 005218 0000 5218,
E-5218,Henrik Hansson,VG-SE6,Director,1121000,true,true,147,131,true,2020-06-22,SE89 3000 005219 0000 5219,
E-5219,Maja Ekstrom,VG-SE3,Analyst,487000,true,true,98,141,true,2016-06-04,SE89 3000 005220 0000 5220,
E-5220,Filip Nilsson,VG-EE1,Analyst,561000,true,true,151,176,true,2023-02-06,SE89 3000 005221 0000 5221,
E-5221,Cecilia Lindqvist,VG-SE3,Director,1231000,true,true,145,143,true,2018-04-27,SE89 3000 005222 0000 5222,
E-5222,Johan Jonsson,VG-SE3,Sales,675000,true,true,188,115,true,2017-05-10,SE89 3000 005223 0000 5223,
E-5223,Mikael Ahlberg,VG-SE9,Engineer,789000,true,true,153,164,true,2016-06-12,SE89 3000 005224 0000 5224,
E-5224,Peter Larsson,VG-SE2,Senior Analyst,742000,true,true,136,143,true,2020-10-20,SE89 3000 005225 0000 5225,
E-5225,Oskar Johansson,VG-SE11,Engineer,768000,true,true,176,107,true,2016-09-12,SE89 3000 005226 0000 5226,
E-5226,Leo Bergstrom,VG-SE9,Product Manager,716000,true,true,130,122,true,2017-11-03,SE89 3000 005227 0000 5227,
E-5227,Anna Roos,VG-SE6,Engineer,756000,true,true,127,148,true,2019-09-08,SE89 3000 005228 0000 5228,
E-5228,Alexander Ekstrom,VG-SE2,Engineer,653000,true,true,102,106,true,2023-06-03,SE89 3000 005229 0000 5229,
E-5229,Ebba Karlsson,VG-SE5,Director,1298000,true,true,149,126,true,2024-10-15,SE89 3000 005230 0000 5230,
E-5230,Malin Sandberg,VG-SE5,HR Partner,747000,true,true,124,155,true,2018-12-12,SE89 3000 005231 0000 5231,
E-5231,Charlotte Jonsson,VG-SE7,Analyst,597000,true,true,180,156,true,2021-01-14,SE89 3000 005232 0000 5232,
E-5232,Henrik Persson,VG-SE14,Operations,618000,true,true,130,117,true,2015-12-16,SE89 3000 005233 0000 5233,
E-5233,Rikard Nilsson,VG-SE7,Sales,750000,true,true,134,168,true,2015-10-04,SE89 3000 005234 0000 5234,
E-5234,Hugo Lundgren,VG-SE3,Sales,562000,true,true,100,153,true,2024-04-23,SE89 3000 005235 0000 5235,
E-5235,Nils Lindberg,VG-SE11,Engineer,669000,true,true,106,139,true,2024-12-05,SE89 3000 005236 0000 5236,
E-5236,David Ahlberg,VG-SE1,Analyst,528000,true,true,121,142,true,2016-03-10,SE89 3000 005237 0000 5237,
E-5237,Ebba Ohlin,VG-SE9,Controller,853000,true,true,146,105,true,2021-12-02,SE89 3000 005238 0000 5238,
E-5238,Alva Falk,VG-SE5,Director,1012000,true,true,118,168,true,2018-05-28,SE89 3000 005239 0000 5239,
E-5239,Linnea Persson,VG-SE3,Director,1287000,true,true,127,186,true,2017-10-08,SE89 3000 005240 0000 5240,
E-5240,Marcus Ekstrom,VG-SE1,Consultant,622000,true,true,136,153,true,2023-10-08,SE89 3000 005241 0000 5241,
E-5241,Maja Johansson,VG-EE1,Director,1198000,true,true,130,132,true,2024-11-24,SE89 3000 005242 0000 5242,
E-5242,Leo Palmberg,VG-SE1,Operations,628000,true,true,129,168,true,2013-01-11,SE89 3000 005243 0000 5243,
E-5243,Charlotte Ohlin,VG-SE2,Product Manager,884000,true,true,114,122,true,2019-06-09,SE89 3000 005244 0000 5244,
E-5244,Nils Larsson,VG-SE11,Operations,576000,true,true,182,106,true,2022-12-16,SE89 3000 005245 0000 5245,
E-5245,Alexander Sjoberg,VG-SE3,Controller,942000,true,true,126,156,true,2013-05-01,SE89 3000 005246 0000 5246,
E-5246,Viktor Pettersson,VG-SE14,Senior Analyst,666000,true,true,182,139,true,2021-10-16,SE89 3000 005247 0000 5247,
E-5247,Sofia Berg,VG-SE13,Director,997000,true,true,185,124,true,2015-07-08,SE89 3000 005248 0000 5248,
E-5248,Cecilia Molin,VG-SE4,Director,1011000,true,true,102,178,true,2021-06-23,SE89 3000 005249 0000 5249,
E-5249,Nils Sjoberg,VG-SE13,Sales,666000,true,true,110,169,true,2020-12-02,SE89 3000 005250 0000 5250,
E-5250,Johan Lundgren,VG-SE13,Sales,693000,true,true,124,146,true,2018-11-27,SE89 3000 005251 0000 5251,
E-5251,Leo Jansson,VG-SE1,Sales,703000,true,true,144,142,true,2023-12-14,SE89 3000 005252 0000 5252,
E-5252,Nils Jansson,VG-SE3,Controller,952000,true,true,155,174,true,2022-03-15,SE89 3000 005253 0000 5253,
E-5253,Peter Pettersson,VG-SE14,Controller,943000,true,true,129,141,true,2018-09-24,SE89 3000 005254 0000 5254,
E-5254,Josefin Lundgren,VG-SE9,Sales,697000,true,true,139,153,true,2023-11-10,SE89 3000 005255 0000 5255,
E-5255,Tobias Sandberg,VG-SE14,Consultant,647000,true,true,151,162,true,2020-05-23,SE89 3000 005256 0000 5256,
E-5256,Peter Lindstrom,VG-SE12,Consultant,623000,true,true,175,146,true,2019-07-16,SE89 3000 005257 0000 5257,
E-5257,Ebba Lindqvist,VG-SE10,HR Partner,802000,true,true,138,107,true,2018-05-16,SE89 3000 005258 0000 5258,
E-5258,Nils Jansson,VG-SE13,Consultant,755000,true,true,103,178,true,2020-11-25,SE89 3000 005259 0000 5259,
E-5259,Andreas Berg,VG-SE6,Director,1051000,true,true,142,177,true,2023-08-22,SE89 3000 005260 0000 5260,
E-5260,Anders Hansson,VG-SE2,Director,1291000,true,true,142,173,true,2017-03-24,SE89 3000 005261 0000 5261,
E-5261,Anna Jonsson,VG-SE13,HR Partner,722000,true,true,174,168,true,2015-07-17,SE89 3000 005262 0000 5262,
E-5262,Wilma Jonsson,VG-SE4,Senior Analyst,800000,true,true,184,133,true,2015-01-03,SE89 3000 005263 0000 5263,
E-5263,Rikard Hansson,VG-SE2,Engineer,682000,true,true,178,159,true,2018-04-23,SE89 3000 005264 0000 5264,
E-5264,Axel Bergstrom,VG-SE3,Analyst,543000,true,true,143,172,true,2019-09-17,SE89 3000 005265 0000 5265,
E-5265,Kristina Eriksson,VG-SE8,Director,1062000,true,true,133,112,true,2019-12-19,SE89 3000 005266 0000 5266,
E-5266,Tobias Jonsson,VG-SE10,Product Manager,713000,true,true,123,178,true,2013-12-18,SE89 3000 005267 0000 5267,
E-5267,Tobias Pettersson,VG-SE1,Consultant,533000,true,true,162,143,true,2022-08-07,SE89 3000 005268 0000 5268,
E-5268,Lars Lindstrom,VG-SE8,Engineer,801000,true,true,151,181,true,2024-08-28,SE89 3000 005269 0000 5269,
E-5269,Sara Lundgren,VG-SE6,Operations,580000,true,true,96,141,true,2022-07-23,SE89 3000 005270 0000 5270,
E-5270,Helena Berg,VG-SE7,HR Partner,726000,true,true,118,112,true,2018-04-19,SE89 3000 005271 0000 5271,
E-5271,Gustav Falk,VG-SE6,Director,998000,true,true,106,104,true,2020-09-14,SE89 3000 005272 0000 5272,
E-5272,Johanna Lundgren,VG-SE4,Product Manager,718000,true,true,131,187,true,2022-12-09,SE89 3000 005273 0000 5273,
E-5273,Helena Falk,VG-SE4,Engineer,691000,true,true,136,193,true,2013-08-05,SE89 3000 005274 0000 5274,
E-5274,Henrik Lindberg,VG-SE6,Director,1158000,true,true,189,151,true,2017-03-06,SE89 3000 005275 0000 5275,
E-5275,Freja Gustafsson,VG-SE11,Controller,827000,true,true,182,136,true,2021-05-01,SE89 3000 005276 0000 5276,
E-5276,Ebba Olsson,VG-SE4,HR Partner,801000,true,true,163,167,true,2018-03-26,SE89 3000 005277 0000 5277,
E-5277,Filip Persson,VG-SE12,HR Partner,732000,true,true,184,125,true,2019-02-27,SE89 3000 005278 0000 5278,
E-5278,Axel Sandberg,VG-SE4,HR Partner,727000,true,true,173,180,true,2024-07-17,SE89 3000 005279 0000 5279,
E-5279,Mikael Persson,VG-SE11,Engineer,711000,true,true,154,120,true,2020-11-05,SE89 3000 005280 0000 5280,
E-5280,Freja Sjoberg,VG-SE3,Consultant,567000,true,true,136,183,true,2018-07-20,SE89 3000 005281 0000 5281,
E-5281,Martin Falk,VG-SE2,Director,1069000,true,true,182,112,true,2013-04-10,SE89 3000 005282 0000 5282,
E-5282,Helena Hansen,VG-SE4,Director,1205000,true,true,101,110,true,2023-01-27,SE89 3000 005283 0000 5283,
E-5283,Anders Hansson,VG-SE12,Product Manager,825000,true,true,101,183,true,2021-11-09,SE89 3000 005284 0000 5284,
E-5284,Freja Hansson,VG-SE1,Engineer,689000,true,true,141,190,true,2023-12-08,SE89 3000 005285 0000 5285,
E-5285,Leo Lindqvist,VG-SE8,Senior Analyst,637000,true,true,126,135,true,2022-05-24,SE89 3000 005286 0000 5286,
E-5286,Petra Olsson,VG-EE1,Operations,696000,true,true,187,183,true,2020-07-09,SE89 3000 005287 0000 5287,
E-5287,Alva Lundgren,VG-SE2,Consultant,616000,true,true,141,119,true,2018-10-02,SE89 3000 005288 0000 5288,
E-5288,Viktor Johansson,VG-SE1,Senior Analyst,685000,true,true,159,147,true,2013-10-10,SE89 3000 005289 0000 5289,
E-5289,Sofia Ekstrand,VG-SE8,Consultant,759000,true,true,141,187,true,2017-12-19,SE89 3000 005290 0000 5290,
E-5290,David Hansson,VG-SE1,Analyst,582000,true,true,172,136,true,2024-09-24,SE89 3000 005291 0000 5291,
E-5291,Sara Hansson,VG-SE1,Senior Analyst,698000,true,true,149,182,true,2022-10-05,SE89 3000 005292 0000 5292,
E-5292,Freja Lindberg,VG-SE6,Analyst,603000,true,true,98,127,true,2019-06-26,SE89 3000 005293 0000 5293,
E-5293,Erik Lindberg,VG-SE7,Director,1022000,true,true,147,125,true,2024-06-12,SE89 3000 005294 0000 5294,
E-5294,Johanna Larsson,VG-SE6,Director,985000,true,true,142,172,true,2023-11-17,SE89 3000 005295 0000 5295,
E-5295,Anna Lindqvist,VG-SE3,Analyst,538000,true,true,126,129,true,2016-05-24,SE89 3000 005296 0000 5296,
E-5296,Freja Karlsson,VG-SE3,Operations,532000,true,true,144,132,true,2021-06-12,SE89 3000 005297 0000 5297,
E-5297,Lisa Lindqvist,VG-SE9,Operations,533000,true,true,121,168,true,2020-07-10,SE89 3000 005298 0000 5298,
E-5298,Johanna Jonsson,VG-SE7,Director,1157000,true,true,138,144,true,2019-08-11,SE89 3000 005299 0000 5299,
E-5299,Ida Ohlin,VG-SE2,Senior Analyst,770000,true,true,115,141,true,2018-07-06,SE89 3000 005300 0000 5300,
E-5300,Anders Karlsson,VG-SE4,Senior Analyst,620000,true,true,113,140,true,2015-05-12,SE89 3000 005301 0000 5301,
E-5301,Nils Lindstrom,VG-SE14,Consultant,543000,true,true,190,172,true,2016-08-12,SE89 3000 005302 0000 5302,
E-5302,Gustav Sandberg,VG-SE3,Operations,704000,true,true,150,167,true,2013-07-07,SE89 3000 005303 0000 5303,
E-5303,Simon Bengtsson,VG-SE3,Controller,927000,true,true,148,117,true,2023-09-20,SE89 3000 005304 0000 5304,
E-5304,Josefin Eriksson,VG-EE1,Product Manager,769000,true,true,161,113,true,2016-09-04,SE89 3000 005305 0000 5305,
E-5305,Saga Lindberg,VG-SE6,Analyst,600000,true,true,147,151,true,2021-08-28,SE89 3000 005306 0000 5306,
E-5306,Jaan Sandberg,VG-SE3,Product Manager,904000,true,true,115,141,true,2015-01-18,SE89 3000 005307 0000 5307,
E-5307,Jaan Persson,VG-SE7,Senior Analyst,722000,true,true,107,160,true,2018-04-18,SE89 3000 005308 0000 5308,
E-5308,Astrid Karlsson,VG-EE1,Senior Analyst,722000,true,true,107,117,true,2015-04-02,SE89 3000 005309 0000 5309,
E-5309,Elin Sandberg,VG-SE1,Director,1241000,true,true,130,177,true,2019-04-08,SE89 3000 005310 0000 5310,
E-5310,Karin Sjoberg,VG-SE6,Sales,581000,true,true,177,126,true,2021-02-24,SE89 3000 005311 0000 5311,
E-5311,Anders Olsson,VG-SE13,Engineer,724000,true,true,183,114,true,2015-07-13,SE89 3000 005312 0000 5312,
E-5312,Johan Berg,VG-SE11,Sales,717000,true,true,158,171,true,2020-08-20,SE89 3000 005313 0000 5313,
E-5313,Anna Nilsson,VG-SE7,Director,1246000,true,true,126,110,true,2023-04-08,SE89 3000 005314 0000 5314,
E-5314,Wilma Falk,VG-SE10,Senior Analyst,739000,true,true,147,120,true,2016-07-06,SE89 3000 005315 0000 5315,
E-5315,Sofia Ekstrom,VG-EE1,Analyst,530000,true,true,161,109,true,2017-04-01,SE89 3000 005316 0000 5316,
E-5316,Leo Tamm,VG-SE4,Controller,863000,true,true,183,172,true,2023-06-18,SE89 3000 005317 0000 5317,
E-5317,Wilma Tamm,VG-SE12,Analyst,551000,true,true,150,137,true,2017-12-18,SE89 3000 005318 0000 5318,
E-5318,Sara Ekstrand,VG-EE1,Consultant,763000,true,true,124,104,true,2023-02-05,SE89 3000 005319 0000 5319,
E-5319,Elin Nilsson,VG-SE7,Product Manager,807000,true,true,121,163,true,2021-10-10,SE89 3000 005320 0000 5320,
E-5320,Sara Falk,VG-SE1,HR Partner,797000,true,true,154,126,true,2013-02-02,SE89 3000 005321 0000 5321,
E-5321,Tobias Jansson,VG-SE7,Director,1022000,true,true,181,169,true,2017-04-07,SE89 3000 005322 0000 5322,
E-5322,Andreas Larsson,VG-SE7,Analyst,549000,true,true,186,167,true,2017-08-24,SE89 3000 005323 0000 5323,
E-5323,Freja Roos,VG-SE13,Product Manager,789000,true,true,150,137,true,2021-12-06,SE89 3000 005324 0000 5324,
E-5324,Andreas Persson,VG-SE1,Engineer,784000,true,true,136,122,true,2022-10-27,SE89 3000 005325 0000 5325,
E-5325,Oskar Karlsson,VG-SE8,Controller,823000,true,true,99,161,true,2020-09-01,SE89 3000 005326 0000 5326,
E-5326,Martin Roos,VG-SE1,Operations,542000,true,true,123,113,true,2021-05-04,SE89 3000 005327 0000 5327,
E-5327,Sara Hansen,VG-SE1,Controller,804000,true,true,178,112,true,2020-01-15,SE89 3000 005328 0000 5328,
E-5328,Saga Lundgren,VG-SE11,Controller,763000,true,true,139,137,true,2021-11-21,SE89 3000 005329 0000 5329,
E-5329,Simon Larsson,VG-SE11,Engineer,738000,true,true,118,154,true,2024-10-09,SE89 3000 005330 0000 5330,
E-5330,Simon Hansen,VG-SE4,Analyst,555000,true,true,118,145,true,2023-12-22,SE89 3000 005331 0000 5331,
E-5331,Anna Bengtsson,VG-SE12,HR Partner,766000,true,true,158,106,true,2018-10-20,SE89 3000 005332 0000 5332,
E-5332,Andreas Hansen,VG-SE1,Engineer,687000,true,true,153,135,true,2023-07-02,SE89 3000 005333 0000 5333,
E-5333,Nils Bengtsson,VG-SE12,HR Partner,695000,true,true,98,160,true,2023-12-06,SE89 3000 005334 0000 5334,
E-5334,Leo Bergstrom,VG-SE8,Analyst,597000,true,true,173,108,true,2019-10-24,SE89 3000 005335 0000 5335,
E-5335,Freja Wallin,VG-SE9,HR Partner,790000,true,true,167,122,true,2018-06-26,SE89 3000 005336 0000 5336,
E-5336,Karin Nilsson,VG-EE1,Operations,709000,true,true,143,170,true,2018-09-03,SE89 3000 005337 0000 5337,
E-5337,Anna Bergstrom,VG-SE4,Controller,879000,true,true,118,123,true,2024-10-20,SE89 3000 005338 0000 5338,
E-5338,Martin Olsson,VG-SE1,Consultant,700000,true,true,185,157,true,2019-11-17,SE89 3000 005339 0000 5339,
E-5339,Karin Larsson,VG-SE7,Engineer,679000,true,true,108,147,true,2019-01-07,SE89 3000 005340 0000 5340,
E-5340,Freja Berg,VG-SE7,Engineer,821000,true,true,158,159,true,2021-09-16,SE89 3000 005341 0000 5341,
E-5341,Viktor Ekstrom,VG-SE7,Operations,680000,true,true,190,155,true,2019-01-08,SE89 3000 005342 0000 5342,
E-5342,Patrik Ekstrom,VG-SE11,Analyst,552000,true,true,136,153,true,2018-01-11,SE89 3000 005343 0000 5343,
E-5343,Helena Olsson,VG-SE6,Controller,891000,true,true,131,171,true,2017-12-23,SE89 3000 005344 0000 5344,
E-5344,Gustav Pettersson,VG-SE8,Sales,626000,true,true,145,164,true,2018-06-26,SE89 3000 005345 0000 5345,
E-5345,Helena Falk,VG-SE4,Engineer,771000,true,true,109,152,true,2013-10-07,SE89 3000 005346 0000 5346,
E-5346,Alexander Eriksson,VG-SE9,Consultant,667000,true,true,100,149,true,2020-05-25,SE89 3000 005347 0000 5347,
E-5347,Maja Lindqvist,VG-SE7,Engineer,804000,true,true,166,188,true,2019-12-10,SE89 3000 005348 0000 5348,
E-5348,Petra Molin,VG-SE7,HR Partner,640000,true,true,147,179,true,2022-03-13,SE89 3000 005349 0000 5349,
E-5349,Johanna Wallin,VG-SE8,Analyst,612000,true,true,107,178,true,2015-04-05,SE89 3000 005350 0000 5350,
E-5350,Freja Larsson,VG-SE6,Product Manager,746000,true,true,168,163,true,2019-06-20,SE89 3000 005351 0000 5351,
E-5351,Petra Ohlin,VG-SE9,Operations,574000,true,true,121,128,true,2024-12-04,SE89 3000 005352 0000 5352,
E-5352,Viktor Svensson,VG-SE11,Operations,664000,true,true,181,179,true,2023-03-04,SE89 3000 005353 0000 5353,
E-5353,Anders Bergstrom,VG-SE4,Sales,626000,true,true,139,123,true,2015-01-25,SE89 3000 005354 0000 5354,
E-5354,Erik Falk,VG-SE6,Sales,615000,true,true,120,190,true,2016-01-27,SE89 3000 005355 0000 5355,
E-5355,Martin Johansson,VG-SE2,HR Partner,698000,true,true,164,138,true,2015-04-09,SE89 3000 005356 0000 5356,
E-5356,Maja Hansson,VG-SE1,Analyst,520000,true,true,176,141,true,2015-10-19,SE89 3000 005357 0000 5357,
E-5357,Johanna Hansen,VG-SE9,Controller,838000,true,true,132,173,true,2023-12-11,SE89 3000 005358 0000 5358,
E-5358,Charlotte Bergstrom,VG-SE1,Controller,836000,true,true,126,146,true,2021-06-15,SE89 3000 005359 0000 5359,
E-5359,Camilla Bergstrom,VG-SE3,Director,1279000,true,true,142,120,true,2015-09-20,SE89 3000 005360 0000 5360,
E-5360,Karin Lindstrom,VG-SE3,HR Partner,760000,true,true,139,136,true,2022-06-08,SE89 3000 005361 0000 5361,
E-5361,Erik Wallin,VG-SE1,Product Manager,854000,true,true,133,139,true,2013-09-19,SE89 3000 005362 0000 5362,
E-5362,Rikard Gustafsson,VG-SE14,Analyst,579000,true,true,171,177,true,2015-04-05,SE89 3000 005363 0000 5363,
E-5363,Alva Hansen,VG-SE7,Consultant,675000,true,true,129,185,true,2023-04-28,SE89 3000 005364 0000 5364,
E-5364,Rikard Bergstrom,VG-SE1,Senior Analyst,679000,true,true,178,119,true,2024-11-10,SE89 3000 005365 0000 5365,
E-5365,Alexander Larsson,VG-SE10,Operations,577000,true,true,98,195,true,2022-06-09,SE89 3000 005366 0000 5366,
E-5366,David Nilsson,VG-SE13,Analyst,596000,true,true,114,143,true,2024-10-27,SE89 3000 005367 0000 5367,
E-5367,Petra Olsson,VG-SE4,Senior Analyst,625000,true,true,189,165,true,2021-12-03,SE89 3000 005368 0000 5368,
E-5368,Lars Olsson,VG-SE4,Director,1153000,true,true,154,173,true,2020-12-13,SE89 3000 005369 0000 5369,
E-5369,Andreas Palmberg,VG-SE3,Operations,524000,true,true,157,132,true,2019-12-02,SE89 3000 005370 0000 5370,
E-5370,Andreas Lundgren,VG-SE1,Senior Analyst,689000,true,true,186,146,true,2024-09-22,SE89 3000 005371 0000 5371,
E-5371,Patrik Sandberg,VG-SE2,Engineer,825000,true,true,186,135,true,2024-05-04,SE89 3000 005372 0000 5372,
E-5372,Fredrik Eriksson,VG-SE2,Operations,693000,true,true,160,131,true,2015-10-28,SE89 3000 005373 0000 5373,
E-5373,Mikael Jansson,VG-SE1,Consultant,776000,true,true,107,188,true,2023-11-21,SE89 3000 005374 0000 5374,
E-5374,Filip Karlsson,VG-SE2,Sales,745000,true,true,151,125,true,2022-08-05,SE89 3000 005375 0000 5375,
E-5375,Hugo Ahlberg,VG-SE7,Engineer,625000,true,true,130,145,true,2016-07-10,SE89 3000 005376 0000 5376,
E-5376,Oskar Olsson,VG-SE9,Engineer,811000,true,true,98,169,true,2020-08-11,SE89 3000 005377 0000 5377,
E-5377,Josefin Olsson,VG-SE10,Consultant,691000,true,true,130,166,true,2021-04-10,SE89 3000 005378 0000 5378,
E-5378,Ebba Sandberg,VG-SE4,Consultant,529000,true,true,121,108,true,2013-10-13,SE89 3000 005379 0000 5379,
E-5379,Josefin Jonsson,VG-SE12,Analyst,590000,true,true,185,138,true,2021-09-11,SE89 3000 005380 0000 5380,
E-5380,Lars Svensson,VG-SE4,Controller,866000,true,true,153,178,true,2023-04-11,SE89 3000 005381 0000 5381,
E-5381,Andreas Jansson,VG-SE4,Controller,955000,true,true,115,196,true,2016-04-13,SE89 3000 005382 0000 5382,
E-5382,Hugo Hansen,VG-SE1,Controller,909000,true,true,151,155,true,2020-06-25,SE89 3000 005383 0000 5383,
E-5383,Simon Ohlin,VG-EE1,Controller,901000,true,true,174,195,true,2021-10-02,SE89 3000 005384 0000 5384,
E-5384,Sofia Andersson,VG-SE1,HR Partner,777000,true,true,184,177,true,2017-04-10,SE89 3000 005385 0000 5385,
E-5385,Johan Jonsson,VG-SE14,Senior Analyst,808000,true,true,162,122,true,2018-05-21,SE89 3000 005386 0000 5386,
E-5386,Lars Palmberg,VG-SE1,Director,1081000,true,true,172,143,true,2020-07-04,SE89 3000 005387 0000 5387,
E-5387,Helena Roos,VG-SE6,Director,1280000,true,true,185,195,true,2021-06-15,SE89 3000 005388 0000 5388,
E-5388,Tobias Lindberg,VG-SE6,Analyst,613000,true,true,155,172,true,2022-02-01,SE89 3000 005389 0000 5389,
E-5389,Henrik Pettersson,VG-SE7,Controller,922000,true,true,179,108,true,2015-07-21,SE89 3000 005390 0000 5390,
E-5390,Viktor Bengtsson,VG-EE1,Sales,737000,true,true,115,170,true,2024-03-06,SE89 3000 005391 0000 5391,
E-5391,Filip Lindstrom,VG-SE2,Engineer,629000,true,true,145,147,true,2020-09-14,SE89 3000 005392 0000 5392,
E-5392,Josefin Lindstrom,VG-SE10,Sales,658000,true,true,146,125,true,2019-05-15,SE89 3000 005393 0000 5393,
E-5393,Alva Ahlberg,VG-SE3,Controller,926000,true,true,157,148,true,2015-05-01,SE89 3000 005394 0000 5394,
E-5394,Alva Pettersson,VG-SE1,HR Partner,793000,true,true,129,124,true,2020-02-28,SE89 3000 005395 0000 5395,
E-5395,Oscar Lindqvist,VG-SE2,Product Manager,849000,true,true,168,128,true,2023-07-21,SE89 3000 005396 0000 5396,
E-5396,Martin Persson,VG-SE3,Senior Analyst,745000,true,true,159,136,true,2015-04-01,SE89 3000 005397 0000 5397,
E-5397,Cecilia Roos,VG-SE4,Analyst,598000,true,true,152,163,true,2020-01-07,SE89 3000 005398 0000 5398,
E-5398,Josefin Sjoberg,VG-SE9,Consultant,619000,true,true,102,115,true,2023-11-24,SE89 3000 005399 0000 5399,
E-5399,Patrik Sandberg,VG-SE12,Senior Analyst,719000,true,true,185,115,true,2024-08-28,SE89 3000 005400 0000 5400,
E-5400,Leo Larsson,VG-SE7,Consultant,658000,true,true,184,110,true,2015-05-18,SE89 3000 005401 0000 5401,
E-5401,Hugo Sandberg,VG-SE12,Controller,842000,true,true,137,157,true,2018-08-20,SE89 3000 005402 0000 5402,
E-5402,Johanna Wallin,VG-SE1,Product Manager,754000,true,true,182,165,true,2018-02-19,SE89 3000 005403 0000 5403,
