snapshot_id,week_start,employee_id,employee_name,location,location_code,role,accrual_rate_hrs_per_week,balance_start_hrs,accrued_hrs,used_hrs,balance_end_hrs,request_status,notes
PTO-0195,2026-09-28,E-202,Devon McGrath,Schaefer Quick Stop,SF,Assistant Manager,1.45,37.10,1.45,0,38.55,-,
PTO-0196,2026-10-05,E-202,Devon McGrath,Schaefer Quick Stop,SF,Assistant Manager,1.45,38.55,1.45,0,40.00,-,
PTO-0197,2026-10-12,E-202,Devon McGrath,Schaefer Quick Stop,SF,Assistant Manager,1.45,40.00,1.45,0,41.45,-,
PTO-0198,2026-10-19,E-202,Devon McGrath,Schaefer Quick Stop,SF,Assistant Manager,1.45,41.45,1.45,0,42.90,-,
PTO-0199,2026-10-26,E-202,Devon McGrath,Schaefer Quick Stop,SF,Assistant Manager,1.45,42.90,1.45,0,44.35,-,
PTO-0200,2026-11-02,E-202,Devon McGrath,Schaefer Quick Stop,SF,Assistant Manager,1.45,44.35,1.45,0,45.80,-,
PTO-0201,2026-11-09,E-202,Devon McGrath,Schaefer Quick Stop,SF,Assistant Manager,1.45,45.80,1.45,0,47.25,-,
PTO-0202,2026-11-16,E-202,Devon McGrath,Schaefer Quick Stop,SF,Assistant Manager,1.45,47.25,1.45,0,48.70,-,
PTO-0203,2026-11-23,E-202,Devon McGrath,Schaefer Quick Stop,SF,Assistant Manager,1.45,48.70,1.45,0,50.15,-,
PTO-0204,2026-11-30,E-202,Devon McGrath,Schaefer Quick Stop,SF,Assistant Manager,1.45,50.15,1.45,0,51.60,-,
PTO-0205,2026-12-07,E-202,Devon McGrath,Schaefer Quick Stop,SF,Assistant Manager,1.45,51.60,1.45,0,53.05,-,
PTO-0206,2026-12-14,E-202,Devon McGrath,Schaefer Quick Stop,SF,Assistant Manager,1.45,53.05,1.45,0,54.50,-,
PTO-0207,2026-12-21,E-202,Devon McGrath,Schaefer Quick Stop,SF,Assistant Manager,1.45,54.50,1.45,0,55.95,-,
PTO-0208,2026-12-28,E-202,Devon McGrath,Schaefer Quick Stop,SF,Assistant Manager,1.45,55.95,1.45,0,57.40,-,
PTO-0209,2026-07-06,E-203,Priyanka Sen,Schaefer Quick Stop,SF,Part-time Cashier,0.75,19.70,0.75,0,20.45,-,
PTO-0210,2026-07-13,E-203,Priyanka Sen,Schaefer Quick Stop,SF,Part-time Cashier,0.75,20.45,0.75,0,21.20,-,
PTO-0211,2026-07-20,E-203,Priyanka Sen,Schaefer Quick Stop,SF,Part-time Cashier,0.75,21.20,0.75,0,21.95,-,
PTO-0212,2026-07-27,E-203,Priyanka Sen,Schaefer Quick Stop,SF,Part-time Cashier,0.75,21.95,0.75,0,22.70,-,
PTO-0213,2026-08-03,E-203,Priyanka Sen,Schaefer Quick Stop,SF,Part-time Cashier,0.75,22.70,0.75,0,23.45,-,
PTO-0214,2026-08-10,E-203,Priyanka Sen,Schaefer Quick Stop,SF,Part-time Cashier,0.75,23.45,0.75,0,24.20,-,
PTO-0215,2026-08-17,E-203,Priyanka Sen,Schaefer Quick Stop,SF,Part-time Cashier,0.75,24.20,0.75,4,20.95,approved,time-off used 4h
PTO-0216,2026-08-24,E-203,Priyanka Sen,Schaefer Quick Stop,SF,Part-time Cashier,0.75,20.95,0.75,0,21.70,-,
PTO-0217,2026-08-31,E-203,Priyanka Sen,Schaefer Quick Stop,SF,Part-time Cashier,0.75,21.70,0.75,0,22.45,-,
PTO-0218,2026-09-07,E-203,Priyanka Sen,Schaefer Quick Stop,SF,Part-time Cashier,0.75,22.45,0.75,0,23.20,-,
PTO-0219,2026-09-14,E-203,Priyanka Sen,Schaefer Quick Stop,SF,Part-time Cashier,0.75,23.20,0.75,0,23.95,-,
PTO-0220,2026-09-21,E-203,Priyanka Sen,Schaefer Quick Stop,SF,Part-time Cashier,0.75,23.95,0.75,0,24.70,-,
PTO-0221,2026-09-28,E-203,Priyanka Sen,Schaefer Quick Stop,SF,Part-time Cashier,0.75,24.70,0.75,0,25.45,-,
PTO-0222,2026-10-05,E-203,Priyanka Sen,Schaefer Quick Stop,SF,Part-time Cashier,0.75,25.45,0.75,0,26.20,-,
PTO-0223,2026-10-12,E-203,Priyanka Sen,Schaefer Quick Stop,SF,Part-time Cashier,0.75,26.20,0.75,0,26.95,-,
PTO-0224,2026-10-19,E-203,Priyanka Sen,Schaefer Quick Stop,SF,Part-time Cashier,0.75,26.95,0.75,0,27.70,-,
PTO-0225,2026-10-26,E-203,Priyanka Sen,Schaefer Quick Stop,SF,Part-time Cashier,0.75,27.70,0.75,0,28.45,-,
PTO-0226,2026-11-02,E-203,Priyanka Sen,Schaefer Quick Stop,SF,Part-time Cashier,0.75,28.45,0.75,0,29.20,-,
PTO-0227,2026-11-09,E-203,Priyanka Sen,Schaefer Quick Stop,SF,Part-time Cashier,0.75,29.20,0.75,0,29.95,-,
PTO-0228,2026-11-16,E-203,Priyanka Sen,Schaefer Quick Stop,SF,Part-time Cashier,0.75,29.95,0.75,0,30.70,-,
PTO-0229,2026-11-23,E-203,Priyanka Sen,Schaefer Quick Stop,SF,Part-time Cashier,0.75,30.70,0.75,0,31.45,-,
PTO-0230,2026-11-30,E-203,Priyanka Sen,Schaefer Quick Stop,SF,Part-time Cashier,0.75,31.45,0.75,0,32.20,-,
PTO-0231,2026-12-07,E-203,Priyanka Sen,Schaefer Quick Stop,SF,Part-time Cashier,0.75,32.20,0.75,0,32.95,-,
PTO-0232,2026-12-14,E-203,Priyanka Sen,Schaefer Quick Stop,SF,Part-time Cashier,0.75,32.95,0.75,0,33.70,-,
PTO-0233,2026-12-21,E-203,Priyanka Sen,Schaefer Quick Stop,SF,Part-time Cashier,0.75,33.70,0.75,0,34.45,-,
PTO-0234,2026-12-28,E-203,Priyanka Sen,Schaefer Quick Stop,SF,Part-time Cashier,0.75,34.45,0.75,0,35.20,-,
PTO-0235,2026-07-06,E-204,Bruno Katz,Schaefer Quick Stop,SF,Overnight Cashier,1.15,30.20,1.15,0,31.35,-,
PTO-0236,2026-07-13,E-204,Bruno Katz,Schaefer Quick Stop,SF,Overnight Cashier,1.15,31.35,1.15,0,32.50,-,
PTO-0237,2026-07-20,E-204,Bruno Katz,Schaefer Quick Stop,SF,Overnight Cashier,1.15,32.50,1.15,0,33.65,-,
PTO-0238,2026-07-27,E-204,Bruno Katz,Schaefer Quick Stop,SF,Overnight Cashier,1.15,33.65,1.15,0,34.80,-,
PTO-0239,2026-08-03,E-204,Bruno Katz,Schaefer Quick Stop,SF,Overnight Cashier,1.15,34.80,1.15,0,35.95,-,
PTO-0240,2026-08-10,E-204,Bruno Katz,Schaefer Quick Stop,SF,Overnight Cashier,1.15,35.95,1.15,0,37.10,-,
PTO-0241,2026-08-17,E-204,Bruno Katz,Schaefer Quick Stop,SF,Overnight Cashier,1.15,37.10,1.15,0,38.25,-,
PTO-0242,2026-08-24,E-204,Bruno Katz,Schaefer Quick Stop,SF,Overnight Cashier,1.15,38.25,1.15,0,39.40,-,
PTO-0243,2026-08-31,E-204,Bruno Katz,Schaefer Quick Stop,SF,Overnight Cashier,1.15,39.40,1.15,0,40.55,-,
PTO-0244,2026-09-07,E-204,Bruno Katz,Schaefer Quick Stop,SF,Overnight Cashier,1.15,40.55,1.15,0,41.70,-,
PTO-0245,2026-09-14,E-204,Bruno Katz,Schaefer Quick Stop,SF,Overnight Cashier,1.15,41.70,1.15,0,42.85,-,
PTO-0246,2026-09-21,E-204,Bruno Katz,Schaefer Quick Stop,SF,Overnight Cashier,1.15,42.85,1.15,0,44.00,-,
PTO-0247,2026-09-28,E-204,Bruno Katz,Schaefer Quick Stop,SF,Overnight Cashier,1.15,44.00,1.15,0,45.15,-,
PTO-0248,2026-10-05,E-204,Bruno Katz,Schaefer Quick Stop,SF,Overnight Cashier,1.15,45.15,1.15,0,46.30,-,
PTO-0249,2026-10-12,E-204,Bruno Katz,Schaefer Quick Stop,SF,Overnight Cashier,1.15,46.30,1.15,0,47.45,-,
PTO-0250,2026-10-19,E-204,Bruno Katz,Schaefer Quick Stop,SF,Overnight Cashier,1.15,47.45,1.15,0,48.60,-,
PTO-0251,2026-10-26,E-204,Bruno Katz,Schaefer Quick Stop,SF,Overnight Cashier,1.15,48.60,1.15,0,49.75,-,
PTO-0252,2026-11-02,E-204,Bruno Katz,Schaefer Quick Stop,SF,Overnight Cashier,1.15,49.75,1.15,0,50.90,-,
PTO-0253,2026-11-09,E-204,Bruno Katz,Schaefer Quick Stop,SF,Overnight Cashier,1.15,50.90,1.15,0,52.05,-,
PTO-0254,2026-11-16,E-204,Bruno Katz,Schaefer Quick Stop,SF,Overnight Cashier,1.15,52.05,1.15,0,53.20,-,
PTO-0255,2026-11-23,E-204,Bruno Katz,Schaefer Quick Stop,SF,Overnight Cashier,1.15,53.20,1.15,0,54.35,-,
PTO-0256,2026-11-30,E-204,Bruno Katz,Schaefer Quick Stop,SF,Overnight Cashier,1.15,54.35,1.15,0,55.50,-,
PTO-0257,2026-12-07,E-204,Bruno Katz,Schaefer Quick Stop,SF,Overnight Cashier,1.15,55.50,1.15,0,56.65,-,
PTO-0258,2026-12-14,E-204,Bruno Katz,Schaefer Quick Stop,SF,Overnight Cashier,1.15,56.65,1.15,0,57.80,-,
PTO-0259,2026-12-21,E-204,Bruno Katz,Schaefer Quick Stop,SF,Overnight Cashier,1.15,57.80,1.15,0,58.95,-,
PTO-0260,2026-12-28,E-204,Bruno Katz,Schaefer Quick Stop,SF,Overnight Cashier,1.15,58.95,1.15,4,56.10,approved,time-off used 4h
PTO-0261,2026-07-06,E-301,Angelique Bright,Warren Road Express,WR,Store Manager,2.05,50.60,2.05,0,52.65,-,
PTO-0262,2026-07-13,E-301,Angelique Bright,Warren Road Express,WR,Store Manager,2.05,52.65,2.05,0,54.70,-,
PTO-0263,2026-07-20,E-301,Angelique Bright,Warren Road Express,WR,Store Manager,2.05,54.70,2.05,0,56.75,-,
PTO-0264,2026-07-27,E-301,Angelique Bright,Warren Road Express,WR,Store Manager,2.05,56.75,2.05,0,58.80,-,
PTO-0265,2026-08-03,E-301,Angelique Bright,Warren Road Express,WR,Store Manager,2.05,58.80,2.05,0,60.85,-,
PTO-0266,2026-08-10,E-301,Angelique Bright,Warren Road Express,WR,Store Manager,2.05,60.85,2.05,0,62.90,-,
PTO-0267,2026-08-17,E-301,Angelique Bright,Warren Road Express,WR,Store Manager,2.05,62.90,2.05,0,64.95,-,
PTO-0268,2026-08-24,E-301,Angelique Bright,Warren Road Express,WR,Store Manager,2.05,64.95,2.05,0,67.00,-,
PTO-0269,2026-08-31,E-301,Angelique Bright,Warren Road Express,WR,Store Manager,2.05,67.00,2.05,0,69.05,-,
PTO-0270,2026-09-07,E-301,Angelique Bright,Warren Road Express,WR,Store Manager,2.05,69.05,2.05,0,71.10,-,
PTO-0271,2026-09-14,E-301,Angelique Bright,Warren Road Express,WR,Store Manager,2.05,71.10,2.05,0,73.15,-,
PTO-0272,2026-09-21,E-301,Angelique Bright,Warren Road Express,WR,Store Manager,2.05,73.15,2.05,0,75.20,-,
PTO-0273,2026-09-28,E-301,Angelique Bright,Warren Road Express,WR,Store Manager,2.05,75.20,2.05,0,77.25,-,
PTO-0274,2026-10-05,E-301,Angelique Bright,Warren Road Express,WR,Store Manager,2.05,77.25,2.05,0,79.30,-,
PTO-0275,2026-10-12,E-301,Angelique Bright,Warren Road Express,WR,Store Manager,2.05,79.30,2.05,0,81.35,-,
PTO-0276,2026-10-19,E-301,Angelique Bright,Warren Road Express,WR,Store Manager,2.05,81.35,2.05,0,83.40,-,
PTO-0277,2026-10-26,E-301,Angelique Bright,Warren Road Express,WR,Store Manager,2.05,83.40,2.05,0,85.45,-,
PTO-0278,2026-11-02,E-301,Angelique Bright,Warren Road Express,WR,Store Manager,2.05,85.45,2.05,0,87.50,-,
PTO-0279,2026-11-09,E-301,Angelique Bright,Warren Road Express,WR,Store Manager,2.05,87.50,2.05,0,89.55,-,
PTO-0280,2026-11-16,E-301,Angelique Bright,Warren Road Express,WR,Store Manager,2.05,89.55,2.05,0,91.60,-,
PTO-0281,2026-11-23,E-301,Angelique Bright,Warren Road Express,WR,Store Manager,2.05,91.60,2.05,0,93.65,-,
PTO-0282,2026-11-30,E-301,Angelique Bright,Warren Road Express,WR,Store Manager,2.05,93.65,2.05,0,95.70,-,
PTO-0283,2026-12-07,E-301,Angelique Bright,Warren Road Express,WR,Store Manager,2.05,95.70,2.05,0,97.75,-,
PTO-0284,2026-12-14,E-301,Angelique Bright,Warren Road Express,WR,Store Manager,2.05,97.75,2.05,0,99.80,-,
PTO-0285,2026-12-21,E-301,Angelique Bright,Warren Road Express,WR,Store Manager,2.05,99.80,2.05,0,101.85,-,
PTO-0286,2026-12-28,E-301,Angelique Bright,Warren Road Express,WR,Store Manager,2.05,101.85,2.05,0,103.90,-,
PTO-0287,2026-07-06,E-302,Chandra Voss,Warren Road Express,WR,Assistant Manager,1.55,27.80,1.55,0,29.35,-,
PTO-0288,2026-07-13,E-302,Chandra Voss,Warren Road Express,WR,Assistant Manager,1.55,29.35,1.55,0,30.90,-,
PTO-0289,2026-07-20,E-302,Chandra Voss,Warren Road Express,WR,Assistant Manager,1.55,30.90,1.55,0,32.45,-,
PTO-0290,2026-07-27,E-302,Chandra Voss,Warren Road Express,WR,Assistant Manager,1.55,32.45,1.55,0,34.00,-,
PTO-0291,2026-08-03,E-302,Chandra Voss,Warren Road Express,WR,Assistant Manager,1.55,34.00,1.55,0,35.55,-,
PTO-0292,2026-08-10,E-302,Chandra Voss,Warren Road Express,WR,Assistant Manager,1.55,35.55,1.55,0,37.10,-,
PTO-0293,2026-08-17,E-302,Chandra Voss,Warren Road Express,WR,Assistant Manager,1.55,37.10,1.55,0,38.65,-,
PTO-0294,2026-08-24,E-302,Chandra Voss,Warren Road Express,WR,Assistant Manager,1.55,38.65,1.55,0,40.20,-,
PTO-0295,2026-08-31,E-302,Chandra Voss,Warren Road Express,WR,Assistant Manager,1.55,40.20,1.55,0,41.75,-,
PTO-0296,2026-09-07,E-302,Chandra Voss,Warren Road Express,WR,Assistant Manager,1.55,41.75,1.55,0,43.30,-,
PTO-0297,2026-09-14,E-302,Chandra Voss,Warren Road Express,WR,Assistant Manager,1.55,43.30,1.55,0,44.85,-,
PTO-0298,2026-09-21,E-302,Chandra Voss,Warren Road Express,WR,Assistant Manager,1.55,44.85,1.55,0,46.40,-,
PTO-0299,2026-09-28,E-302,Chandra Voss,Warren Road Express,WR,Assistant Manager,1.55,46.40,1.55,0,47.95,-,
PTO-0300,2026-10-05,E-302,Chandra Voss,Warren Road Express,WR,Assistant Manager,1.55,47.95,1.55,0,49.50,-,
PTO-0301,2026-10-12,E-302,Chandra Voss,Warren Road Express,WR,Assistant Manager,1.55,49.50,1.55,0,51.05,-,
PTO-0302,2026-10-19,E-302,Chandra Voss,Warren Road Express,WR,Assistant Manager,1.55,51.05,1.55,0,52.60,-,
PTO-0303,2026-10-26,E-302,Chandra Voss,Warren Road Express,WR,Assistant Manager,1.55,52.60,1.55,0,54.15,-,
PTO-0304,2026-11-02,E-302,Chandra Voss,Warren Road Express,WR,Assistant Manager,1.55,54.15,1.55,0,55.70,-,
PTO-0305,2026-11-09,E-302,Chandra Voss,Warren Road Express,WR,Assistant Manager,1.55,55.70,1.55,0,57.25,-,
PTO-0306,2026-11-16,E-302,Chandra Voss,Warren Road Express,WR,Assistant Manager,1.55,57.25,1.55,0,58.80,-,
PTO-0307,2026-11-23,E-302,Chandra Voss,Warren Road Express,WR,Assistant Manager,1.55,58.80,1.55,0,60.35,-,
PTO-0308,2026-11-30,E-302,Chandra Voss,Warren Road Express,WR,Assistant Manager,1.55,60.35,1.55,16,45.90,approved,time-off used 16h
PTO-0309,2026-12-07,E-302,Chandra Voss,Warren Road Express,WR,Assistant Manager,1.55,45.90,1.55,0,47.45,-,
PTO-0310,2026-12-14,E-302,Chandra Voss,Warren Road Express,WR,Assistant Manager,1.55,47.45,1.55,0,49.00,-,
PTO-0311,2026-12-21,E-302,Chandra Voss,Warren Road Express,WR,Assistant Manager,1.55,49.00,1.55,0,50.55,-,
PTO-0312,2026-12-28,E-302,Chandra Voss,Warren Road Express,WR,Assistant Manager,1.55,50.55,1.55,0,52.10,-,
PTO-0313,2026-07-06,E-303,Frank Delgado,Warren Road Express,WR,Part-time Cashier,0.85,20.20,0.85,0,21.05,-,
PTO-0314,2026-07-13,E-303,Frank Delgado,Warren Road Express,WR,Part-time Cashier,0.85,21.05,0.85,0,21.90,-,
PTO-0315,2026-07-20,E-303,Frank Delgado,Warren Road Express,WR,Part-time Cashier,0.85,21.90,0.85,0,22.75,-,
PTO-0316,2026-07-27,E-303,Frank Delgado,Warren Road Express,WR,Part-time Cashier,0.85,22.75,0.85,0,23.60,-,
PTO-0317,2026-08-03,E-303,Frank Delgado,Warren Road Express,WR,Part-time Cashier,0.85,23.60,0.85,0,24.45,-,
PTO-0318,2026-08-10,E-303,Frank Delgado,Warren Road Express,WR,Part-time Cashier,0.85,24.45,0.85,0,25.30,-,
PTO-0319,2026-08-17,E-303,Frank Delgado,Warren Road Express,WR,Part-time Cashier,0.85,25.30,0.85,0,26.15,-,
PTO-0320,2026-08-24,E-303,Frank Delgado,Warren Road Express,WR,Part-time Cashier,0.85,26.15,0.85,0,27.00,-,
PTO-0321,2026-08-31,E-303,Frank Delgado,Warren Road Express,WR,Part-time Cashier,0.85,27.00,0.85,0,27.85,-,
PTO-0322,2026-09-07,E-303,Frank Delgado,Warren Road Express,WR,Part-time Cashier,0.85,27.85,0.85,0,28.70,-,
PTO-0323,2026-09-14,E-303,Frank Delgado,Warren Road Express,WR,Part-time Cashier,0.85,28.70,0.85,0,29.55,-,
PTO-0324,2026-09-21,E-303,Frank Delgado,Warren Road Express,WR,Part-time Cashier,0.85,29.55,0.85,0,30.40,-,
PTO-0325,2026-09-28,E-303,Frank Delgado,Warren Road Express,WR,Part-time Cashier,0.85,30.40,0.85,0,31.25,-,
PTO-0326,2026-10-05,E-303,Frank Delgado,Warren Road Express,WR,Part-time Cashier,0.85,31.25,0.85,0,32.10,-,
PTO-0327,2026-10-12,E-303,Frank Delgado,Warren Road Express,WR,Part-time Cashier,0.85,32.10,0.85,0,32.95,-,
PTO-0328,2026-10-19,E-303,Frank Delgado,Warren Road Express,WR,Part-time Cashier,0.85,32.95,0.85,0,33.80,-,
PTO-0329,2026-10-26,E-303,Frank Delgado,Warren Road Express,WR,Part-time Cashier,0.85,33.80,0.85,0,34.65,-,
PTO-0330,2026-11-02,E-303,Frank Delgado,Warren Road Express,WR,Part-time Cashier,0.85,34.65,0.85,0,35.50,-,
PTO-0331,2026-11-09,E-303,Frank Delgado,Warren Road Express,WR,Part-time Cashier,0.85,35.50,0.85,0,36.35,-,
PTO-0332,2026-11-16,E-303,Frank Delgado,Warren Road Express,WR,Part-time Cashier,0.85,36.35,0.85,0,37.20,-,
PTO-0333,2026-11-23,E-303,Frank Delgado,Warren Road Express,WR,Part-time Cashier,0.85,37.20,0.85,0,38.05,-,
PTO-0334,2026-11-30,E-303,Frank Delgado,Warren Road Express,WR,Part-time Cashier,0.85,38.05,0.85,0,38.90,-,
PTO-0335,2026-12-07,E-303,Frank Delgado,Warren Road Express,WR,Part-time Cashier,0.85,38.90,0.85,0,39.75,-,
PTO-0336,2026-12-14,E-303,Frank Delgado,Warren Road Express,WR,Part-time Cashier,0.85,39.75,0.85,0,40.60,-,
PTO-0337,2026-12-21,E-303,Frank Delgado,Warren Road Express,WR,Part-time Cashier,0.85,40.60,0.85,0,41.45,-,
PTO-0338,2026-12-28,E-303,Frank Delgado,Warren Road Express,WR,Part-time Cashier,0.85,41.45,0.85,0,42.30,-,
PTO-0339,2026-07-06,E-304,Renata Gill,Warren Road Express,WR,Fuel Attendant,1.25,32.10,1.25,0,33.35,-,
PTO-0340,2026-07-13,E-304,Renata Gill,Warren Road Express,WR,Fuel Attendant,1.25,33.35,1.25,0,34.60,-,
PTO-0341,2026-07-20,E-304,Renata Gill,Warren Road Express,WR,Fuel Attendant,1.25,34.60,1.25,0,35.85,-,
PTO-0342,2026-07-27,E-304,Renata Gill,Warren Road Express,WR,Fuel Attendant,1.25,35.85,1.25,0,37.10,-,
PTO-0343,2026-08-03,E-304,Renata Gill,Warren Road Express,WR,Fuel Attendant,1.25,37.10,1.25,0,38.35,-,
PTO-0344,2026-08-10,E-304,Renata Gill,Warren Road Express,WR,Fuel Attendant,1.25,38.35,1.25,0,39.60,-,
PTO-0345,2026-08-17,E-304,Renata Gill,Warren Road Express,WR,Fuel Attendant,1.25,39.60,1.25,0,40.85,-,
PTO-0346,2026-08-24,E-304,Renata Gill,Warren Road Express,WR,Fuel Attendant,1.25,40.85,1.25,0,42.10,-,
PTO-0347,2026-08-31,E-304,Renata Gill,Warren Road Express,WR,Fuel Attendant,1.25,42.10,1.25,0,43.35,-,
PTO-0348,2026-09-07,E-304,Renata Gill,Warren Road Express,WR,Fuel Attendant,1.25,43.35,1.25,0,44.60,-,
PTO-0349,2026-09-14,E-304,Renata Gill,Warren Road Express,WR,Fuel Attendant,1.25,44.60,1.25,0,45.85,-,
PTO-0350,2026-09-21,E-304,Renata Gill,Warren Road Express,WR,Fuel Attendant,1.25,45.85,1.25,0,47.10,-,
PTO-0351,2026-09-28,E-304,Renata Gill,Warren Road Express,WR,Fuel Attendant,1.25,47.10,1.25,0,48.35,-,
PTO-0352,2026-10-05,E-304,Renata Gill,Warren Road Express,WR,Fuel Attendant,1.25,48.35,1.25,0,49.60,-,
PTO-0353,2026-10-12,E-304,Renata Gill,Warren Road Express,WR,Fuel Attendant,1.25,49.60,1.25,0,50.85,-,
PTO-0354,2026-10-19,E-304,Renata Gill,Warren Road Express,WR,Fuel Attendant,1.25,50.85,1.25,16,36.10,approved,time-off used 16h
PTO-0355,2026-10-26,E-304,Renata Gill,Warren Road Express,WR,Fuel Attendant,1.25,36.10,1.25,0,37.35,-,
PTO-0356,2026-11-02,E-304,Renata Gill,Warren Road Express,WR,Fuel Attendant,1.25,37.35,1.25,0,38.60,-,
PTO-0357,2026-11-09,E-304,Renata Gill,Warren Road Express,WR,Fuel Attendant,1.25,38.60,1.25,0,39.85,-,
PTO-0358,2026-11-16,E-304,Renata Gill,Warren Road Express,WR,Fuel Attendant,1.25,39.85,1.25,0,41.10,-,
PTO-0359,2026-11-23,E-304,Renata Gill,Warren Road Express,WR,Fuel Attendant,1.25,41.10,1.25,4,38.35,approved,time-off used 4h
PTO-0360,2026-11-30,E-304,Renata Gill,Warren Road Express,WR,Fuel Attendant,1.25,38.35,1.25,0,39.60,-,
PTO-0361,2026-12-07,E-304,Renata Gill,Warren Road Express,WR,Fuel Attendant,1.25,39.60,1.25,0,40.85,-,
PTO-0362,2026-12-14,E-304,Renata Gill,Warren Road Express,WR,Fuel Attendant,1.25,40.85,1.25,0,42.10,-,
PTO-0363,2026-12-21,E-304,Renata Gill,Warren Road Express,WR,Fuel Attendant,1.25,42.10,1.25,0,43.35,-,
PTO-0364,2026-12-28,E-304,Renata Gill,Warren Road Express,WR,Fuel Attendant,1.25,43.35,1.25,0,44.60,-,
