id,firstname,lastname,email,phone,jobtitle,company,lifecyclestage,createdate,lastmodifieddate
8001000562,Cole,O'Brien,,(541) 555-3950,Herd Manager,Juniper Ridge Equine,customer,2024-04-18T18:00:00.000Z,2026-08-23T16:00:00.000Z
8001000563,Joel,Henderson,joel@hendersonranch.com,(541) 555-3963,Owner / Operator,Henderson Ranch,customer,2020-10-27T16:00:00.000Z,2026-08-31T18:00:00.000Z
8001000564,Sam,Watson,,(541) 555-3976,Owner,Watson Ranch,customer,2022-10-29T16:00:00.000Z,2026-08-09T12:00:00.000Z
8001000565,Reba,Krasicki,reba@krasickiranch.example,(541) 555-3989,Herd Manager,Krasicki Ranch,lead,2021-08-14T15:00:00.000Z,2026-09-08T15:00:00.000Z
8001000566,Joel,Blackwood,joel@blackwoodcattle.example,(541) 555-4002,Owner,Blackwood Cattle Co,customer,2021-11-23T15:00:00.000Z,2026-09-13T11:00:00.000Z
8001000567,Brett,Mercer,brett@mercerranch.example,(541) 555-4015,Herd Manager,Mercer Family Ranch,customer,2023-06-21T16:00:00.000Z,2026-08-18T16:00:00.000Z
8001000568,Eddie,Delgado,eddie@deltabarranch.example,(541) 555-4028,Owner,Delta Bar Ranch,customer,2024-04-12T18:00:00.000Z,2026-10-01T18:00:00.000Z
8001000569,Nina,Holbrook,nina@holbrookranch.example,(541) 555-4041,Owner,Holbrook Ranch,customer,2020-10-14T17:00:00.000Z,2026-08-01T10:00:00.000Z
8001000570,Joel,Sanders,,(541) 555-4054,Owner,Sanders Livestock,customer,2022-07-10T17:00:00.000Z,2026-08-04T11:00:00.000Z
8001000571,Reba,Prieto,,(541) 555-4067,Owner / Operator,Prieto Heifers LLC,customer,2023-03-23T15:00:00.000Z,2026-08-07T16:00:00.000Z
8001000572,Eddie,Vogel,eddie@vogelcattle.example,(541) 555-4080,Owner,Vogel Cattle,customer,2020-06-22T15:00:00.000Z,2026-09-11T15:00:00.000Z
8001000573,Sam,Ortega,sam@ortegaranch.example,(541) 555-4093,Owner,Ortega Ranch,customer,2020-10-12T18:00:00.000Z,2026-08-01T13:00:00.000Z
8001000574,Joel,Nichols,joel@nicholsdairy.example,(541) 555-4106,Owner,Nichols Dairy,customer,2020-11-17T15:00:00.000Z,2026-09-06T11:00:00.000Z
8001000575,Brett,Blain,brett@blainbros.example,(541) 555-4119,Owner / Operator,Blain Bros Cattle Co,lead,2023-08-09T16:00:00.000Z,2026-09-24T11:00:00.000Z
8001000576,Brett,Foster,brett@crookedrivercattle.example,(541) 555-4132,Owner,Crooked River Cattle,customer,2022-11-16T17:00:00.000Z,2026-10-09T10:00:00.000Z
8001000577,Eddie,Mathis,,(541) 555-4145,Herd Manager,High Lonesome Ranch,customer,2021-03-13T18:00:00.000Z,2026-08-07T10:00:00.000Z
8001000578,Sam,Sturgis,sam@juniperhollow.example,(541) 555-4158,Owner,Juniper Hollow Ranch,customer,2024-03-12T15:00:00.000Z,2026-08-20T09:00:00.000Z
8001000579,Brett,Tetherow,,(541) 555-4171,Owner / Operator,Tetherow Cattle Co,customer,2024-01-19T15:00:00.000Z,2026-08-20T10:00:00.000Z
8001000580,Eddie,Pruitt,eddie@sageflatlivestock.example,(541) 555-4184,Owner,Sage Flat Livestock,customer,2022-07-04T16:00:00.000Z,2026-08-13T18:00:00.000Z
8001000581,Joel,Conway,joel@bigfallsranch.example,(541) 555-4197,Owner,Big Falls Ranch,lead,2020-07-16T15:00:00.000Z,2026-09-14T11:00:00.000Z
8001000582,Reba,Doyle,reba@paintedhillscattle.example,(541) 555-4210,Herd Manager,Painted Hills Cattle,customer,2022-03-28T18:00:00.000Z,2026-09-06T12:00:00.000Z
8001000583,Joel,Mosier,,(541) 555-4223,Owner,Diamond M Ranch,customer,2023-03-12T18:00:00.000Z,2026-09-16T09:00:00.000Z
8001000584,Reba,Beckett,reba@wychuscreek.example,(541) 555-4236,Owner,Wychus Creek Ranch,customer,2023-02-21T16:00:00.000Z,2026-09-12T18:00:00.000Z
8001000585,Eddie,Harmon,eddie@lonepinecattle.example,(541) 555-4249,Herd Manager,Lone Pine Cattle,customer,2022-04-01T16:00:00.000Z,2026-09-20T15:00:00.000Z
8001000586,Reba,Lindqvist,,(541) 555-4262,Herd Manager,Aspen Valley Ranch,customer,2020-05-21T17:00:00.000Z,2026-08-07T10:00:00.000Z
8001000587,Eddie,Calloway,eddie@bearcreeklivestock.example,(541) 555-4275,Owner,Bear Creek Livestock,customer,2023-04-17T18:00:00.000Z,2026-08-23T18:00:00.000Z
8001000588,Sam,Okafor,sam@smithrockranch.example,(541) 555-4288,Owner,Smith Rock Ranch,customer,2020-02-21T15:00:00.000Z,2026-08-16T09:00:00.000Z
8001000589,Reba,Quintana,reba@threesisterscattle.example,(541) 555-4301,Owner / Operator,Three Sisters Cattle,customer,2023-05-28T15:00:00.000Z,2026-08-06T11:00:00.000Z
8001000590,Joel,Yarborough,joel@ochococattle.example,(541) 555-4314,Herd Manager,Ochoco Cattle Co,lead,2024-06-01T17:00:00.000Z,2026-08-03T13:00:00.000Z
8001000591,Brett,Renner,,(541) 555-4327,Owner / Operator,Pine Mountain Ranch,customer,2023-12-21T18:00:00.000Z,2026-08-27T11:00:00.000Z
8001000592,Sam,O'Brien,sam@juniperridgeequine.example,(541) 555-4340,Herd Manager,Juniper Ridge Equine,customer,2021-04-25T15:00:00.000Z,2026-08-14T10:00:00.000Z
8001000593,Brett,Henderson,,(541) 555-4353,Owner / Operator,Henderson Ranch,customer,2022-11-10T17:00:00.000Z,2026-10-01T16:00:00.000Z
8001000594,Sam,Watson,sam@watson-cattle.example,(541) 555-4366,Owner / Operator,Watson Ranch,lead,2021-03-04T16:00:00.000Z,2026-09-26T17:00:00.000Z
8001000595,Eddie,Krasicki,eddie@krasickiranch.example,(541) 555-4379,Owner / Operator,Krasicki Ranch,lead,2020-07-05T17:00:00.000Z,2026-09-08T11:00:00.000Z
8001000596,Reba,Blackwood,reba@blackwoodcattle.example,(541) 555-4392,Herd Manager,Blackwood Cattle Co,customer,2021-01-24T16:00:00.000Z,2026-08-12T15:00:00.000Z
8001000597,Joel,Mercer,,(541) 555-4405,Owner,Mercer Family Ranch,lead,2022-10-28T17:00:00.000Z,2026-08-25T12:00:00.000Z
8001000598,Joel,Delgado,joel@deltabarranch.example,(541) 555-4418,Owner / Operator,Delta Bar Ranch,customer,2023-08-11T16:00:00.000Z,2026-08-03T11:00:00.000Z
8001000599,Nina,Holbrook,nina@holbrookranch.example,(541) 555-4431,Owner,Holbrook Ranch,lead,2022-07-22T15:00:00.000Z,2026-09-11T15:00:00.000Z
8001000600,Cole,Sanders,cole@sanderslivestock.example,(541) 555-4444,Herd Manager,Sanders Livestock,customer,2020-09-24T17:00:00.000Z,2026-09-11T11:00:00.000Z
8001000601,Cole,Prieto,,(541) 555-4457,Owner / Operator,Prieto Heifers LLC,customer,2023-04-03T17:00:00.000Z,2026-08-08T11:00:00.000Z
8001000602,Brett,Vogel,brett@vogelcattle.example,(541) 555-4470,Owner,Vogel Cattle,lead,2023-10-16T15:00:00.000Z,2026-09-08T18:00:00.000Z
8001000603,Nina,Ortega,nina@ortegaranch.example,(541) 555-4483,Owner / Operator,Ortega Ranch,lead,2021-05-29T15:00:00.000Z,2026-10-04T13:00:00.000Z
8001000604,Sam,Nichols,sam@nicholsdairy.example,(541) 555-4496,Owner,Nichols Dairy,customer,2021-03-25T18:00:00.000Z,2026-09-24T18:00:00.000Z
8001000605,Joel,Blain,,(541) 555-4509,Owner / Operator,Blain Bros Cattle Co,customer,2021-10-05T17:00:00.000Z,2026-09-12T13:00:00.000Z
8001000606,Cole,Foster,cole@crookedrivercattle.example,(541) 555-4522,Owner / Operator,Crooked River Cattle,customer,2021-04-05T18:00:00.000Z,2026-08-29T13:00:00.000Z
8001000607,Reba,Mathis,,(541) 555-4535,Owner,High Lonesome Ranch,lead,2022-04-18T18:00:00.000Z,2026-08-04T11:00:00.000Z
8001000608,Nina,Sturgis,nina@juniperhollow.example,(541) 555-4548,Owner,Juniper Hollow Ranch,lead,2022-03-25T15:00:00.000Z,2026-09-12T14:00:00.000Z
8001000609,Cole,Tetherow,cole@tetherowcattle.example,(541) 555-4561,Owner,Tetherow Cattle Co,lead,2020-01-18T17:00:00.000Z,2026-09-02T15:00:00.000Z
8001000610,Nina,Pruitt,nina@sageflatlivestock.example,(541) 555-4574,Owner,Sage Flat Livestock,customer,2020-07-07T16:00:00.000Z,2026-10-03T16:00:00.000Z
8001000611,Reba,Conway,,(541) 555-4587,Owner / Operator,Big Falls Ranch,customer,2022-11-29T16:00:00.000Z,2026-09-21T18:00:00.000Z
8001000612,Sam,Doyle,,(541) 555-4600,Owner / Operator,Painted Hills Cattle,lead,2021-01-23T16:00:00.000Z,2026-08-14T10:00:00.000Z
8001000613,Brett,Mosier,brett@diamondmranch.example,(541) 555-4613,Owner,Diamond M Ranch,customer,2020-04-17T18:00:00.000Z,2026-09-29T12:00:00.000Z
8001000614,Reba,Beckett,reba@wychuscreek.example,(541) 555-4626,Owner,Wychus Creek Ranch,customer,2023-05-01T17:00:00.000Z,2026-08-18T10:00:00.000Z
8001000615,Brett,Harmon,,(541) 555-4639,Herd Manager,Lone Pine Cattle,customer,2022-06-19T17:00:00.000Z,2026-10-09T18:00:00.000Z
8001000616,Cole,Lindqvist,cole@aspenvalleyranch.example,(541) 555-4652,Owner,Aspen Valley Ranch,customer,2022-06-07T15:00:00.000Z,2026-09-15T18:00:00.000Z
8001000617,Cole,Calloway,,(541) 555-4665,Herd Manager,Bear Creek Livestock,lead,2021-06-15T16:00:00.000Z,2026-09-02T10:00:00.000Z
8001000618,Sam,Okafor,,(541) 555-4678,Owner,Smith Rock Ranch,customer,2022-09-06T16:00:00.000Z,2026-10-06T16:00:00.000Z
8001000619,Eddie,Quintana,,(541) 555-4691,Herd Manager,Three Sisters Cattle,customer,2022-02-20T16:00:00.000Z,2026-08-06T11:00:00.000Z
8001000620,Cole,Yarborough,cole@ochococattle.example,(541) 555-4704,Herd Manager,Ochoco Cattle Co,lead,2021-01-01T18:00:00.000Z,2026-10-04T13:00:00.000Z
8001000621,Brett,Renner,,(541) 555-4717,Owner / Operator,Pine Mountain Ranch,customer,2023-09-30T18:00:00.000Z,2026-08-25T10:00:00.000Z
8001000622,Cole,O'Brien,cole@juniperridgeequine.example,(541) 555-4730,Owner,Juniper Ridge Equine,customer,2022-02-18T18:00:00.000Z,2026-08-19T16:00:00.000Z
8001000623,Brett,Henderson,brett@hendersonranch.com,(541) 555-4743,Owner,Henderson Ranch,lead,2023-03-10T18:00:00.000Z,2026-09-27T16:00:00.000Z
8001000624,Eddie,Watson,,(541) 555-4756,Owner / Operator,Watson Ranch,customer,2021-09-01T18:00:00.000Z,2026-09-30T13:00:00.000Z
8001000625,Cole,Krasicki,cole@krasickiranch.example,(541) 555-4769,Owner,Krasicki Ranch,customer,2022-01-08T16:00:00.000Z,2026-09-29T09:00:00.000Z
8001000626,Reba,Blackwood,,(541) 555-4782,Owner / Operator,Blackwood Cattle Co,customer,2021-12-09T15:00:00.000Z,2026-10-05T16:00:00.000Z
8001000627,Cole,Mercer,cole@mercerranch.example,(541) 555-4795,Herd Manager,Mercer Family Ranch,lead,2021-06-21T16:00:00.000Z,2026-09-27T11:00:00.000Z
8001000628,Sam,Delgado,sam@deltabarranch.example,(541) 555-4808,Herd Manager,Delta Bar Ranch,customer,2022-06-17T15:00:00.000Z,2026-08-16T14:00:00.000Z
8001000629,Brett,Holbrook,brett@holbrookranch.example,(541) 555-4821,Owner,Holbrook Ranch,lead,2023-05-06T16:00:00.000Z,2026-08-01T14:00:00.000Z
8001000630,Cole,Sanders,cole@sanderslivestock.example,(541) 555-4834,Herd Manager,Sanders Livestock,lead,2020-04-19T15:00:00.000Z,2026-09-27T11:00:00.000Z
8001000631,Brett,Prieto,brett@prietoheifers.example,(541) 555-4847,Herd Manager,Prieto Heifers LLC,customer,2021-12-03T18:00:00.000Z,2026-08-16T11:00:00.000Z
8001000632,Reba,Vogel,reba@vogelcattle.example,(541) 555-4860,Owner,Vogel Cattle,customer,2021-06-12T17:00:00.000Z,2026-09-20T15:00:00.000Z
8001000633,Nina,Ortega,nina@ortegaranch.example,(541) 555-4873,Owner / Operator,Ortega Ranch,customer,2024-01-28T15:00:00.000Z,2026-09-12T17:00:00.000Z
8001000634,Reba,Nichols,,(541) 555-4886,Herd Manager,Nichols Dairy,customer,2020-05-09T16:00:00.000Z,2026-10-04T15:00:00.000Z
8001000635,Eddie,Blain,eddie@blainbros.example,(541) 555-4899,Owner,Blain Bros Cattle Co,lead,2023-12-15T16:00:00.000Z,2026-10-09T18:00:00.000Z
8001000636,Nina,Foster,nina@crookedrivercattle.example,(541) 555-4912,Owner,Crooked River Cattle,customer,2022-11-13T18:00:00.000Z,2026-08-24T13:00:00.000Z
8001000637,Sam,Mathis,sam@highlonesomeranch.example,(541) 555-4925,Owner / Operator,High Lonesome Ranch,customer,2023-05-18T18:00:00.000Z,2026-08-14T16:00:00.000Z
8001000638,Cole,Sturgis,,(541) 555-4938,Herd Manager,Juniper Hollow Ranch,customer,2021-05-22T18:00:00.000Z,2026-08-25T10:00:00.000Z
8001000639,Eddie,Tetherow,eddie@tetherowcattle.example,(541) 555-4951,Owner / Operator,Tetherow Cattle Co,customer,2022-07-05T18:00:00.000Z,2026-08-16T15:00:00.000Z
8001000640,Eddie,Pruitt,,(541) 555-4964,Owner / Operator,Sage Flat Livestock,customer,2021-10-03T17:00:00.000Z,2026-09-19T13:00:00.000Z
8001000641,Reba,Conway,reba@bigfallsranch.example,(541) 555-4977,Herd Manager,Big Falls Ranch,customer,2022-05-25T17:00:00.000Z,2026-09-07T10:00:00.000Z
8001000642,Brett,Doyle,brett@paintedhillscattle.example,(541) 555-4990,Owner / Operator,Painted Hills Cattle,customer,2023-04-09T17:00:00.000Z,2026-10-04T16:00:00.000Z
8001000643,Brett,Mosier,brett@diamondmranch.example,(541) 555-5003,Herd Manager,Diamond M Ranch,customer,2022-05-01T17:00:00.000Z,2026-09-18T15:00:00.000Z
8001000644,Brett,Beckett,brett@wychuscreek.example,(541) 555-5016,Herd Manager,Wychus Creek Ranch,customer,2020-04-18T18:00:00.000Z,2026-10-07T09:00:00.000Z
8001000645,Nina,Harmon,nina@lonepinecattle.example,(541) 555-5029,Owner / Operator,Lone Pine Cattle,customer,2020-11-05T18:00:00.000Z,2026-09-06T16:00:00.000Z
8001000646,Joel,Lindqvist,joel@aspenvalleyranch.example,(541) 555-5042,Owner / Operator,Aspen Valley Ranch,customer,2020-09-03T16:00:00.000Z,2026-08-22T10:00:00.000Z
8001000647,Nina,Calloway,nina@bearcreeklivestock.example,(541) 555-5055,Herd Manager,Bear Creek Livestock,lead,2022-12-10T17:00:00.000Z,2026-08-17T14:00:00.000Z
8001000648,Joel,Okafor,joel@smithrockranch.example,(541) 555-5068,Owner,Smith Rock Ranch,customer,2024-02-15T17:00:00.000Z,2026-08-17T18:00:00.000Z
8001000649,Nina,Quintana,nina@threesisterscattle.example,(541) 555-5081,Owner / Operator,Three Sisters Cattle,customer,2020-03-09T16:00:00.000Z,2026-10-05T12:00:00.000Z
8001000650,Brett,Yarborough,brett@ochococattle.example,(541) 555-5094,Owner / Operator,Ochoco Cattle Co,lead,2022-01-24T17:00:00.000Z,2026-10-05T16:00:00.000Z
8001000651,Sam,Renner,sam@pinemountainranch.example,(541) 555-5107,Owner,Pine Mountain Ranch,customer,2020-04-04T16:00:00.000Z,2026-09-12T09:00:00.000Z
8001000652,Nina,O'Brien,nina@juniperridgeequine.example,(541) 555-5120,Owner,Juniper Ridge Equine,lead,2021-01-26T18:00:00.000Z,2026-08-04T14:00:00.000Z
8001000653,Reba,Henderson,reba@hendersonranch.com,(541) 555-5133,Owner / Operator,Henderson Ranch,customer,2022-02-12T15:00:00.000Z,2026-08-31T18:00:00.000Z
8001000654,Brett,Watson,brett@watson-cattle.example,(541) 555-5146,Owner,Watson Ranch,lead,2023-03-25T17:00:00.000Z,2026-09-28T16:00:00.000Z
8001000655,Reba,Krasicki,reba@krasickiranch.example,(541) 555-5159,Owner,Krasicki Ranch,customer,2021-08-24T16:00:00.000Z,2026-08-19T16:00:00.000Z
8001000656,Eddie,Blackwood,eddie@blackwoodcattle.example,(541) 555-5172,Herd Manager,Blackwood Cattle Co,customer,2024-03-03T17:00:00.000Z,2026-09-04T10:00:00.000Z
8001000657,Reba,Mercer,,(541) 555-5185,Owner,Mercer Family Ranch,customer,2021-08-02T18:00:00.000Z,2026-09-29T15:00:00.000Z
8001000658,Eddie,Delgado,eddie@deltabarranch.example,(541) 555-5198,Owner,Delta Bar Ranch,customer,2021-03-11T16:00:00.000Z,2026-08-02T17:00:00.000Z
8001000659,Sam,Holbrook,sam@holbrookranch.example,(541) 555-5211,Owner,Holbrook Ranch,customer,2020-01-23T17:00:00.000Z,2026-08-11T17:00:00.000Z
8001000660,Eddie,Sanders,eddie@sanderslivestock.example,(541) 555-5224,Owner,Sanders Livestock,customer,2022-11-08T16:00:00.000Z,2026-09-12T17:00:00.000Z
8001000661,Joel,Prieto,joel@prietoheifers.example,(541) 555-5237,Herd Manager,Prieto Heifers LLC,lead,2022-12-19T16:00:00.000Z,2026-08-19T17:00:00.000Z
8001000662,Brett,Vogel,brett@vogelcattle.example,(541) 555-5250,Owner / Operator,Vogel Cattle,customer,2024-02-08T17:00:00.000Z,2026-09-29T11:00:00.000Z
8001000663,Eddie,Ortega,,(541) 555-5263,Owner,Ortega Ranch,customer,2021-12-20T16:00:00.000Z,2026-10-07T10:00:00.000Z
8001000664,Eddie,Nichols,eddie@nicholsdairy.example,(541) 555-5276,Owner,Nichols Dairy,customer,2021-07-23T17:00:00.000Z,2026-08-11T12:00:00.000Z
8001000665,Sam,Blain,sam@blainbros.example,(541) 555-5289,Owner / Operator,Blain Bros Cattle Co,lead,2024-02-13T16:00:00.000Z,2026-09-21T16:00:00.000Z
8001000666,Reba,Foster,,(541) 555-5302,Herd Manager,Crooked River Cattle,customer,2021-11-10T15:00:00.000Z,2026-09-19T14:00:00.000Z
8001000667,Sam,Mathis,,(541) 555-5315,Owner / Operator,High Lonesome Ranch,customer,2020-03-05T18:00:00.000Z,2026-09-14T12:00:00.000Z
8001000668,Brett,Sturgis,brett@juniperhollow.example,(541) 555-5328,Owner / Operator,Juniper Hollow Ranch,customer,2021-08-02T18:00:00.000Z,2026-09-18T12:00:00.000Z
8001000669,Brett,Tetherow,brett@tetherowcattle.example,(541) 555-5341,Herd Manager,Tetherow Cattle Co,customer,2021-08-02T18:00:00.000Z,2026-08-19T18:00:00.000Z
8001000670,Reba,Pruitt,,(541) 555-5354,Herd Manager,Sage Flat Livestock,customer,2021-11-09T16:00:00.000Z,2026-08-03T10:00:00.000Z
8001000671,Eddie,Conway,eddie@bigfallsranch.example,(541) 555-5367,Herd Manager,Big Falls Ranch,customer,2020-04-20T18:00:00.000Z,2026-08-19T18:00:00.000Z
8001000672,Cole,Doyle,cole@paintedhillscattle.example,(541) 555-5380,Owner / Operator,Painted Hills Cattle,customer,2021-02-02T18:00:00.000Z,2026-08-23T10:00:00.000Z
8001000673,Brett,Mosier,brett@diamondmranch.example,(541) 555-5393,Owner,Diamond M Ranch,customer,2022-03-11T15:00:00.000Z,2026-09-02T13:00:00.000Z
8001000674,Reba,Beckett,reba@wychuscreek.example,(541) 555-5406,Owner,Wychus Creek Ranch,customer,2021-04-21T16:00:00.000Z,2026-09-11T15:00:00.000Z
8001000675,Brett,Harmon,brett@lonepinecattle.example,(541) 555-5419,Owner / Operator,Lone Pine Cattle,lead,2020-06-20T17:00:00.000Z,2026-08-11T15:00:00.000Z
8001000676,Joel,Lindqvist,,(541) 555-5432,Herd Manager,Aspen Valley Ranch,customer,2022-08-27T17:00:00.000Z,2026-09-27T10:00:00.000Z
8001000677,Joel,Calloway,,(541) 555-5445,Owner,Bear Creek Livestock,customer,2023-01-29T16:00:00.000Z,2026-10-06T10:00:00.000Z
8001000678,Eddie,Okafor,,(541) 555-5458,Owner,Smith Rock Ranch,lead,2022-11-23T15:00:00.000Z,2026-08-11T14:00:00.000Z
8001000679,Nina,Quintana,,(541) 555-5471,Owner / Operator,Three Sisters Cattle,customer,2024-05-21T15:00:00.000Z,2026-08-29T16:00:00.000Z
8001000680,Nina,Yarborough,,(541) 555-5484,Owner / Operator,Ochoco Cattle Co,lead,2023-02-05T18:00:00.000Z,2026-09-23T12:00:00.000Z
8001000681,Reba,Renner,reba@pinemountainranch.example,(541) 555-5497,Herd Manager,Pine Mountain Ranch,customer,2023-06-07T15:00:00.000Z,2026-09-16T16:00:00.000Z
8001000682,Nina,O'Brien,,(541) 555-5510,Owner / Operator,Juniper Ridge Equine,customer,2021-07-15T17:00:00.000Z,2026-08-07T10:00:00.000Z
8001000683,Sam,Henderson,,(541) 555-5523,Herd Manager,Henderson Ranch,customer,2023-04-03T15:00:00.000Z,2026-08-22T15:00:00.000Z
8001000684,Reba,Watson,reba@watson-cattle.example,(541) 555-5536,Owner,Watson Ranch,lead,2022-10-13T15:00:00.000Z,2026-08-09T09:00:00.000Z
8001000685,Brett,Krasicki,brett@krasickiranch.example,(541) 555-5549,Owner,Krasicki Ranch,customer,2020-06-01T16:00:00.000Z,2026-09-09T09:00:00.000Z
8001000686,Nina,Blackwood,nina@blackwoodcattle.example,(541) 555-5562,Owner,Blackwood Cattle Co,customer,2024-04-04T15:00:00.000Z,2026-09-12T10:00:00.000Z
8001000687,Brett,Mercer,brett@mercerranch.example,(541) 555-5575,Owner,Mercer Family Ranch,lead,2020-10-11T17:00:00.000Z,2026-09-10T14:00:00.000Z
8001000688,Eddie,Delgado,eddie@deltabarranch.example,(541) 555-5588,Owner,Delta Bar Ranch,customer,2020-03-29T18:00:00.000Z,2026-08-19T15:00:00.000Z
8001000689,Brett,Holbrook,brett@holbrookranch.example,(541) 555-5601,Herd Manager,Holbrook Ranch,lead,2024-04-23T15:00:00.000Z,2026-08-28T13:00:00.000Z
8001000690,Nina,Sanders,nina@sanderslivestock.example,(541) 555-5614,Herd Manager,Sanders Livestock,lead,2022-09-29T17:00:00.000Z,2026-09-22T09:00:00.000Z
8001000691,Reba,Prieto,reba@prietoheifers.example,(541) 555-5627,Owner / Operator,Prieto Heifers LLC,customer,2023-11-18T17:00:00.000Z,2026-09-15T10:00:00.000Z
8001000692,Nina,Vogel,,(541) 555-5640,Owner / Operator,Vogel Cattle,customer,2023-05-03T18:00:00.000Z,2026-09-13T16:00:00.000Z
8001000693,Cole,Ortega,cole@ortegaranch.example,(541) 555-5653,Owner / Operator,Ortega Ranch,lead,2023-11-24T18:00:00.000Z,2026-09-17T11:00:00.000Z
8001000694,Nina,Nichols,,(541) 555-5666,Owner / Operator,Nichols Dairy,customer,2022-08-29T15:00:00.000Z,2026-09-21T09:00:00.000Z
8001000695,Cole,Blain,,(541) 555-5679,Herd Manager,Blain Bros Cattle Co,customer,2020-02-29T15:00:00.000Z,2026-08-27T12:00:00.000Z
8001000696,Reba,Foster,reba@crookedrivercattle.example,(541) 555-5692,Herd Manager,Crooked River Cattle,customer,2023-08-26T18:00:00.000Z,2026-08-16T17:00:00.000Z
8001000697,Reba,Mathis,reba@highlonesomeranch.example,(541) 555-5705,Owner,High Lonesome Ranch,customer,2021-08-19T18:00:00.000Z,2026-09-17T12:00:00.000Z
8001000698,Joel,Sturgis,joel@juniperhollow.example,(541) 555-5718,Owner / Operator,Juniper Hollow Ranch,customer,2021-05-22T16:00:00.000Z,2026-08-08T13:00:00.000Z
8001000699,Brett,Tetherow,,(541) 555-5731,Owner / Operator,Tetherow Cattle Co,customer,2023-12-20T18:00:00.000Z,2026-08-29T09:00:00.000Z
8001000700,Reba,Pruitt,,(541) 555-5744,Herd Manager,Sage Flat Livestock,customer,2023-02-13T17:00:00.000Z,2026-09-13T10:00:00.000Z
8001000701,Joel,Conway,joel@bigfallsranch.example,(541) 555-5757,Herd Manager,Big Falls Ranch,customer,2022-06-26T17:00:00.000Z,2026-08-24T10:00:00.000Z
8001000702,Sam,Doyle,,(541) 555-5770,Owner,Painted Hills Cattle,customer,2023-09-07T17:00:00.000Z,2026-09-15T18:00:00.000Z
8001000703,Sam,Mosier,sam@diamondmranch.example,(541) 555-5783,Herd Manager,Diamond M Ranch,customer,2024-02-27T18:00:00.000Z,2026-09-17T12:00:00.000Z
8001000704,Brett,Beckett,brett@wychuscreek.example,(541) 555-5796,Owner / Operator,Wychus Creek Ranch,customer,2022-09-06T15:00:00.000Z,2026-09-26T16:00:00.000Z
8001000705,Cole,Harmon,cole@lonepinecattle.example,(541) 555-5809,Owner / Operator,Lone Pine Cattle,lead,2020-07-18T16:00:00.000Z,2026-08-17T10:00:00.000Z
8001000706,Eddie,Lindqvist,,(541) 555-5822,Owner / Operator,Aspen Valley Ranch,lead,2020-04-24T15:00:00.000Z,2026-10-03T12:00:00.000Z
8001000707,Reba,Calloway,reba@bearcreeklivestock.example,(541) 555-5835,Owner / Operator,Bear Creek Livestock,customer,2023-10-10T16:00:00.000Z,2026-09-09T10:00:00.000Z
8001000708,Reba,Okafor,,(541) 555-5848,Owner / Operator,Smith Rock Ranch,customer,2021-07-23T18:00:00.000Z,2026-08-10T13:00:00.000Z
8001000709,Cole,Quintana,cole@threesisterscattle.example,(541) 555-5861,Owner,Three Sisters Cattle,customer,2023-10-30T18:00:00.000Z,2026-10-02T18:00:00.000Z
8001000710,Joel,Yarborough,joel@ochococattle.example,(541) 555-5874,Owner / Operator,Ochoco Cattle Co,lead,2024-04-18T17:00:00.000Z,2026-09-08T14:00:00.000Z
8001000711,Joel,Renner,,(541) 555-5887,Owner / Operator,Pine Mountain Ranch,customer,2023-06-13T18:00:00.000Z,2026-09-04T09:00:00.000Z
