id,intent,status,amount_value,currency_code,payee_email,description,create_time
ORDER-0000000000208,CAPTURE,COMPLETED,51.97,USD,luis.escobar@gmail.com,care package reimbursement,2026-09-13T00:00:00Z
ORDER-0000000000209,CAPTURE,COMPLETED,33.91,USD,carmen.serrano@gmail.com,dinner split,2026-11-03T00:00:00Z
ORDER-0000000000210,CAPTURE,COMPLETED,37.74,USD,carmen.serrano@gmail.com,shared groceries,2026-09-06T00:00:00Z
ORDER-0000000000211,CAPTURE,COMPLETED,22.60,USD,luis.escobar@gmail.com,concert tickets split,2025-07-21T00:00:00Z
ORDER-0000000000212,CAPTURE,COMPLETED,13.71,USD,sofia.reyes@gmail.com,dinner split,2026-02-26T00:00:00Z
ORDER-0000000000213,CAPTURE,COMPLETED,32.26,USD,jess.kowalski@gmail.com,utilities split,2025-09-18T00:00:00Z
ORDER-0000000000214,CAPTURE,COMPLETED,31.03,USD,sofia.reyes@gmail.com,utilities split,2026-03-29T00:00:00Z
ORDER-0000000000215,CAPTURE,COMPLETED,54.02,USD,luis.escobar@gmail.com,dinner split,2025-07-21T00:00:00Z
ORDER-0000000000216,CAPTURE,COMPLETED,36.85,USD,sofia.reyes@gmail.com,dinner split,2025-07-20T00:00:00Z
ORDER-0000000000217,CAPTURE,COMPLETED,41.15,USD,jess.kowalski@gmail.com,concert tickets split,2025-12-09T00:00:00Z
ORDER-0000000000218,CAPTURE,COMPLETED,41.72,USD,sofia.reyes@gmail.com,concert tickets split,2026-07-08T00:00:00Z
ORDER-0000000000219,CAPTURE,COMPLETED,40.00,USD,carmen.serrano@gmail.com,shared groceries,2026-11-21T00:00:00Z
ORDER-0000000000220,CAPTURE,COMPLETED,15.58,USD,sofia.reyes@gmail.com,utilities split,2026-09-18T00:00:00Z
ORDER-0000000000221,CAPTURE,COMPLETED,45.09,USD,carmen.serrano@gmail.com,concert tickets split,2026-02-25T00:00:00Z
ORDER-0000000000222,CAPTURE,COMPLETED,25.77,USD,carmen.serrano@gmail.com,utilities split,2026-05-03T00:00:00Z
ORDER-0000000000223,CAPTURE,COMPLETED,26.14,USD,jess.kowalski@gmail.com,concert tickets split,2026-08-14T00:00:00Z
ORDER-0000000000224,CAPTURE,COMPLETED,41.59,USD,sofia.reyes@gmail.com,care package reimbursement,2025-10-04T00:00:00Z
ORDER-0000000000225,CAPTURE,COMPLETED,54.24,USD,sofia.reyes@gmail.com,concert tickets split,2025-11-18T00:00:00Z
ORDER-0000000000226,CAPTURE,COMPLETED,51.65,USD,jess.kowalski@gmail.com,shared groceries,2026-01-10T00:00:00Z
ORDER-0000000000227,CAPTURE,COMPLETED,38.63,USD,sofia.reyes@gmail.com,shared groceries,2025-10-24T00:00:00Z
ORDER-0000000000228,CAPTURE,COMPLETED,40.21,USD,carmen.serrano@gmail.com,utilities split,2026-06-10T00:00:00Z
ORDER-0000000000229,CAPTURE,COMPLETED,37.24,USD,carmen.serrano@gmail.com,shared groceries,2026-05-17T00:00:00Z
ORDER-0000000000230,CAPTURE,COMPLETED,33.51,USD,carmen.serrano@gmail.com,shared groceries,2025-07-30T00:00:00Z
ORDER-0000000000231,CAPTURE,COMPLETED,27.39,USD,sofia.reyes@gmail.com,dinner split,2025-07-01T00:00:00Z
ORDER-0000000000232,CAPTURE,COMPLETED,55.76,USD,carmen.serrano@gmail.com,concert tickets split,2026-08-06T00:00:00Z
ORDER-0000000000233,CAPTURE,COMPLETED,53.00,USD,sofia.reyes@gmail.com,dinner split,2025-07-28T00:00:00Z
ORDER-0000000000234,CAPTURE,COMPLETED,51.14,USD,carmen.serrano@gmail.com,concert tickets split,2026-02-22T00:00:00Z
ORDER-0000000000235,CAPTURE,COMPLETED,53.39,USD,sofia.reyes@gmail.com,dinner split,2026-08-09T00:00:00Z
ORDER-0000000000236,CAPTURE,COMPLETED,42.52,USD,carmen.serrano@gmail.com,utilities split,2026-04-04T00:00:00Z
ORDER-0000000000237,CAPTURE,COMPLETED,37.74,USD,carmen.serrano@gmail.com,shared groceries,2025-06-30T00:00:00Z
ORDER-0000000000238,CAPTURE,COMPLETED,40.18,USD,jess.kowalski@gmail.com,dinner split,2026-01-18T00:00:00Z
ORDER-0000000000239,CAPTURE,COMPLETED,14.06,USD,luis.escobar@gmail.com,concert tickets split,2025-08-24T00:00:00Z
ORDER-0000000000240,CAPTURE,COMPLETED,40.09,USD,carmen.serrano@gmail.com,shared groceries,2026-08-12T00:00:00Z
ORDER-0000000000241,CAPTURE,COMPLETED,20.98,USD,jess.kowalski@gmail.com,shared groceries,2026-07-11T00:00:00Z
