Id,DisplayName,GivenName,FamilyName,CompanyName,PrimaryEmailAddr,PrimaryPhone,BillAddr,Balance,Active,Job,Notes
2089,Enrique Marquez,Enrique,Marquez,,"{""Address"": ""enrique.marquez089@example.com""}","{""FreeFormNumber"": ""+15755556489""}","{""Line1"": ""189 Foster St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",183,true,false,Ranch tack order
2090,Elena Marquez,Elena,Marquez,,"{""Address"": ""elena.marquez090@example.com""}","{""FreeFormNumber"": ""+15755556490""}","{""Line1"": ""190 Church St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",230,true,false,Preferred retail buyer
2091,Javier Marquez,Javier,Marquez,,"{""Address"": ""javier.marquez091@example.com""}","{""FreeFormNumber"": ""+15755556491""}","{""Line1"": ""191 Mesquite St"", ""City"": ""Mesilla"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",277,true,false,Ranch tack order
2092,Lucia Marquez,Lucia,Marquez,Lucia Marquez Ranch,"{""Address"": ""lucia.marquez092@example.com""}","{""FreeFormNumber"": ""+15755556492""}","{""Line1"": ""192 Alameda St"", ""City"": ""Anthony"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",324,true,true,Ranch tack order
2093,Guillermo Marquez,Guillermo,Marquez,,"{""Address"": ""guillermo.marquez093@example.com""}","{""FreeFormNumber"": ""+15755556493""}","{""Line1"": ""193 Solano St"", ""City"": ""Radium Springs"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",371,true,false,Preferred retail buyer
2094,Marisol Marquez,Marisol,Marquez,,"{""Address"": ""marisol.marquez094@example.com""}","{""FreeFormNumber"": ""+15755556494""}","{""Line1"": ""194 Water St"", ""City"": ""Do\u00f1a Ana"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",418,true,false,Ranch tack order
2095,Tomas Marquez,Tomas,Marquez,,"{""Address"": ""tomas.marquez095@example.com""}","{""FreeFormNumber"": ""+15755556495""}","{""Line1"": ""195 Main St"", ""City"": ""Hatch"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",465,true,false,Ranch tack order
2096,Camila Marquez,Camila,Marquez,Camila Marquez Ranch,"{""Address"": ""camila.marquez096@example.com""}","{""FreeFormNumber"": ""+15755556496""}","{""Line1"": ""196 Idaho St"", ""City"": ""Deming"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",512,true,true,Preferred retail buyer
2097,Sebastian Marquez,Sebastian,Marquez,,"{""Address"": ""sebastian.marquez097@example.com""}","{""FreeFormNumber"": ""+15755556497""}","{""Line1"": ""197 Picacho St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",559,true,false,Ranch tack order
2098,Valeria Marquez,Valeria,Marquez,,"{""Address"": ""valeria.marquez098@example.com""}","{""FreeFormNumber"": ""+15755556498""}","{""Line1"": ""198 Amador St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",606,true,false,Ranch tack order
2099,Nicolas Marquez,Nicolas,Marquez,,"{""Address"": ""nicolas.marquez099@example.com""}","{""FreeFormNumber"": ""+15755556499""}","{""Line1"": ""199 Foster St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",653,true,false,Preferred retail buyer
2100,Miguel Ortega,Miguel,Ortega,Miguel Ortega Ranch,"{""Address"": ""miguel.ortega100@example.com""}","{""FreeFormNumber"": ""+157555564100""}","{""Line1"": ""200 Church St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",700,true,true,Ranch tack order
2101,Ana Ortega,Ana,Ortega,,"{""Address"": ""ana.ortega101@example.com""}","{""FreeFormNumber"": ""+157555564101""}","{""Line1"": ""201 Mesquite St"", ""City"": ""Mesilla"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",747,true,false,Ranch tack order
2102,Roberto Ortega,Roberto,Ortega,,"{""Address"": ""roberto.ortega102@example.com""}","{""FreeFormNumber"": ""+157555564102""}","{""Line1"": ""202 Alameda St"", ""City"": ""Anthony"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",794,true,false,Preferred retail buyer
2103,Consuelo Ortega,Consuelo,Ortega,,"{""Address"": ""consuelo.ortega103@example.com""}","{""FreeFormNumber"": ""+157555564103""}","{""Line1"": ""203 Solano St"", ""City"": ""Radium Springs"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",41,true,false,Ranch tack order
2104,Sofia Ortega,Sofia,Ortega,Sofia Ortega Ranch,"{""Address"": ""sofia.ortega104@example.com""}","{""FreeFormNumber"": ""+157555564104""}","{""Line1"": ""204 Water St"", ""City"": ""Do\u00f1a Ana"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",88,true,true,Ranch tack order
