page_id,property_name,property_type,value
dfd40111afea78beb25a0dd2d1f9b3b8,Status,select,lead
dfd40111afea78beb25a0dd2d1f9b3b8,Amount USD,number,400
dfd40111afea78beb25a0dd2d1f9b3b8,Terms,select,flat
dfd40111afea78beb25a0dd2d1f9b3b8,Due Date,date,2027-01-01
618c48ef8d936f6925c9c01a7795de68,Status,select,lead
618c48ef8d936f6925c9c01a7795de68,Amount USD,number,600
618c48ef8d936f6925c9c01a7795de68,Terms,select,flat
618c48ef8d936f6925c9c01a7795de68,Due Date,date,2027-01-20
b95c4b11e066501367d6b08b02dc0277,Status,select,lead
b95c4b11e066501367d6b08b02dc0277,Amount USD,number,100
b95c4b11e066501367d6b08b02dc0277,Terms,select,flat
b95c4b11e066501367d6b08b02dc0277,Due Date,date,2026-11-28
f3336066a83c6b75ed0734cf0228c452,Status,select,closed
f3336066a83c6b75ed0734cf0228c452,Amount USD,number,75
f3336066a83c6b75ed0734cf0228c452,Terms,select,flat
f3336066a83c6b75ed0734cf0228c452,Due Date,date,2026-03-01
04ffa128561859463681816b91d13edb,Status,select,closed
04ffa128561859463681816b91d13edb,Amount USD,number,200
04ffa128561859463681816b91d13edb,Terms,select,flat
04ffa128561859463681816b91d13edb,Due Date,date,2025-11-15
32128575c71271adb587a4821b0d8be2,Status,select,declined
32128575c71271adb587a4821b0d8be2,Amount USD,number,0
32128575c71271adb587a4821b0d8be2,Terms,select,declined
32128575c71271adb587a4821b0d8be2,Due Date,date,2026-05-01
bb7ddec5b9f343ce590a99f92538d56b,Status,select,closed
bb7ddec5b9f343ce590a99f92538d56b,Amount USD,number,120
bb7ddec5b9f343ce590a99f92538d56b,Terms,select,flat
bb7ddec5b9f343ce590a99f92538d56b,Due Date,date,2026-06-30
bb2a4cee0a88efb4cf77d1ff1264e1e2,Status,select,closed
bb2a4cee0a88efb4cf77d1ff1264e1e2,Amount USD,number,90
bb2a4cee0a88efb4cf77d1ff1264e1e2,Terms,select,flat
bb2a4cee0a88efb4cf77d1ff1264e1e2,Due Date,date,2026-05-15
7e0f0d42dddb08e3f62bb4025e12c9d9,Week Of,date,2026-05-25
7e0f0d42dddb08e3f62bb4025e12c9d9,Sprint,select,auto
d4b0e9e28b6f6403666e67f374ae07ad,Week Of,date,2026-06-01
d4b0e9e28b6f6403666e67f374ae07ad,Sprint,select,auto
1c2ce9526578a64cdba0dc63b75e7c91,Week Of,date,2026-06-08
1c2ce9526578a64cdba0dc63b75e7c91,Sprint,select,auto
9c9d294675926fa224034f4c99f73499,Week Of,date,2026-06-15
9c9d294675926fa224034f4c99f73499,Sprint,select,auto
82dc6983b649d0ede71ba65a17f674f2,Week Of,date,2026-06-22
82dc6983b649d0ede71ba65a17f674f2,Sprint,select,auto
7779af3c15595c9dc6dde945e6b9ac74,Week Of,date,2026-06-29
7779af3c15595c9dc6dde945e6b9ac74,Sprint,select,auto
bc7bd8db556422ffa1f7d0f4f5dbaa62,Week Of,date,2026-07-06
bc7bd8db556422ffa1f7d0f4f5dbaa62,Sprint,select,auto
332f5f9c3e0af313f1ad97f59fc89ac0,Week Of,date,2026-07-13
332f5f9c3e0af313f1ad97f59fc89ac0,Sprint,select,auto
bfcb648f420d3e63644b06b9618e4355,Week Of,date,2026-07-20
bfcb648f420d3e63644b06b9618e4355,Sprint,select,auto
99c4e0312287348a99d6de6e650d7917,Week Of,date,2026-07-27
99c4e0312287348a99d6de6e650d7917,Sprint,select,auto
652d131206c499c0bc0b76f9b8652d25,Week Of,date,2026-08-03
652d131206c499c0bc0b76f9b8652d25,Sprint,select,auto
de4933ab081c317ce3680b1df41635a4,Week Of,date,2026-08-10
de4933ab081c317ce3680b1df41635a4,Sprint,select,auto
d586c6a5d8be4bf836127905bc8f112c,Week Of,date,2026-08-17
d586c6a5d8be4bf836127905bc8f112c,Sprint,select,auto
4d4bbab03a8bc5598976458d59f39d09,Week Of,date,2026-08-24
4d4bbab03a8bc5598976458d59f39d09,Sprint,select,auto
65f89b936afbe883827b4431a09b94f3,Week Of,date,2026-08-31
65f89b936afbe883827b4431a09b94f3,Sprint,select,auto
68074738f03b8b87d2c4c88aeb831b31,Week Of,date,2026-09-07
68074738f03b8b87d2c4c88aeb831b31,Sprint,select,auto
f71b762202568ebe132f0d7571609744,Week Of,date,2026-09-14
f71b762202568ebe132f0d7571609744,Sprint,select,auto
4262a6ebffd5dc964b8fe8c430507d56,Week Of,date,2026-09-21
4262a6ebffd5dc964b8fe8c430507d56,Sprint,select,auto
08e61e6cea0d1c39dc60113389a4c4aa,Week Of,date,2026-09-28
08e61e6cea0d1c39dc60113389a4c4aa,Sprint,select,auto
75f3ac9571ff67b4136f1d51a8dee731,Week Of,date,2026-10-05
75f3ac9571ff67b4136f1d51a8dee731,Sprint,select,auto
5a8a26d65b14e59321618a3bae1252cf,Week Of,date,2026-10-12
5a8a26d65b14e59321618a3bae1252cf,Sprint,select,auto
e65525afb546e2c4fc00986cf0557bc6,Week Of,date,2026-10-19
e65525afb546e2c4fc00986cf0557bc6,Sprint,select,auto
84fff0985c0319dea30e8ec0be1a66bf,Week Of,date,2026-10-26
84fff0985c0319dea30e8ec0be1a66bf,Sprint,select,auto
3cfc375a4dbdcc4190dc86908db25a6a,Week Of,date,2026-11-02
3cfc375a4dbdcc4190dc86908db25a6a,Sprint,select,auto
be1be10979ac791f768fa3d2536bbdf8,Week Of,date,2026-11-09
be1be10979ac791f768fa3d2536bbdf8,Sprint,select,auto
d9b152a0cd448a2775c7be77ab295083,Week Of,date,2026-11-16
d9b152a0cd448a2775c7be77ab295083,Sprint,select,auto
63734fc228cf6cccfc4d0ba0ce2fa3c4,Week Of,date,2026-11-23
63734fc228cf6cccfc4d0ba0ce2fa3c4,Sprint,select,auto
257b2b43365e061c8cb280848746990c,Week Of,date,2026-11-30
257b2b43365e061c8cb280848746990c,Sprint,select,auto
a8d24e8048ad8e93fbfc921bc7ceee16,Week Of,date,2026-12-07
a8d24e8048ad8e93fbfc921bc7ceee16,Sprint,select,auto
4961494e0e01e49b4cb72f749181bc2c,Week Of,date,2026-12-14
4961494e0e01e49b4cb72f749181bc2c,Sprint,select,auto
7eda23cf5e4f23a641db34c1782a8a8f,Week Of,date,2026-12-21
7eda23cf5e4f23a641db34c1782a8a8f,Sprint,select,auto
