movement_id,value_date,entity_code,account_iban,counterparty_name,counterparty_iban,direction,amount_sek,currency,type,linked_ref,diversion_ref
BNK-001231,2025-11-01,VG-SE7,SE42 5000 0000 0007 0000 0007,Alfa Laval AB,SE-vendor-acct,debit,825891.0,SEK,vendor_payment,INV-001231,
BNK-001232,2025-12-01,VG-SE7,SE42 5000 0000 0007 0000 0007,Alfa Laval AB,SE-vendor-acct,debit,822475.0,SEK,vendor_payment,INV-001232,
BNK-001233,2022-01-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,788293.67,SEK,vendor_payment,INV-001233,
BNK-001234,2022-02-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,789591.67,SEK,vendor_payment,INV-001234,
BNK-001235,2022-03-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,789790.67,SEK,vendor_payment,INV-001235,
BNK-001236,2022-04-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,795009.67,SEK,vendor_payment,INV-001236,
BNK-001237,2022-05-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,787687.67,SEK,vendor_payment,INV-001237,
BNK-001238,2022-06-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,794516.67,SEK,vendor_payment,INV-001238,
BNK-001239,2022-07-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,794843.67,SEK,vendor_payment,INV-001239,
BNK-001240,2022-08-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,788050.67,SEK,vendor_payment,INV-001240,
BNK-001241,2022-09-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,789695.67,SEK,vendor_payment,INV-001241,
BNK-001242,2022-10-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,789704.67,SEK,vendor_payment,INV-001242,
BNK-001243,2022-11-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,789263.67,SEK,vendor_payment,INV-001243,
BNK-001244,2022-12-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,794876.67,SEK,vendor_payment,INV-001244,
BNK-001245,2023-01-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,793693.67,SEK,vendor_payment,INV-001245,
BNK-001246,2023-02-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,790525.67,SEK,vendor_payment,INV-001246,
BNK-001247,2023-03-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,795624.67,SEK,vendor_payment,INV-001247,
BNK-001248,2023-04-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,794454.67,SEK,vendor_payment,INV-001248,
BNK-001249,2023-05-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,794890.67,SEK,vendor_payment,INV-001249,
BNK-001250,2023-06-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,791453.67,SEK,vendor_payment,INV-001250,
BNK-001251,2023-07-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,794312.67,SEK,vendor_payment,INV-001251,
BNK-001252,2023-08-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,792432.67,SEK,vendor_payment,INV-001252,
BNK-001253,2023-09-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,788694.67,SEK,vendor_payment,INV-001253,
BNK-001254,2023-10-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,787789.67,SEK,vendor_payment,INV-001254,
BNK-001255,2023-11-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,795388.67,SEK,vendor_payment,INV-001255,
BNK-001256,2023-12-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,793574.67,SEK,vendor_payment,INV-001256,
BNK-001257,2024-01-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,790346.67,SEK,vendor_payment,INV-001257,
BNK-001258,2024-02-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,793058.67,SEK,vendor_payment,INV-001258,
BNK-001259,2024-03-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,791455.67,SEK,vendor_payment,INV-001259,
BNK-001260,2024-04-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,790936.67,SEK,vendor_payment,INV-001260,
BNK-001261,2024-05-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,792427.67,SEK,vendor_payment,INV-001261,
BNK-001262,2024-06-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,794543.67,SEK,vendor_payment,INV-001262,
BNK-001263,2024-07-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,793599.67,SEK,vendor_payment,INV-001263,
BNK-001264,2024-08-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,790063.67,SEK,vendor_payment,INV-001264,
BNK-001265,2024-09-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,793794.67,SEK,vendor_payment,INV-001265,
BNK-001266,2024-10-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,791921.67,SEK,vendor_payment,INV-001266,
BNK-001267,2024-11-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,795193.67,SEK,vendor_payment,INV-001267,
BNK-001268,2024-12-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,788185.67,SEK,vendor_payment,INV-001268,
BNK-001269,2025-01-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,792704.67,SEK,vendor_payment,INV-001269,
BNK-001270,2025-02-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,792651.67,SEK,vendor_payment,INV-001270,
BNK-001271,2025-03-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,793003.67,SEK,vendor_payment,INV-001271,
BNK-001272,2025-04-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,790333.67,SEK,vendor_payment,INV-001272,
BNK-001273,2025-05-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,792444.67,SEK,vendor_payment,INV-001273,
BNK-001274,2025-06-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,793637.67,SEK,vendor_payment,INV-001274,
BNK-001275,2025-07-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,793240.67,SEK,vendor_payment,INV-001275,
BNK-001276,2025-08-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,791953.67,SEK,vendor_payment,INV-001276,
BNK-001277,2025-09-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,795324.67,SEK,vendor_payment,INV-001277,
BNK-001278,2025-10-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,789021.67,SEK,vendor_payment,INV-001278,
BNK-001279,2025-11-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,793741.67,SEK,vendor_payment,INV-001279,
BNK-001280,2025-12-01,VG-SE8,SE43 5000 0000 0008 0000 0008,Boliden AB,SE-vendor-acct,debit,792554.67,SEK,vendor_payment,INV-001280,
BNK-001281,2022-01-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,763503.67,SEK,vendor_payment,INV-001281,
BNK-001282,2022-02-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,766457.67,SEK,vendor_payment,INV-001282,
BNK-001283,2022-03-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,766731.67,SEK,vendor_payment,INV-001283,
BNK-001284,2022-04-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,769730.67,SEK,vendor_payment,INV-001284,
BNK-001285,2022-05-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,768062.67,SEK,vendor_payment,INV-001285,
BNK-001286,2022-06-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,766486.67,SEK,vendor_payment,INV-001286,
BNK-001287,2022-07-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,765011.67,SEK,vendor_payment,INV-001287,
BNK-001288,2022-08-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,764006.67,SEK,vendor_payment,INV-001288,
BNK-001289,2022-09-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,769928.67,SEK,vendor_payment,INV-001289,
BNK-001290,2022-10-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,769300.67,SEK,vendor_payment,INV-001290,
BNK-001291,2022-11-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,770632.67,SEK,vendor_payment,INV-001291,
BNK-001292,2022-12-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,764664.67,SEK,vendor_payment,INV-001292,
BNK-001293,2023-01-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,764168.67,SEK,vendor_payment,INV-001293,
BNK-001294,2023-02-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,764408.67,SEK,vendor_payment,INV-001294,
BNK-001295,2023-03-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,765194.67,SEK,vendor_payment,INV-001295,
BNK-001296,2023-04-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,766520.67,SEK,vendor_payment,INV-001296,
BNK-001297,2023-05-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,767468.67,SEK,vendor_payment,INV-001297,
BNK-001298,2023-06-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,765395.67,SEK,vendor_payment,INV-001298,
BNK-001299,2023-07-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,769406.67,SEK,vendor_payment,INV-001299,
BNK-001300,2023-08-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,769746.67,SEK,vendor_payment,INV-001300,
BNK-001301,2023-09-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,767925.67,SEK,vendor_payment,INV-001301,
BNK-001302,2023-10-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,764894.67,SEK,vendor_payment,INV-001302,
BNK-001303,2023-11-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,767541.67,SEK,vendor_payment,INV-001303,
BNK-001304,2023-12-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,766890.67,SEK,vendor_payment,INV-001304,
BNK-001305,2024-01-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,768156.67,SEK,vendor_payment,INV-001305,
BNK-001306,2024-02-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,762814.67,SEK,vendor_payment,INV-001306,
BNK-001307,2024-03-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,769016.67,SEK,vendor_payment,INV-001307,
BNK-001308,2024-04-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,768265.67,SEK,vendor_payment,INV-001308,
BNK-001309,2024-05-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,765529.67,SEK,vendor_payment,INV-001309,
BNK-001310,2024-06-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,768963.67,SEK,vendor_payment,INV-001310,
BNK-001311,2024-07-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,764890.67,SEK,vendor_payment,INV-001311,
BNK-001312,2024-08-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,769510.67,SEK,vendor_payment,INV-001312,
BNK-001313,2024-09-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,769551.67,SEK,vendor_payment,INV-001313,
BNK-001314,2024-10-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,763215.67,SEK,vendor_payment,INV-001314,
BNK-001315,2024-11-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,764371.67,SEK,vendor_payment,INV-001315,
BNK-001316,2024-12-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,769525.67,SEK,vendor_payment,INV-001316,
BNK-001317,2025-01-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,765100.67,SEK,vendor_payment,INV-001317,
BNK-001318,2025-02-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,769891.67,SEK,vendor_payment,INV-001318,
BNK-001319,2025-03-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,766233.67,SEK,vendor_payment,INV-001319,
BNK-001320,2025-04-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,769055.67,SEK,vendor_payment,INV-001320,
BNK-001321,2025-05-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,770059.67,SEK,vendor_payment,INV-001321,
BNK-001322,2025-06-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,766992.67,SEK,vendor_payment,INV-001322,
BNK-001323,2025-07-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,764363.67,SEK,vendor_payment,INV-001323,
BNK-001324,2025-08-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,768438.67,SEK,vendor_payment,INV-001324,
BNK-001325,2025-09-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,770110.67,SEK,vendor_payment,INV-001325,
BNK-001326,2025-10-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,766984.67,SEK,vendor_payment,INV-001326,
BNK-001327,2025-11-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,763725.67,SEK,vendor_payment,INV-001327,
BNK-001328,2025-12-01,VG-SE9,SE44 5000 0000 0009 0000 0009,Skanska AB,SE-vendor-acct,debit,769224.67,SEK,vendor_payment,INV-001328,
BNK-001329,2022-01-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,744069.67,SEK,vendor_payment,INV-001329,
BNK-001330,2022-02-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,744171.67,SEK,vendor_payment,INV-001330,
BNK-001331,2022-03-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,742134.67,SEK,vendor_payment,INV-001331,
BNK-001332,2022-04-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,743908.67,SEK,vendor_payment,INV-001332,
BNK-001333,2022-05-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,739415.67,SEK,vendor_payment,INV-001333,
BNK-001334,2022-06-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,737870.67,SEK,vendor_payment,INV-001334,
BNK-001335,2022-07-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,744287.67,SEK,vendor_payment,INV-001335,
BNK-001336,2022-08-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,742709.67,SEK,vendor_payment,INV-001336,
BNK-001337,2022-09-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,745528.67,SEK,vendor_payment,INV-001337,
BNK-001338,2022-10-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,740231.67,SEK,vendor_payment,INV-001338,
BNK-001339,2022-11-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,741577.67,SEK,vendor_payment,INV-001339,
BNK-001340,2022-12-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,741489.67,SEK,vendor_payment,INV-001340,
BNK-001341,2023-01-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,741143.67,SEK,vendor_payment,INV-001341,
BNK-001342,2023-02-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,738464.67,SEK,vendor_payment,INV-001342,
BNK-001343,2023-03-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,740349.67,SEK,vendor_payment,INV-001343,
BNK-001344,2023-04-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,740505.67,SEK,vendor_payment,INV-001344,
BNK-001345,2023-05-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,738218.67,SEK,vendor_payment,INV-001345,
BNK-001346,2023-06-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,738852.67,SEK,vendor_payment,INV-001346,
BNK-001347,2023-07-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,738322.67,SEK,vendor_payment,INV-001347,
BNK-001348,2023-08-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,739675.67,SEK,vendor_payment,INV-001348,
BNK-001349,2023-09-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,744474.67,SEK,vendor_payment,INV-001349,
BNK-001350,2023-10-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,742545.67,SEK,vendor_payment,INV-001350,
BNK-001351,2023-11-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,738033.67,SEK,vendor_payment,INV-001351,
BNK-001352,2023-12-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,744425.67,SEK,vendor_payment,INV-001352,
BNK-001353,2024-01-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,744199.67,SEK,vendor_payment,INV-001353,
BNK-001354,2024-02-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,743490.67,SEK,vendor_payment,INV-001354,
BNK-001355,2024-03-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,742961.67,SEK,vendor_payment,INV-001355,
BNK-001356,2024-04-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,745052.67,SEK,vendor_payment,INV-001356,
BNK-001357,2024-05-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,745092.67,SEK,vendor_payment,INV-001357,
BNK-001358,2024-06-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,745217.67,SEK,vendor_payment,INV-001358,
BNK-001359,2024-07-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,743901.67,SEK,vendor_payment,INV-001359,
BNK-001360,2024-08-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,739068.67,SEK,vendor_payment,INV-001360,
BNK-001361,2024-09-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,741849.67,SEK,vendor_payment,INV-001361,
BNK-001362,2024-10-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,740750.67,SEK,vendor_payment,INV-001362,
BNK-001363,2024-11-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,737753.67,SEK,vendor_payment,INV-001363,
BNK-001364,2024-12-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,740391.67,SEK,vendor_payment,INV-001364,
BNK-001365,2025-01-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,742556.67,SEK,vendor_payment,INV-001365,
BNK-001366,2025-02-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,739109.67,SEK,vendor_payment,INV-001366,
BNK-001367,2025-03-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,744475.67,SEK,vendor_payment,INV-001367,
BNK-001368,2025-04-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,740197.67,SEK,vendor_payment,INV-001368,
BNK-001369,2025-05-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,740341.67,SEK,vendor_payment,INV-001369,
BNK-001370,2025-06-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,745279.67,SEK,vendor_payment,INV-001370,
BNK-001371,2025-07-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,742786.67,SEK,vendor_payment,INV-001371,
BNK-001372,2025-08-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,744203.67,SEK,vendor_payment,INV-001372,
BNK-001373,2025-09-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,738396.67,SEK,vendor_payment,INV-001373,
BNK-001374,2025-10-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,743165.67,SEK,vendor_payment,INV-001374,
BNK-001375,2025-11-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,738679.67,SEK,vendor_payment,INV-001375,
BNK-001376,2025-12-01,VG-SE10,SE45 5000 0000 0010 0000 0010,NCC AB,SE-vendor-acct,debit,742918.67,SEK,vendor_payment,INV-001376,
BNK-001377,2022-01-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Peab AB,SE-vendor-acct,debit,715192.67,SEK,vendor_payment,INV-001377,
BNK-001378,2022-02-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Peab AB,SE-vendor-acct,debit,713226.67,SEK,vendor_payment,INV-001378,
BNK-001379,2022-03-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Peab AB,SE-vendor-acct,debit,714059.67,SEK,vendor_payment,INV-001379,
BNK-001380,2022-04-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Peab AB,SE-vendor-acct,debit,716154.67,SEK,vendor_payment,INV-001380,
BNK-001381,2022-05-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Peab AB,SE-vendor-acct,debit,713746.67,SEK,vendor_payment,INV-001381,
BNK-001382,2022-06-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Peab AB,SE-vendor-acct,debit,718266.67,SEK,vendor_payment,INV-001382,
BNK-001383,2022-07-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Peab AB,SE-vendor-acct,debit,720282.67,SEK,vendor_payment,INV-001383,
BNK-001384,2022-08-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Peab AB,SE-vendor-acct,debit,715613.67,SEK,vendor_payment,INV-001384,
BNK-001385,2022-09-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Peab AB,SE-vendor-acct,debit,715930.67,SEK,vendor_payment,INV-001385,
BNK-001386,2022-10-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Peab AB,SE-vendor-acct,debit,718685.67,SEK,vendor_payment,INV-001386,
BNK-001387,2022-11-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Peab AB,SE-vendor-acct,debit,717293.67,SEK,vendor_payment,INV-001387,
BNK-001388,2022-12-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Peab AB,SE-vendor-acct,debit,719753.67,SEK,vendor_payment,INV-001388,
BNK-001389,2023-01-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Peab AB,SE-vendor-acct,debit,712877.67,SEK,vendor_payment,INV-001389,
BNK-001390,2023-02-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Peab AB,SE-vendor-acct,debit,717359.67,SEK,vendor_payment,INV-001390,
BNK-001391,2023-03-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Peab AB,SE-vendor-acct,debit,715487.67,SEK,vendor_payment,INV-001391,
BNK-001392,2023-04-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Peab AB,SE-vendor-acct,debit,720056.67,SEK,vendor_payment,INV-001392,
BNK-001393,2023-05-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Peab AB,SE-vendor-acct,debit,718632.67,SEK,vendor_payment,INV-001393,
BNK-001394,2023-06-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Peab AB,SE-vendor-acct,debit,718625.67,SEK,vendor_payment,INV-001394,
BNK-001395,2023-07-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Peab AB,SE-vendor-acct,debit,718941.67,SEK,vendor_payment,INV-001395,
BNK-001396,2023-08-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Peab AB,SE-vendor-acct,debit,713307.67,SEK,vendor_payment,INV-001396,
BNK-001397,2023-09-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Peab AB,SE-vendor-acct,debit,715615.67,SEK,vendor_payment,INV-001397,
BNK-001398,2023-10-01,VG-SE11,SE46 5000 0000 0011 0000 0011,Peab AB,SE-vendor-acct,debit,719875.67,SEK,vendor_payment,INV-001398,
